"Place ID",ID,Title,"Image URL","Image Filename","Image Path","Image ID","Image Title","Image Caption","Image Description","Image Alt Text","Image Featured"
ChIJzSsn8KlsYogRCqaBwUjZ2tM,40425,"Huntsville Pain Management",https://lombers.com/wp-content/uploads/2025/03/thumbnail-6973.jpeg,thumbnail-6973.jpeg,/home/1356334.cloudwaysapps.com/bnpsyahzyq/public_html/wp-content/uploads/2025/03/thumbnail-6973.jpeg,62763,thumbnail,,,,https://lombers.com/wp-content/uploads/2025/03/thumbnail-6973.jpeg
ChIJt-DtWnCTkogR3bM5vWDmCSc,40428,"Southeast Health Pain Management",https://lombers.com/wp-content/uploads/2025/03/AF1QipNqQtJNVAeMxUFGTb7idyUAhNnzRgcSH7WUkMsts1024-1.jpeg,AF1QipNqQtJNVAeMxUFGTb7idyUAhNnzRgcSH7WUkMsts1024-1.jpeg,/home/1356334.cloudwaysapps.com/bnpsyahzyq/public_html/wp-content/uploads/2025/03/AF1QipNqQtJNVAeMxUFGTb7idyUAhNnzRgcSH7WUkMsts1024-1.jpeg,35212,AF1QipNqQtJNVAeMxUFGTb7idyUAhNnzRgcSH7WUkMsts1024-1.jpeg,,,,https://lombers.com/wp-content/uploads/2025/03/AF1QipNqQtJNVAeMxUFGTb7idyUAhNnzRgcSH7WUkMsts1024-1.jpeg
ChIJ7RPEsowMiYgRj3CvogyFR8A,40434,"Preferred Pain Associates of Alabama,",https://lombers.com/wp-content/uploads/2025/03/thumbnail-6974.jpeg,thumbnail-6974.jpeg,/home/1356334.cloudwaysapps.com/bnpsyahzyq/public_html/wp-content/uploads/2025/03/thumbnail-6974.jpeg,62764,thumbnail,,,,https://lombers.com/wp-content/uploads/2025/03/thumbnail-6974.jpeg
ChIJAdu048jyjIgRdm06xaJ_BAk,40438,"Auburn Pain Specialists, LLC",https://lombers.com/wp-content/uploads/2025/03/AF1QipPl76M1p6YE4P0U63AIkD3vwOIzF_bCaucipl43s1024-1.png,AF1QipPl76M1p6YE4P0U63AIkD3vwOIzF_bCaucipl43s1024-1.png,/home/1356334.cloudwaysapps.com/bnpsyahzyq/public_html/wp-content/uploads/2025/03/AF1QipPl76M1p6YE4P0U63AIkD3vwOIzF_bCaucipl43s1024-1.png,35220,AF1QipPl76M1p6YE4P0U63AIkD3vwOIzF_bCaucipl43s1024-1.png,,,,https://lombers.com/wp-content/uploads/2025/03/AF1QipPl76M1p6YE4P0U63AIkD3vwOIzF_bCaucipl43s1024-1.png
ChIJe5F0OhfyPogRq1ax-gpXmzo,40442,"Alabama Spine and Pain : Pavan Telang MD",https://lombers.com/wp-content/uploads/2025/03/AF1QipOdnO4IMAQ1_Sj7gBatxVxQK_Bqc_hyO0is9DwGs1024-1.jpeg,AF1QipOdnO4IMAQ1_Sj7gBatxVxQK_Bqc_hyO0is9DwGs1024-1.jpeg,/home/1356334.cloudwaysapps.com/bnpsyahzyq/public_html/wp-content/uploads/2025/03/AF1QipOdnO4IMAQ1_Sj7gBatxVxQK_Bqc_hyO0is9DwGs1024-1.jpeg,37836,AF1QipOdnO4IMAQ1_Sj7gBatxVxQK_Bqc_hyO0is9DwGs1024-1.jpeg,,,,https://lombers.com/wp-content/uploads/2025/03/AF1QipOdnO4IMAQ1_Sj7gBatxVxQK_Bqc_hyO0is9DwGs1024-1.jpeg
ChIJEVCQsHEWiYgRmKK08BP66Gs,40448,"Kenneth Varley, MD",https://lombers.com/wp-content/uploads/2025/03/AF1QipMa-OZ2xeZeCZWni7nXjP4YO-XrzlqFPf0Pz2Mhs1024-1.jpeg,AF1QipMa-OZ2xeZeCZWni7nXjP4YO-XrzlqFPf0Pz2Mhs1024-1.jpeg,/home/1356334.cloudwaysapps.com/bnpsyahzyq/public_html/wp-content/uploads/2025/03/AF1QipMa-OZ2xeZeCZWni7nXjP4YO-XrzlqFPf0Pz2Mhs1024-1.jpeg,37842,AF1QipMa-OZ2xeZeCZWni7nXjP4YO-XrzlqFPf0Pz2Mhs1024-1.jpeg,,,,https://lombers.com/wp-content/uploads/2025/03/AF1QipMa-OZ2xeZeCZWni7nXjP4YO-XrzlqFPf0Pz2Mhs1024-1.jpeg
ChIJbYTghd8XiYgRB_E_m5u4DeU,40452,"Vulcan Pain Management",https://lombers.com/wp-content/uploads/2025/03/AF1QipNnfnYuNbqQvX6hhr25aZ1ZSKYX8gm9WbGPb1_hs1024-1.jpeg,AF1QipNnfnYuNbqQvX6hhr25aZ1ZSKYX8gm9WbGPb1_hs1024-1.jpeg,/home/1356334.cloudwaysapps.com/bnpsyahzyq/public_html/wp-content/uploads/2025/03/AF1QipNnfnYuNbqQvX6hhr25aZ1ZSKYX8gm9WbGPb1_hs1024-1.jpeg,37846,AF1QipNnfnYuNbqQvX6hhr25aZ1ZSKYX8gm9WbGPb1_hs1024-1.jpeg,,,,https://lombers.com/wp-content/uploads/2025/03/AF1QipNnfnYuNbqQvX6hhr25aZ1ZSKYX8gm9WbGPb1_hs1024-1.jpeg
ChIJr_3cqugiiYgRSDbvV9b_nd8,40456,"The Doleys Clinic",https://lombers.com/wp-content/uploads/2025/03/AF1QipM8xzlIWn2Z-GAJxU33HUMAKkokgHiu1nGwV4Jss1024-1.jpeg,AF1QipM8xzlIWn2Z-GAJxU33HUMAKkokgHiu1nGwV4Jss1024-1.jpeg,/home/1356334.cloudwaysapps.com/bnpsyahzyq/public_html/wp-content/uploads/2025/03/AF1QipM8xzlIWn2Z-GAJxU33HUMAKkokgHiu1nGwV4Jss1024-1.jpeg,37850,AF1QipM8xzlIWn2Z-GAJxU33HUMAKkokgHiu1nGwV4Jss1024-1.jpeg,,,,https://lombers.com/wp-content/uploads/2025/03/AF1QipM8xzlIWn2Z-GAJxU33HUMAKkokgHiu1nGwV4Jss1024-1.jpeg
ChIJ89br_PGTjIgRWP0NsOR7e_E,40461,"The Pain Clinic at East Alabama Medical Center",https://lombers.com/wp-content/uploads/2025/03/thumbnail-6975.jpeg,thumbnail-6975.jpeg,/home/1356334.cloudwaysapps.com/bnpsyahzyq/public_html/wp-content/uploads/2025/03/thumbnail-6975.jpeg,62765,thumbnail,,,,https://lombers.com/wp-content/uploads/2025/03/thumbnail-6975.jpeg
ChIJB9InP7uBjogRx7pqrBfPMH4,40464,"Central Alabama Pain Management Center",https://lombers.com/wp-content/uploads/2025/03/thumbnail-6976.jpeg,thumbnail-6976.jpeg,/home/1356334.cloudwaysapps.com/bnpsyahzyq/public_html/wp-content/uploads/2025/03/thumbnail-6976.jpeg,62766,thumbnail,,,,https://lombers.com/wp-content/uploads/2025/03/thumbnail-6976.jpeg
ChIJK8JQ9QVYiogRjH9_i4fTXus,40468,"Cullman Pain & Wellness",https://lombers.com/wp-content/uploads/2025/03/thumbnail-6977.jpeg,thumbnail-6977.jpeg,/home/1356334.cloudwaysapps.com/bnpsyahzyq/public_html/wp-content/uploads/2025/03/thumbnail-6977.jpeg,62767,thumbnail,,,,https://lombers.com/wp-content/uploads/2025/03/thumbnail-6977.jpeg
ChIJT4vl-2-EYogRczJIYDTg4fs,40471,"Valley Pain Clinic",https://lombers.com/wp-content/uploads/2025/03/AF1QipNGBoViphJ9kvQIyRwJ4PXklDEhwiHEIYRyk7Aqs1024-1.png,AF1QipNGBoViphJ9kvQIyRwJ4PXklDEhwiHEIYRyk7Aqs1024-1.png,/home/1356334.cloudwaysapps.com/bnpsyahzyq/public_html/wp-content/uploads/2025/03/AF1QipNGBoViphJ9kvQIyRwJ4PXklDEhwiHEIYRyk7Aqs1024-1.png,37865,AF1QipNGBoViphJ9kvQIyRwJ4PXklDEhwiHEIYRyk7Aqs1024-1.png,,,,https://lombers.com/wp-content/uploads/2025/03/AF1QipNGBoViphJ9kvQIyRwJ4PXklDEhwiHEIYRyk7Aqs1024-1.png
ChIJ24wsyuTXYYgRmB4AFsJ32dc,40476,"Relief Spine & Pain Center",https://lombers.com/wp-content/uploads/2025/03/AF1QipPWdb-Ibb3ZDiYNTH8SpPzGfnOrtE21j4CC51Brs1024-1.jpeg,AF1QipPWdb-Ibb3ZDiYNTH8SpPzGfnOrtE21j4CC51Brs1024-1.jpeg,/home/1356334.cloudwaysapps.com/bnpsyahzyq/public_html/wp-content/uploads/2025/03/AF1QipPWdb-Ibb3ZDiYNTH8SpPzGfnOrtE21j4CC51Brs1024-1.jpeg,37870,AF1QipPWdb-Ibb3ZDiYNTH8SpPzGfnOrtE21j4CC51Brs1024-1.jpeg,,,,https://lombers.com/wp-content/uploads/2025/03/AF1QipPWdb-Ibb3ZDiYNTH8SpPzGfnOrtE21j4CC51Brs1024-1.jpeg
ChIJk3NtxbdtiYgRt2r1EDSWefg,40480,"Alabama Anesthesiology and Pain Consultants",https://lombers.com/wp-content/uploads/2025/03/thumbnail-6978.jpeg,thumbnail-6978.jpeg,/home/1356334.cloudwaysapps.com/bnpsyahzyq/public_html/wp-content/uploads/2025/03/thumbnail-6978.jpeg,62768,thumbnail,,,,https://lombers.com/wp-content/uploads/2025/03/thumbnail-6978.jpeg
ChIJux6UmAgWiYgROMM3HkbRY_Y,40483,"Southern Wellness - pain management",https://lombers.com/wp-content/uploads/2025/03/thumbnail-6979.jpeg,thumbnail-6979.jpeg,/home/1356334.cloudwaysapps.com/bnpsyahzyq/public_html/wp-content/uploads/2025/03/thumbnail-6979.jpeg,62769,thumbnail,,,,https://lombers.com/wp-content/uploads/2025/03/thumbnail-6979.jpeg
ChIJKfFcur-zi4gROn1-VQzdJR0,40487,"Maddox Pain Management: Gil Maddox, MD",https://lombers.com/wp-content/uploads/2025/03/AF1QipM7jQoDDNT1KV-VY1RSzt9v8iytVgXKVwuHT3Wfs1024-1.jpeg,AF1QipM7jQoDDNT1KV-VY1RSzt9v8iytVgXKVwuHT3Wfs1024-1.jpeg,/home/1356334.cloudwaysapps.com/bnpsyahzyq/public_html/wp-content/uploads/2025/03/AF1QipM7jQoDDNT1KV-VY1RSzt9v8iytVgXKVwuHT3Wfs1024-1.jpeg,35269,AF1QipM7jQoDDNT1KV-VY1RSzt9v8iytVgXKVwuHT3Wfs1024-1.jpeg,,,,https://lombers.com/wp-content/uploads/2025/03/AF1QipM7jQoDDNT1KV-VY1RSzt9v8iytVgXKVwuHT3Wfs1024-1.jpeg
ChIJGc3dHT-oiIgR9aY_LlMIu60,40491,"Wesley L. Spruill, MD",https://lombers.com/wp-content/uploads/2025/03/thumbnail-6980.jpeg,thumbnail-6980.jpeg,/home/1356334.cloudwaysapps.com/bnpsyahzyq/public_html/wp-content/uploads/2025/03/thumbnail-6980.jpeg,62770,thumbnail,,,,https://lombers.com/wp-content/uploads/2025/03/thumbnail-6980.jpeg
ChIJiyHRdFQTYogRoZ5NpRGmJM0,40494,"Michael Cosgrove, MD",https://lombers.com/wp-content/uploads/2025/03/AF1QipM9orD9WNPL0N941M8tR7bqCUAamL51hv00Gbd-s1024-1.jpeg,AF1QipM9orD9WNPL0N941M8tR7bqCUAamL51hv00Gbd-s1024-1.jpeg,/home/1356334.cloudwaysapps.com/bnpsyahzyq/public_html/wp-content/uploads/2025/03/AF1QipM9orD9WNPL0N941M8tR7bqCUAamL51hv00Gbd-s1024-1.jpeg,37888,AF1QipM9orD9WNPL0N941M8tR7bqCUAamL51hv00Gbd-s1024-1.jpeg,,,,https://lombers.com/wp-content/uploads/2025/03/AF1QipM9orD9WNPL0N941M8tR7bqCUAamL51hv00Gbd-s1024-1.jpeg
ChIJcxlcLXYdhogRzVGqaelW9GM,40498,"West Alabama Spine and Pain Specialists",https://lombers.com/wp-content/uploads/2025/03/AF1QipNqFgnvZWVOA9PqfMZQgH6jqbQj4MvPuvgRXXWRs1024-1.jpeg,AF1QipNqFgnvZWVOA9PqfMZQgH6jqbQj4MvPuvgRXXWRs1024-1.jpeg,/home/1356334.cloudwaysapps.com/bnpsyahzyq/public_html/wp-content/uploads/2025/03/AF1QipNqFgnvZWVOA9PqfMZQgH6jqbQj4MvPuvgRXXWRs1024-1.jpeg,37892,AF1QipNqFgnvZWVOA9PqfMZQgH6jqbQj4MvPuvgRXXWRs1024-1.jpeg,,,,https://lombers.com/wp-content/uploads/2025/03/AF1QipNqFgnvZWVOA9PqfMZQgH6jqbQj4MvPuvgRXXWRs1024-1.jpeg
ChIJa_6oGD5LiogRCjNr8zibkoM,40502,"Integrative Pain and Wellness",https://lombers.com/wp-content/uploads/2025/03/AF1QipOZyTUKLmRe43oauMALk5OxvwDInbPwiTvrdBvJs1024-1.jpeg,AF1QipOZyTUKLmRe43oauMALk5OxvwDInbPwiTvrdBvJs1024-1.jpeg,/home/1356334.cloudwaysapps.com/bnpsyahzyq/public_html/wp-content/uploads/2025/03/AF1QipOZyTUKLmRe43oauMALk5OxvwDInbPwiTvrdBvJs1024-1.jpeg,37896,AF1QipOZyTUKLmRe43oauMALk5OxvwDInbPwiTvrdBvJs1024-1.jpeg,,,,https://lombers.com/wp-content/uploads/2025/03/AF1QipOZyTUKLmRe43oauMALk5OxvwDInbPwiTvrdBvJs1024-1.jpeg
ChIJz5NK7eo7iogRUA0jz6O8FY4,40505,"Premier Pain & Spine",https://lombers.com/wp-content/uploads/2025/03/thumbnail-6981.jpeg,thumbnail-6981.jpeg,/home/1356334.cloudwaysapps.com/bnpsyahzyq/public_html/wp-content/uploads/2025/03/thumbnail-6981.jpeg,62771,thumbnail,,,,https://lombers.com/wp-content/uploads/2025/03/thumbnail-6981.jpeg
ChIJXVlbI8kbiYgR24UG7Xek2fY,40510,"Southside Pain Specialists",https://lombers.com/wp-content/uploads/2025/03/AF1QipPNRklaLBXyroWgToHDBEvYGbBEZirmjEu3EwPLs1024-1.jpeg,AF1QipPNRklaLBXyroWgToHDBEvYGbBEZirmjEu3EwPLs1024-1.jpeg,/home/1356334.cloudwaysapps.com/bnpsyahzyq/public_html/wp-content/uploads/2025/03/AF1QipPNRklaLBXyroWgToHDBEvYGbBEZirmjEu3EwPLs1024-1.jpeg,37904,AF1QipPNRklaLBXyroWgToHDBEvYGbBEZirmjEu3EwPLs1024-1.jpeg,,,,https://lombers.com/wp-content/uploads/2025/03/AF1QipPNRklaLBXyroWgToHDBEvYGbBEZirmjEu3EwPLs1024-1.jpeg
ChIJf5o-YDsliYgR3Urd6qSkVow,40514,"Dr Ryan almeida",https://lombers.com/wp-content/uploads/2025/03/thumbnail-6982.jpeg,thumbnail-6982.jpeg,/home/1356334.cloudwaysapps.com/bnpsyahzyq/public_html/wp-content/uploads/2025/03/thumbnail-6982.jpeg,62772,thumbnail,,,,https://lombers.com/wp-content/uploads/2025/03/thumbnail-6982.jpeg
ChIJ0_xxsKxsYogRNNU3SyIsEBA,40517,"Ronald L. Collins, MD, DAAPM",https://lombers.com/wp-content/uploads/2025/03/thumbnail-6983.jpeg,thumbnail-6983.jpeg,/home/1356334.cloudwaysapps.com/bnpsyahzyq/public_html/wp-content/uploads/2025/03/thumbnail-6983.jpeg,62773,thumbnail,,,,https://lombers.com/wp-content/uploads/2025/03/thumbnail-6983.jpeg
ChIJNRTeyD1tYogRPte5azqYP_A,40521,"Roddie R. Gantt, MD, DABA",https://lombers.com/wp-content/uploads/2025/03/thumbnail-6984.jpeg,thumbnail-6984.jpeg,/home/1356334.cloudwaysapps.com/bnpsyahzyq/public_html/wp-content/uploads/2025/03/thumbnail-6984.jpeg,62774,thumbnail,,,,https://lombers.com/wp-content/uploads/2025/03/thumbnail-6984.jpeg
ChIJyY17s3QWiYgRxkkMGONZ5Cg,40525,"Birmingham Pain Center: Shaw Olivia",https://lombers.com/wp-content/uploads/2025/03/thumbnail-6985.jpeg,thumbnail-6985.jpeg,/home/1356334.cloudwaysapps.com/bnpsyahzyq/public_html/wp-content/uploads/2025/03/thumbnail-6985.jpeg,62775,thumbnail,,,,https://lombers.com/wp-content/uploads/2025/03/thumbnail-6985.jpeg
ChIJMwMkX39vYogRAXK5_umeQ-A,40528,"Pain & Rehabilitation Consultants Dr. Norman E. Mccoomer, MD",https://lombers.com/wp-content/uploads/2025/03/AF1QipNnFjB9TqCzgR5m3rdS3oRehgT3I7BssUwI0lIOs1024-1.jpeg,AF1QipNnFjB9TqCzgR5m3rdS3oRehgT3I7BssUwI0lIOs1024-1.jpeg,/home/1356334.cloudwaysapps.com/bnpsyahzyq/public_html/wp-content/uploads/2025/03/AF1QipNnFjB9TqCzgR5m3rdS3oRehgT3I7BssUwI0lIOs1024-1.jpeg,37922,AF1QipNnFjB9TqCzgR5m3rdS3oRehgT3I7BssUwI0lIOs1024-1.jpeg,,,,https://lombers.com/wp-content/uploads/2025/03/AF1QipNnFjB9TqCzgR5m3rdS3oRehgT3I7BssUwI0lIOs1024-1.jpeg
ChIJw75__5IDiogRvPu45OHdXd0,40530,"Pain & Rehabilitation Consultants Albertville",https://lombers.com/wp-content/uploads/2025/03/thumbnail-6986.jpeg,thumbnail-6986.jpeg,/home/1356334.cloudwaysapps.com/bnpsyahzyq/public_html/wp-content/uploads/2025/03/thumbnail-6986.jpeg,62776,thumbnail,,,,https://lombers.com/wp-content/uploads/2025/03/thumbnail-6986.jpeg
ChIJDZTojxntkYgRs-jscsa1cbA,40533,"Clearway Pain Solutions - Andalusia",https://lombers.com/wp-content/uploads/2025/03/AF1QipMdzI8e932306xOq1Z8cuCPiXno3YVPuVoHT_P1s1024-1.png,AF1QipMdzI8e932306xOq1Z8cuCPiXno3YVPuVoHT_P1s1024-1.png,/home/1356334.cloudwaysapps.com/bnpsyahzyq/public_html/wp-content/uploads/2025/03/AF1QipMdzI8e932306xOq1Z8cuCPiXno3YVPuVoHT_P1s1024-1.png,35315,AF1QipMdzI8e932306xOq1Z8cuCPiXno3YVPuVoHT_P1s1024-1.png,,,,https://lombers.com/wp-content/uploads/2025/03/AF1QipMdzI8e932306xOq1Z8cuCPiXno3YVPuVoHT_P1s1024-1.png
ChIJQ_X0TVETYogRBdU8elOR3sQ,40536,"Thomas J. Kraus, DO, MBA, DAAPM",https://lombers.com/wp-content/uploads/2025/03/thumbnail-6987.jpeg,thumbnail-6987.jpeg,/home/1356334.cloudwaysapps.com/bnpsyahzyq/public_html/wp-content/uploads/2025/03/thumbnail-6987.jpeg,62777,thumbnail,,,,https://lombers.com/wp-content/uploads/2025/03/thumbnail-6987.jpeg
ChIJtbwEYzXJiYgRp9TgSn5U8KI,40540,"North Alabama Pain Center",,,,,,,,,
ChIJY4sGouqNkogRhzwjYQoTh9w,40541,"The Center for Pain- Dothan",https://lombers.com/wp-content/uploads/2025/03/thumbnail-6988.jpeg,thumbnail-6988.jpeg,/home/1356334.cloudwaysapps.com/bnpsyahzyq/public_html/wp-content/uploads/2025/03/thumbnail-6988.jpeg,62778,thumbnail,,,,https://lombers.com/wp-content/uploads/2025/03/thumbnail-6988.jpeg
