website,emails,twitter,facebook,youtube,instagram,github,snapchat,tiktok
https://tnvalleypain.com/our-physicians/thomas-j-kraus-d-o/,[],https://twitter.com/tnvalleytalks,https://www.facebook.com/TennesseeValleyPainConsultants,,https://www.instagram.com/valleypainspecialists,,,https://www.tiktok.com/@painconsultants
http://www.huntsvillepainmanagement.com/,[],,https://www.facebook.com/huntsvillepainmanagement,https://www.youtube.com/user/DrJamesThacker,,,,
http://aaapcmd.com/,[],,https://www.facebook.com/AAAPain,,,,,
https://sportsmedalabama.com/team/victor-chin-md/?utm_source=GMBSocialClimb&utm_medium=VictorChin%2CMD,"[""medicalrecords@sportsmedlink.com"",""referrals@sportsmedlink.com""]",https://twitter.com/SportsMEDOrtho,https://www.facebook.com/SportsMEDAlabama,,https://www.instagram.com/sportsmedortho,,,
https://tnvalleypain.com/,[],https://twitter.com/tnvalleytalks,https://www.facebook.com/TennesseeValleyPainConsultants,,https://www.instagram.com/valleypainspecialists,,,
http://www.madisonmedicalassociates.com/,[],https://twitter.com/pktd3,https://www.facebook.com/madisonmedicalassociates,,https://www.instagram.com/amymalc1161,,,https://www.tiktok.com/@madisonsportmed
http://www.alpainrehab.com/,[],,https://www.facebook.com/AlphaMedicineRehab,,,,,
http://www.mobilephysicalmedicine.com/,[],,https://www.facebook.com/mobilephysicalmedicine,,https://www.instagram.com/mobilepmwpc,,,
https://www.infirmaryhealth.org/pain-management,"[""payroll@infirmaryhealth.org"",""diana.brinson@infirmaryhealth.org"",""thomasfoundation@infirmaryhealth.org"",""foundationevents@infirmaryhealth.org"",""emily.blan@infirmaryhealth.org"",""ashley.cooper@infirmaryhealth.org"",""roi@infirmaryhealth.org"",""imresidency@infirmaryhealth.org"",""elizabeth.oglesby@infirmaryhealth.org"",""compliance@infirmaryhealth.org"",""scott.fenn@infirmaryhealth.org"",""dave.rogers@infirmaryhealth.org"",""shauna.labo@infirmaryhealth.org"",""recruiting@infirmaryhealth.org"",""ana.peters@infirmaryhealth.org"",""icc.researchstaff@infirmaryhealth.org"",""asp.rx@infirmaryhealth.org"",""susan.wilson@infirmaryhealth.org"",""jackie.jeffers@infirmaryhealth.org"",""maggie.poole@infirmaryhealth.org"",""mobile.imresidency@infirmaryhealth.org"",""martha.davidson@infirmaryhealth.org"",""anna.collins@infirmaryhealth.org"",""hannah.swanson@infirmaryhealth.org"",""lisa.bush@infirmaryhealth.org"",""ryan.summerford@infirmaryhealth.org"",""tracy.mcdowell@infirmaryhealth.org"",""janine.saykes@infirmaryhealth.org"",""employeehealth@infirmaryhealth.org"",""reed@infirmaryhealth.org"",""jane.miller@infirmaryhealth.org"",""phyllis.tate@infirmaryhealth.org"",""wilson@infirmaryhealth.org"",""office@infirmaryhealth.org"",""everson@infirmaryhealth.org"",""rachel.waters@infirmaryhealth.org"",""melita.willkie@infirmaryhealth.org"",""tyler.biggs@infirmaryhealth.org"",""alicia.davis@infirmaryhealth.org"",""ashley.lowe@infirmaryhealth.org"",""jennifer.bartlett@infirmaryhealth.org"",""kathy.baugh@infirmaryhealth.org"",""revoyr@infirmaryhealth.org"",""data@doublethedonation.com"",""eldercarelocator@n4a.org"",""training@uptodate.com""]",https://twitter.com/InfirmaryHealth,https://www.facebook.com/MobileInfirmary,https://www.youtube.com/c/infirmaryhealth,https://www.instagram.com/infirmaryhealth,,,https://www.tiktok.com/@infirmaryhealth
http://www.gcispineandjoint.com/,"[""administrator@gcispineandjoint.com""]",,,,,,,
http://nsajc.com/,"[""info@nsajc.com"",""feedback@nsajc.com"",""behavioralhealth@nsajc.com"",""mhites@nsajc.com"",""holiver@nsajc.com"",""rachel@nsajc.com"",""tkopp@nsajc.com"",""bianca.oney2@va.gov"",""jstremblay@southalabama.edu""]",https://twitter.com/GZilich,https://www.facebook.com/najc.ca,https://www.youtube.com/channel/UCeidwTomRFqkERADxH2iYpA,https://www.instagram.com/nsajcmobile,,,
https://www.center4pain.com/,"[""mandi.cox@center4pain.com"",""info@clearwaypain.com""]",https://twitter.com/center4pain,https://www.facebook.com/Center4Pain,,,,,
http://www.center4pain.com/,"[""mandi.cox@center4pain.com"",""info@clearwaypain.com""]",https://twitter.com/center4pain,https://www.facebook.com/Center4Pain,,,,,
https://live-hgwf-east-alabama-health.pantheonsite.io/location/pain-clinic-east-alabama-medical-center,[],,https://www.facebook.com/EAHnow,,,,,https://www.tiktok.com/@eastalabamahealth
http://www.cpmpm.net/,"[""lrodgers@cpmpm.net""]",https://twitter.com/cpmscheduling,https://www.facebook.com/cpmnetworksllc,,,,,
https://westalabamaspineandpain.com/,[],,https://www.facebook.com/alabamaspineandpain,https://www.youtube.com/channel/UCwo2YbZvuczFw5KGAFE3KNw,,,,
http://www.drjamesberettapc.com/,[],,https://www.facebook.com/beretta.james.7,,,,,https://www.tiktok.com/@drjames.b
http://www.curispainandwellness.com/,"[""admin@curispainandwellness.com""]",,,,,,,
http://www.aaapcmd.com/,[],,https://www.facebook.com/AAAPain,https://www.youtube.com/c/AdvancedPainCare,,,,
https://www.phenixcitypain.com/,[],,https://www.facebook.com/PainFreeNYC,https://www.youtube.com/user/FenixStopsPain,,,,https://www.tiktok.com/@painandspinephysicianstx
https://premierpainandspine.org/,[],,https://www.facebook.com/Premier.Pain.Spine,https://www.youtube.com/c/PremierPainSpine,,,,https://www.tiktok.com/@ppti_cincinnati
http://www.phenixcitypain.com/,[],,https://www.facebook.com/1497759773865622,,,,,https://www.tiktok.com/@painandspinephysicianstx
https://healthstarclinic.com/?utm_source=GMBlisting&utm_medium=organic,"[""patientcare@healthstarclinic.com"",""montgomery@healthstarclinic.com"",""help@healthstarbham.com""]",https://twitter.com/healthstarc,https://www.facebook.com/healthstarclinic,,https://www.instagram.com/healthstarmw,,,https://www.tiktok.com/@healthstarbham
http://www.gulfortho.com/,"[""info@ex.comgulfortho.com"",""teamlane@gulfortho.com"",""info@gulfortho.com""]",,https://www.facebook.com/GulfOrthopaedics,,https://www.instagram.com/gulfortho,,,https://www.tiktok.com/@goffortho
https://restorationdocs.com/,"[""nathan@hairrestorationmedia.com""]",https://twitter.com/herestoresme,https://www.facebook.com/restorationdocs,,https://www.instagram.com/restorationdocs,,,https://www.tiktok.com/@restoration.dentistry
http://apcalaska.com/,[],,https://www.facebook.com/apcAlaska,https://www.youtube.com/user/ApcAlaska,https://www.instagram.com/apcalaska,,,
http://fireweedhealthcare.com/,[],,https://www.facebook.com/fireweedhealthcare,,,,,https://www.tiktok.com/@fireweed71
https://urbanpain.org/,"[""info@urbanpain.org""]",https://twitter.com/FeinuoSun,https://www.facebook.com/NWSuburbanPainCenter,https://www.youtube.com/channel/UC-3mYyZHf1spJ2uub7vH-Jw,,,,
http://www.alaskabackandneckpain.com/,"[""info@alaskaspack.com""]",,,,https://www.instagram.com/alaskabackcarecenter,,,
https://www.alpenglowpain.com/,[],,https://www.facebook.com/AlpenglowPain,,https://www.instagram.com/alpenglowpain,,,
https://www.neuroversion.com/,"[""support@neuroversion.net""]",https://twitter.com/neuroversion,https://www.facebook.com/neuroversion,,,,,https://www.tiktok.com/@neuroversenow
http://www.painlessalaska.com/,"[""info@painlessalaska.com""]",,https://www.facebook.com/livingpainlessly,,https://www.instagram.com/alpenglowpain,,,
https://www.algoneanchorage.com/,"[""info@yourpracticeonline.net"",""smusa@algoneanchorage.com""]",https://twitter.com/algoneanchorage,https://www.facebook.com/AlgoneAnchorage,,https://www.instagram.com/algoneanchorage,,,https://www.tiktok.com/@abubakarmuhammed383
http://www.alpenglowpain.com/,[],,https://www.facebook.com/AlpenglowPain,,https://www.instagram.com/alpenglowpain,,,
https://www.neuroversion.com/our-providers,"[""support@neuroversion.net""]",https://twitter.com/neuroversion,https://www.facebook.com/neuroversion,,,,,https://www.tiktok.com/@neuroversenow
http://larrykroppmd.com/,"[""office@kroppmd.com""]",https://twitter.com/larrykropp_md,https://www.facebook.com/larry.kropp1,,,,,
