id,title,city,state,website,phone,place_id
hhwn6eoxzh6ixyrpkolhz9f8,"Ronald L. Collins, MD, DAAPM",Huntsville,Alabama,https://tnvalleypain.com/our-physicians/ronald-collins-md/,+1 256-265-7246,ChIJ0_xxsKxsYogRNNU3SyIsEBA
g25isq4zog1lq65qsxkinyr7,"Thomas J. Kraus, DO, MBA, DAAPM",Huntsville,Alabama,https://tnvalleypain.com/our-physicians/thomas-j-kraus-d-o/,+1 256-265-7246,ChIJQ_X0TVETYogRBdU8elOR3sQ
f0g5112ckj7x1i8xzmwoqszt,Huntsville Pain Management,Huntsville,Alabama,http://www.huntsvillepainmanagement.com/,+1 256-885-1605,ChIJzSsn8KlsYogRCqaBwUjZ2tM
j70cjh0cp1dd3jp90s4esx4t,"Michael Cosgrove, MD",Huntsville,Alabama,http://www.tnvalleypain.com/,+1 256-265-7246,ChIJiyHRdFQTYogRoZ5NpRGmJM0
jkq62y2qzkcq768lq1m2mr3r,"Roddie R. Gantt, MD, DABA",Huntsville,Alabama,https://tnvalleypain.com/our-physicians/roddie-gantt-md/,+1 256-265-7246,ChIJNRTeyD1tYogRPte5azqYP_A
vj85c2af5rj0etbzk3itxp3g,Nadella Saranya MD,Huntsville,Alabama,http://www.visittoc.com/,+1 256-539-2728,ChIJ4U79rTsTYogRPp17dsa_q2g
c9xdw5n6jc58qztnwzsap5no,Advanced Medical Clinics,Huntsville,Alabama,https://www.advancedmedclinics.com/,+1 256-539-3000,ChIJ26uCLlcSYogR0V89m4DQskE
l34xh7mqfdyu7u6s94hwc5td,Tennessee Valley Pain Consultants - Huntsville Hospital Pain Center,Huntsville,Alabama,https://tnvalleypain.com/,+1 256-265-7246,ChIJQ_X0TVETYogRSOqdh8TbPNw
thw185ah8yeq6dvkdq601g7q,"Victor Chin, MD",Huntsville,Alabama,https://sportsmedalabama.com/team/victor-chin-md/?utm_source=GMBSocialClimb&utm_medium=VictorChin%2CMD,+1 256-787-1516,ChIJhynduQ4TYogRmDjEQ2f-iCs
bklonyjyillfs0stlyqo4p3u,Alabama Anesthesiology and Pain Consultants,Leeds,Alabama,http://aaapcmd.com/,+1 205-773-2350,ChIJk3NtxbdtiYgRt2r1EDSWefg
u3htaw6jsfalapzcrx466yhd,Madison Medical Associates,Madison,Alabama,http://www.madisonmedicalassociates.com/,+1 256-325-1160,ChIJ_yIOHXplYogR0qP4XLwvo9E
jks1pkr8zbfkauf69w3immki,"Pain & Rehabilitation Consultants Dr. Norman E. Mccoomer, MD",Madison,Alabama,http://alpainrehab.com/,+1 256-464-7855,ChIJMwMkX39vYogRAXK5_umeQ-A
ufx9rbh0mc71e96vvs69qmod,Pain and Rehabilitation Consultants,Madison,Alabama,http://www.alpainrehab.com/,+1 256-464-7855,ChIJlR8lF39vYogReEOIxsKMjiM
makty4d6a088m38wb7wb1fii,"Dr. Tao Chen, MD",Mobile,Alabama,http://www.gcispineandjoint.com/,+1 251-478-4900,ChIJPVZEJAdOmogRyLmR-yn1GgU
mq47vtzsibepi9gahcw5h0k4,Center for Pain- Mobile,Mobile,Alabama,https://www.center4pain.com/,+1 334-288-7808,ChIJCyI2RKRNmogRfkLBRQiFNMk
sj9yxn1q1zz81wg7206wqv31,Neuromuscular Spine and Joint Center,Mobile,Alabama,http://nsajc.com/,+1 251-633-5155,ChIJGwvyXY2ym4gRq3koWAN-IA8
vekw94vwjzwztictgbrhsn6u,"Cassie Burns, MD",Mobile,Alabama,https://www.infirmaryhealth.org/pain-management,+1 251-435-6850,ChIJCxelCmdPmogRIsma0KHQFrE
qgce5n4o7p9sgcd0hl6cwrbc,"Mobile Physical Medicine & Wellness, PC",Mobile,Alabama,http://www.mobilephysicalmedicine.com/,+1 251-450-8044,ChIJbRhwnoRNmogRfMwPOtnElQI
l5d9yhqtvyl52x55ew1qkvvx,Center For Physical Medicine and Pain Management - Dr. Rachelle B Janush,Montgomery,Alabama,http://www.cpmpm.net/,+1 334-260-8988,ChIJM7hv1QcsjIgR0E6sbpM_oHo
jycttpw2erl7sgjc9ayn452v,The Center for Pain - 432 St. Lukes,Montgomery,Alabama,http://www.center4pain.com/,+1 334-288-7808,ChIJ755GAuMtjIgRkTipQt7faeM
h1pmzsngjgfmrhl7mog1x4r8,"Aaron Shinkle, M.D. - The Center for Pain",Montgomery,Alabama,http://www.center4pain.com/,+1 334-288-7808,ChIJxUyrvVUtjIgR8-f1YTwLZPY
o4omenmmhq6plc5iauwo5pwu,"David P. Herrick, M.D.",Montgomery,Alabama,http://www.center4pain.com/,+1 334-288-7808,ChIJ5REDgj6AjogREZedgKt5GmE
rilelhcvojuk685vu3jahe5q,"Jacob Vella, M.D. - The Center for Pain",Montgomery,Alabama,http://www.center4pain.com/,+1 334-288-7808,ChIJE9kbtUctjIgRgRaWuc0rwyo
lgpugkkzghhe4fu78730i46z,The Center For Pain - East Montgomery,Montgomery,Alabama,http://www.center4pain.com/,+1 334-288-7808,ChIJucKbPgYsjIgRQocaf5SnVA8
mice94u086hevasidqujqg91,West Alabama Spine and Pain Specialists,Northport,Alabama,https://westalabamaspineandpain.com/,+1 205-333-8554,ChIJcxlcLXYdhogRzVGqaelW9GM
u9p7jawno0h5vijsenrytjcx,The Pain Clinic at East Alabama Medical Center,Opelika,Alabama,https://live-hgwf-east-alabama-health.pantheonsite.io/location/pain-clinic-east-alabama-medical-center,+1 334-528-2400,ChIJ89br_PGTjIgRWP0NsOR7e_E
p1yxy31hx055uj9myzqo957m,The Center For Pain - Auburn/Opelika,Opelika,Alabama,http://www.center4pain.com/,+1 334-288-7808,ChIJIfgqOF3tjIgRe1vyWnl9f8g
wa7bh0npx7cxqk77wka7mz4s,Curis Pain and Wellness,Owens Cross Roads,Alabama,http://www.curispainandwellness.com/,+1 256-489-2870,ChIJPcIayFIRYogRplkWY54EQ-Y
ibiuiz55puq80qbrf5yar2ah,James P. Beretta (DO),Pelham,Alabama,http://www.drjamesberettapc.com/,+1 205-685-5357,ChIJeyGbSZcjiYgRoBNkL_FfVdY
ll1pvcy8c0ge1hz4qxgs7bxr,"Dr. Matthew P. Bennett, MD",Pell City,Alabama,http://www.aaapcmd.com/,+1 205-338-6655,ChIJEaOP0gp9iYgRLBiZfzOaO-A
u8sue7orlygjoryzb9xqfgac,Alabama Anesthesiology and Pain Consultants,Pell City,Alabama,http://www.aaapcmd.com/,+1 205-338-6655,ChIJk7abTBB9iYgRPOw5Sv2430c
kf7nowd2ubxtitej2r3za9we,Phenix City Pain Management,Phenix City,Alabama,http://www.phenixcitypain.com/,+1 334-214-4616,ChIJ_WbC3yXMjIgRVKEriNztGIY
u9ogcfuu54rd60s8w02wwd7i,Dr. Berryman Phenix City Pain Management,Phenix City,Alabama,https://www.phenixcitypain.com/,+1 334-214-4616,ChIJeXihqQjNjIgRhcMPa89Mzmk
fbonnf9fljvq4nfg0stgtk1h,The Center For Pain - Prattville,Prattville,Alabama,http://www.center4pain.com/,+1 334-288-7808,ChIJOQdbt_iPjogRGlLk9AY4m_k
j02pbtksc5suo4wnp6zmr7ek,Health Star Clinic Prattville,Prattville,Alabama,https://healthstarclinic.com/?utm_source=GMBlisting&utm_medium=organic,+1 334-491-1111,ChIJP83pgxaFjogRx87hridT3Kc
qee7ttp5wlaetg2wpraabmkw,Premier Pain & Spine,Rainbow City,Alabama,https://premierpainandspine.org/,+1 256-203-4844,ChIJz5NK7eo7iogRUA0jz6O8FY4
ohml8s6b9nnzbcwntt8nfpfv,Alabama Anesthesiology and Pain Consultants,Rainbow City,Alabama,http://www.aaapcmd.com/,+1 256-952-2200,ChIJi8UFylY6iogRU90Mspz1jkQ
wz1yyd4ay0803m35cznsqu36,"Grant Stone, D.O.",Saraland,Alabama,http://www.gulfortho.com/,+1 251-435-2663,ChIJsRcuryxNmogR9PaI38UPthE
tgv472zmyl3pp8x7pujxqrh2,"Restoration Health | Spanish Fort, AL",Spanish Fort,Alabama,https://restorationdocs.com/,+1 251-626-0732,ChIJF3EPbB9omogReYmMFd14htc
illdvygu84ylgt8ot2ho4835,Fireweed Health Care - Opioid Addiction & Pain Management Clinic in Anchorage,Anchorage,Alaska,http://fireweedhealthcare.com/,+1 907-276-4611,ChIJsecI8OOXyFYR4LJQTYyGPEI
gjuovih2mul0k9uclzabwv9h,"Alaska Center for Pain Relief: Christopher Gay, MD",Anchorage,Alaska,http://www.painlessalaska.com/,+1 907-339-4800,ChIJnaJkzQaXyFYR6wiecSnjzaM
yh8wyrm25fte2hu502qvfuhz,Neuroversion,Anchorage,Alaska,https://www.neuroversion.com/,+1 907-339-4650,ChIJK_l9VUSWyFYRd57X6IQyQgg
b3h0bhimayd59rd3406wob1w,"Shamsideen Musa, MD, MS",Anchorage,Alaska,https://www.algoneanchorage.com/,+1 907-770-1152,ChIJ1RQtaVmXyFYRMwOZpgRTJoQ
zu2cn8tggblrv2jjcwkas8ha,Interventional Pain Consultants: Lawrence A Kropp MD,Anchorage,Alaska,http://larrykroppmd.com/,+1 907-258-5009,ChIJY8uYTkSWyFYRnkkicmGMtso
jul3tgv9vyvi5snifvc2jce4,Algone Anchorage Interventional Pain Clinic,Anchorage,Alaska,https://www.algoneanchorage.com/,+1 907-770-1152,ChIJ1XYbCMiXyFYRrdUjNjhMpgA
et7rfc8b0xq0ifeuanaqmog5,Urban Pain Institute,Anchorage,Alaska,https://urbanpain.org/,+1 907-277-7246,ChIJAQAAADyWyFYRCMJOTv1dn0Q
pcmv1ixypwv02wxr4r9y1a7b,Advanced Pain Center-Alaska,Anchorage,Alaska,http://apcalaska.com/,+1 907-278-2741,ChIJewIodt6ZyFYRH6KMeJ39Btk
fqhsnt5dm6mha3qg64i93qej,"Alpenglow Pain & Wellness with Nichelle C. Renk, MD",Anchorage,Alaska,https://www.alpenglowpain.com/,+1 907-677-7246,ChIJRdt2gXiXyFYRzhe7hG7kTa8
rafueu5zlgmp5xnb4f4wig2u,"Dr. Terry Pexton, DO",Anchorage,Alaska,https://www.neuroversion.com/our-providers,+1 407-339-4650,ChIJHZM79ESWyFYRwrxv7VmJFm0
lu8kpidspb38r7r2hjxp2h8z,Alpenglow Pain & Wellness,Anchorage,Alaska,http://www.alpenglowpain.com/,+1 907-677-7246,ChIJwU0c0hOZyFYRmlPD1DolbWQ
wmdws8g7ej6mdeohc45e5ttd,Alaska Back And Neck Pain Clinic,Anchorage,Alaska,http://www.alaskabackandneckpain.com/,+1 907-277-7757,ChIJxRy-wceXyFYRbkdk4lfHCCM
b1kdgzz8k3eo59riggeaa1ul,Pain Management at Orthopedic Physicians Alaska,Eagle River,Alaska,https://opalaska.com/provider/heath-mcanally-md/,+1 907-622-7246,ChIJLXK_027ryFYRH1yp0ouAp6s
scudy2i2mv2wk9o59xwe1rfg,Northern Anesthesia & Pain Medicine LLC,Eagle River,Alaska,http://www.alaskanapm.com/,+1 907-622-7246,ChIJddtQCHTryFYRkLslgpaLJzg
ee4jffgpfg0pmlvgb2syoybd,Northern Lights Interventional Pain Management,Fairbanks,Alaska,http://nlpain.com/,+1 907-452-2947,ChIJvQbsa7FaMlERpaiKnzBlGoo
xviayoypm86k8vgq0nkmciew,FMH Pain Treatment Center,Fairbanks,Alaska,https://www.foundationhealth.org/services/clinics_centers/specialty_care/pain,+1 907-458-5638,ChIJweqcb7ZaMlERklCFezUiE74
dw4t95fjholcuhsjsq3iezs4,Integrative Pain Center of Alaska - Dr. Cross,Fairbanks,Alaska,http://www.alaskapaincenter.com/,+1 907-374-6602,ChIJm9YQpWhFMlERmhARqsxnyO0
sured582che5pn8i04trrt0v,Peninsula Spine & Pain Clinic,Kenai,Alaska,http://aapain.com/,+1 907-929-8750,ChIJheUYXRp9xlYRm4n404CFwq0
yeuebnp7513gjoyvvxpkkw2x,Urban Pain Institute,Palmer,Alaska,https://urbanpain.org/,+1 907-277-7247,ChIJN_QvqPfhyFYRG0sl1XUYsNE
y85lffc0hslkxz7yykh1uqsy,Algone Premier Pain Specialists of Alaska - Wasilla,Wasilla,Alaska,https://algonepremier.com/,+1 907-373-9460,ChIJ51YiJZ3gyFYR_CRiwWzVpxA
x5o5lyejh5pwy1upi7ured0x,Pain And Headache Center,Wasilla,Alaska,https://www.painandheadachecenter.com/,+1 907-357-3740,ChIJPe8UyEnfyFYRH0R8QctBxQY
vw34koyf6l0up5qdd262h3es,Valley spine & pain clinic,Wasilla,Alaska,https://www.aapain.com/contact-us/,+1 907-563-2873,ChIJwSOeOADfyFYRUZVkZJpf_zg
ihoo0ddvvehxpd5davj1sv5a,AA Spine & Pain Clinic,Wasilla,Alaska,http://www.aapain.com/,+1 907-563-2873,ChIJIaDxMaaXyFYRHAcfCSIGIh0
vcdz689n2semdamxqs7w1c24,"Dr. Liam Walsh, MD",Wasilla,Alaska,https://splinternetmarketing.com/local-pros/alaska/wasilla/dr-liam-walsh-md/,+1 907-373-9460,ChIJwUlJaoHgyFYR4MnJQm0Ij6A
eze60gumnj11os56tvk3bckm,Anthem Pain Management,Anthem,Arizona,http://anthempainmanagement.com/,+1 623-341-8469,ChIJ4RiPFfudLIcRUQGrUYc1wfA
m4a8r96srvvmmi8jx36lpcas,Arizona Pain | Anthem,Anthem,Arizona,https://arizonapainrelief.com/,+1 623-505-1493,ChIJ7SlGRfudLIcRZ5sxqEqe9Y8
nsfxgawdvnmgb353rirqjj5c,AZ Pain Doctors,Casa Grande,Arizona,https://azpaindoctors.com/,+1 602-795-8700,ChIJAX9DxqdnKocRjQB7DLs-3ik
aw9jbldxkafoad9n1balhm3y,Apex Pain Specialists,Chandler,Arizona,https://www.apexpainspecialists.com/?utm_source=gmb_auth,+1 480-820-7246,ChIJVVVVVREGK4cRX776hb_kimc
lyoa1sxdylcvq9jnhngpxl1p,Advanced Pain Modalities,Chandler,Arizona,http://advpainmod.com/,+1 480-756-6789,ChIJSdZzPCQHK4cRA0CiaikKXlk
lik83zzc4pfj3ffitfnqlj0d,Pain Solutions Medical Group,Chandler,Arizona,http://painsolutionsaz.com/,+1 480-855-0557,ChIJwSsPR8AGK4cRtXCFuxnHrtU
hcuce1tyzzsskjtqx9sjfphm,Pain Consultants of Arizona in collaboration with HonorHealth - Chandler,Chandler,Arizona,https://www.honorhealth.com/locations/specialty-care/honorhealth-collaboration-pain-consultants-az-chandler?utm_source=yext&utm_medium=local&utm_campaign=pain_consultants_az_chandler,+1 480-222-7246,ChIJ71e4FdMGK4cRfoNPeb6Mpmk
ijs8fm99wvy3gdj84wwbdag4,Advanced Pain Management,Chandler,Arizona,https://www.advancedpainmanagement.com/,+1 602-560-4742,ChIJF46LSIwGK4cRoMzmf2K8bx4
wkszqudpwisq3lg4xmwd1qdc,Arizona Pain,Chandler,Arizona,https://arizonapainrelief.com/,+1 480-630-8279,ChIJUwz-qnkAK4cREkH7AtjCLG4
ozr3jhv5os176mbdjjb0r4ja,Red Butte Pain Solutions,Chandler,Arizona,https://redbuttepain.com/,+1 602-633-4334,ChIJ9TsAApYHK4cR_h7Yj_lUnsQ
zcrbbdhl2ithmbub15uc9n47,Arizona Pain,Chandler,Arizona,https://arizonapainrelief.com/,+1 480-907-3340,ChIJqaaqULkAK4cR2QjsUYvlWGk
pu0wrpbk7o7ut15p0ny6pjbd,Phoenician Pain & Rehabilitation Center,Chandler,Arizona,http://www.phoenicianpain.com/,+1 480-398-1940,ChIJTTEsiyeqK4cRMty9e2z17eo
sft1uq442a6n9lss6zenhlp2,East Valley Pain,Chandler,Arizona,http://www.eastvalleypainsolutions.com/,+1 480-782-1763,ChIJ84gIB5SpK4cRXrNM9YY9bds
ff67g0n3wcn7sxhijr4heiv6,The Pain Center - Chandler,Chandler,Arizona,https://www.thepaincenter.com/locations/az/chandler/,+1 623-241-6145,ChIJFXmn3cMBK4cRGGxQ5Ohr5Q4
gh48ld93xn2mpty8ehfzey93,The Pain Center - Gilbert,Gilbert,Arizona,https://www.thepaincenter.com/locations/gilbert/,+1 623-241-6146,ChIJbT1r54WsK4cR0uHkqYI76a4
t8kvjlb9n8k9ln0fi283ziq2,Arizona Pain Solutions,Gilbert,Arizona,https://azpainsolutions.com/?utm_medium=web&utm_partner=yext&utm_source=gmb,+1 480-307-8258,ChIJ44HrKyCpK4cRZomdqFAt560
fa6m3ti0ki0nwkyxxmtvt167,Pain & Wellness of Arizona,Gilbert,Arizona,https://painwaz.com/,+1 480-926-1111,ChIJM84MbhmpK4cR-cPtfzghUNU
qnnug4ozolq77cf56h9xlamc,Healios Sports Pain Management,Gilbert,Arizona,https://healiospain.com/,+1 480-932-6799,ChIJ0UqVp7KtK4cRS21x_AtbFmw
h1pv4xdzt1h4ve24zceautqb,Arizona Pain,Gilbert,Arizona,https://arizonapainrelief.com/,+1 480-573-8696,ChIJ_4JejoevK4cRih18shqLqTk
sb3nvjn5suj1sv57jyecczxi,Advanced Spine and Pain,Gilbert,Arizona,http://www.asappaindocs.com/,+1 480-573-0130,ChIJNf-2Av-tK4cRXyuR6OKZsVI
dqbpq75x4zsxji1svx3lrllg,The Pain Experts of Arizona - Gilbert,Gilbert,Arizona,https://thepainexpertsofarizona.com/?utm_campaign=gmb,+1 480-500-7512,ChIJI18xykatK4cRsiDhTy--sEY
ma3ynscdaix5khrn0zu3eg9t,Arizona Pain | Glendale,Glendale,Arizona,https://arizonapainrelief.com/,+1 480-525-6605,ChIJW87f-G1pK4cRD2v3zXkZAl8
y7anqzbptlt66hlf61wsizaf,Integrity Pain & Wellness,Glendale,Arizona,https://www.integritypainaz.com/,+1 480-325-9600,ChIJG6S5fLNpK4cRi4eu8ByUVK0
g8pog43ymzctxhrec2fgxmiv,Advanced Pain Management,Glendale,Arizona,https://www.advancedpainmanagement.com/,+1 480-470-2164,ChIJI1w9hpdoK4cRCIM3AGrSWJI
