Database,Keyword,Seed keyword,Page,Topic,Page type,Tags,Volume,Keyword Difficulty,CPC (USD),Competitive Density,Number of Results,Intent,SERP Features,Trend,Click potential,Content references,Competitors
us,is lower back pain a symptom of heart attack,lower back pain symptoms,,,,,20,0,0.04,0.17,,,,"0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11",,,
us,is lower back pain a symptom of herpes,lower back pain symptoms,,,,,20,0,0.00,0.33,,,,"0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50",,,
us,is lower back pain a symptom of implantation,lower back pain symptoms,,,,,20,0,0.00,0.06,,,,"0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22",,,
us,is lower back pain a symptom of kidney disease,lower back pain symptoms,,,,,20,0,0.00,0.20,,,,"0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40",,,
us,is lower back pain a symptom of kidney stones,lower back pain symptoms,,,,,20,0,0.00,0.07,,,,"0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18",,,
us,is lower back pain a symptom of menopause,lower back pain symptoms,,,,,20,0,0.09,0.28,,,,"0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09",,,
us,is lower back pain a symptom of ovarian cancer,lower back pain symptoms,,,,,20,0,0.29,0.16,,,,"0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09",,,
us,is lower back pain a symptom of ovulation,lower back pain symptoms,,,,,20,0,0.00,0.33,,,,"0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28",,,
us,is lower back pain a symptom of perimenopause,lower back pain symptoms,,,,,20,0,0.22,0.20,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,,
us,is lower back pain a symptom of pms,lower back pain symptoms,,,,,20,0,0.00,0.02,,,,"0.66,0.66,0.66,0.66,0.00,0.00,0.66,0.66,0.66,0.66,0.66,0.66",,,
us,is lower back pain a symptom of prostate cancer,lower back pain symptoms,,,,,20,0,0.79,0.22,,,,"0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66",,,
us,is lower back pain a uti symptom,lower back pain symptoms,,,,,20,0,0.00,0.03,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,,
us,is lower back pain covid symptom,lower back pain symptoms,,,,,20,0,0.00,0.33,,,,"1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,,
us,is lower back pain symptom of covid,lower back pain symptoms,,,,,20,0,0.00,0.33,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,,
us,is lower back pain symptoms of uti,lower back pain symptoms,,,,,20,0,0.00,0.11,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,,
us,what are lower back pains symptoms of,lower back pain symptoms,,,,,20,0,0.00,0.34,,,,"0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09",,,
us,what are the symptoms of chronic lower back pain,lower back pain symptoms,,,,,20,0,0.00,0.07,,,,"0.66,0.00,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66",,,
us,what are the symptoms of severe lower back pain,lower back pain symptoms,,,,,20,0,0.00,0.14,,,,"0.00,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09",,,
us,what can lower back pain be a symptom of,lower back pain symptoms,,,,,20,0,0.06,0.22,,,,"0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40",,,
us,what cancers have lower back pain as a symptom,lower back pain symptoms,,,,,20,0,0.00,0.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00",,,
us,what cause low back pain symptoms,lower back pain symptoms,,,,,20,0,0.00,0.26,,,,"0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09",,,
us,what causes lower back pain symptoms,lower back pain symptoms,,,,,20,0,0.00,0.26,,,,"1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00",,,
us,what could lower back pain be a symptom of,lower back pain symptoms,,,,,20,0,0.06,0.22,,,,"0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66",,,
us,what is lower left back pain a symptom of,lower back pain symptoms,,,,,20,0,0.00,0.10,,,,"0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66",,,
us,can lower back pain be a symptom of covid 19,lower back pain symptoms,,,,,10,0,0.00,0.00,,,,"1.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00",,,
us,is lower back pain a pms symptom,lower back pain symptoms,,,,,10,0,0.00,0.00,,,,"0.33,0.00,0.11,0.00,0.11,0.00,0.00,0.33,0.22,0.11,0.22,0.00",,,
us,is lower back pain a symptom of pneumonia,lower back pain symptoms,,,,,10,0,0.00,0.00,,,,"0.42,0.28,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
us,what are the symptoms of female lower back pain,lower back pain symptoms,,,,,10,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00",,,
us,what is lower back pain a symptom of,lower back pain symptoms,,,,,10,0,0.00,0.00,,,,"0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.09,0.14,0.00,0.00",,,
us,are lower back pains a symptom of pregnancy,lower back pain symptoms,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
us,can flu symptoms cause lower back pain,lower back pain symptoms,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
us,can low back pain be a symptom of cancer,lower back pain symptoms,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
us,can lower back pain be a period symptom,lower back pain symptoms,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00",,,
us,can lower back pain be a symptom of bowel cancer,lower back pain symptoms,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
us,can lower back pain be a symptom of cancer,lower back pain symptoms,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
us,can lower back pain be a symptom of cervical cancer,lower back pain symptoms,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
us,can lower back pain be a symptom of colon cancer,lower back pain symptoms,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
us,can lower back pain be a symptom of heart attack,lower back pain symptoms,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
us,can lower back pain be a symptom of ibs,lower back pain symptoms,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
us,can lower back pain be a symptom of lung cancer,lower back pain symptoms,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
us,can lower back pain be a symptom of ovarian cancer,lower back pain symptoms,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
us,can lower back pain be a symptom of pms,lower back pain symptoms,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
us,can lower back pain be a symptom of pregnancy,lower back pain symptoms,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
us,can lower back pain be an early pregnancy symptom,lower back pain symptoms,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
us,can lower back pain be only symptom of kidney infection,lower back pain symptoms,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
us,can lower back pain be pregnancy symptom,lower back pain symptoms,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
us,can lower back pain cause flu symptoms,lower back pain symptoms,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
us,can lower back pain cause gi symptoms,lower back pain symptoms,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
us,can lower back pain cause other symptoms,lower back pain symptoms,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
us,can my only symptom be lower back pain,lower back pain symptoms,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
us,can vaginalis symptoms fatigue lower back pain joint,lower back pain symptoms,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
us,could lower back pain be a symptom of bladder cancer,lower back pain symptoms,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
us,could lower back pain be a symptom of ovarian cancer,lower back pain symptoms,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
us,did anyone have lower back pain as early pregnancy symptom,lower back pain symptoms,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
us,do ovarian cyst symptoms cause lower back pain,lower back pain symptoms,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
us,do ovary cyst symptoms cause lower back pain,lower back pain symptoms,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
us,how to relieve lower back pain symptoms,lower back pain symptoms,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
us,how to treat symptoms of lower back pain,lower back pain symptoms,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
us,is bloating and lower back pain symptoms,lower back pain symptoms,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
us,is extreme lower back pain a symptom of coronavirus,lower back pain symptoms,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
us,is low back pain a pregnancy symptom,lower back pain symptoms,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
us,is low back pain a symptom,lower back pain symptoms,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
us,is low back pain a symptom of als,lower back pain symptoms,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
us,is low back pain a symptom of bowel cancer,lower back pain symptoms,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
us,is low back pain a symptom of cancer,lower back pain symptoms,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
us,is low back pain a symptom of colon cancer,lower back pain symptoms,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00",,,
us,is low back pain a symptom of coronavirus,lower back pain symptoms,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
us,is low back pain a symptom of covid,lower back pain symptoms,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
us,is low back pain a symptom of early pregnancy,lower back pain symptoms,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
us,is low back pain a symptom of hiv,lower back pain symptoms,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
us,is low back pain a symptom of lung cancer,lower back pain symptoms,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
us,is low back pain a symptom of ms,lower back pain symptoms,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
us,is low back pain a symptom of omicron,lower back pain symptoms,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
us,is low back pain a symptom of ovarian cancer,lower back pain symptoms,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
us,is low back pain a symptom of pms,lower back pain symptoms,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
us,is low back pain a symptom of pregnancy,lower back pain symptoms,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
us,is low back pain a symptom of prostate cancer,lower back pain symptoms,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
us,is low back pain an early pregnancy symptom,lower back pain symptoms,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
us,is low back pain early pregnancy symptom,lower back pain symptoms,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
us,is low left back pain a symptom of cancer,lower back pain symptoms,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
us,is lower back and leg pain a symptom of covid,lower back pain symptoms,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
us,is lower back pain a common early pregnancy symptom,lower back pain symptoms,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
