Database,Keyword,Seed keyword,Page,Topic,Page type,Tags,Volume,Keyword Difficulty,CPC (USD),Competitive Density,Number of Results,Intent,SERP Features,Trend,Click potential,Content references,Competitors
us,lower back pain and pregnancy symptoms,lower back pain symptoms,,,,,90,47,0.10,0.04,372000000,Informational,"Image, People Also Ask, Related Searches, Discussions And Forums, AI Overview, Site Links, Video","0.64,0.52,0.52,0.23,0.52,0.82,0.82,0.52,0.41,0.52,0.64,0.82",20,,
us,lower back pain muscle spasm symptoms,lower back pain symptoms,,,,,90,25,0.63,0.10,17300000,Informational,"Image, Video Carousel, People Also Ask, Related Searches, Discussions And Forums, AI Overview, Site Links, Video","0.64,1.00,0.78,0.78,0.64,0.64,0.64,0.50,0.50,0.64,0.64,0.35",20,,
us,lower back pain spasm symptoms,lower back pain symptoms,,,,,90,40,0.63,0.10,8800000,Informational,"Image Pack, Site Links, Video, Video Carousel, People Also Ask, Related Searches, AI Overview, Image, Discussions And Forums","0.64,0.35,0.64,0.64,0.64,0.64,0.78,0.35,0.50,0.64,0.64,0.64",20,,
us,dog lower back pain symptoms,lower back pain symptoms,,,,,70,12,0.00,0.00,174000000,Informational,"Video, Image, People Also Ask, Related Searches, Short Videos, AI Overview","0.10,0.10,0.10,0.28,0.17,0.12,0.12,0.12,0.28,0.23,0.17,0.10",90,,
us,lower back pain with cold symptoms,lower back pain symptoms,,,,,70,17,0.00,0.00,362000000,Informational,"Site Links, Video, Image, People Also Ask, Related Searches, Discussions And Forums, AI Overview","0.28,0.28,0.35,0.03,0.00,0.00,0.00,0.11,0.05,0.01,0.01,0.06",20,,
us,sciatica pain symptoms in lower back,lower back pain symptoms,,,,,70,0,0.31,0.15,14600000,Informational,"Image, People Also Ask, Related Searches, Discussions And Forums, AI Overview, Site Links, Video","0.33,0.23,0.33,0.14,0.33,0.33,0.33,0.33,0.33,0.33,0.42,0.42",,,
us,symptoms of lower back pain in dogs,lower back pain symptoms,,,,,70,14,1.13,0.14,42500000,Informational,"AI Overview, Video, Image, Video Carousel, People Also Ask, Related Searches, Discussions And Forums","1.00,1.00,0.63,1.00,0.63,0.63,0.63,0.63,0.63,0.63,0.45,0.63",90,,
us,whiplash lower back pain symptoms,lower back pain symptoms,,,,,70,20,3.76,0.08,4140000,Informational,"Image, People Also Ask, Related Searches, Discussions And Forums, AI Overview, Video","0.55,0.55,0.77,1.00,0.55,1.00,0.77,0.55,0.77,0.77,0.77,0.55",90,,
us,ovulation pain symptoms lower back,lower back pain symptoms,,,,,50,32,0.00,0.01,24400000,Informational,"AI Overview, Image Pack, Site Links, Video, Image, Related Searches, Discussions And Forums","0.77,0.55,0.77,0.33,0.55,0.77,0.77,0.77,0.55,0.77,0.77,0.77",20,,
us,chronic lower back pain symptoms,lower back pain symptoms,,,,,40,74,0.00,0.00,260000000,Informational,"AI Overview, Site Links, Video, Image, Video Carousel, Related Searches, Discussions And Forums","0.00,0.45,0.81,0.45,0.36,0.27,0.27,0.63,0.63,0.27,0.00,0.09",20,,
us,cold symptoms and lower back pain,lower back pain symptoms,,,,,40,19,0.00,0.00,364000000,Informational,"Site Links, Video, Image, Related Searches, Discussions And Forums, AI Overview","0.06,0.00,0.02,0.01,0.00,0.00,0.00,0.02,0.01,0.00,0.00,0.01",20,,
us,implantation symptoms lower back pain,lower back pain symptoms,,,,,40,27,0.00,0.33,27600000,Informational,"People Also Ask, Related Searches, Discussions And Forums, AI Overview, Site Links, Image","0.09,0.09,0.09,0.52,0.52,0.09,0.09,0.09,0.09,0.09,0.09,0.09",20,,
us,is lower back pain a symptom of period,lower back pain symptoms,,,,,40,0,0.00,0.01,,,,"0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,1.00,0.18,0.18,1.00",,,
us,is lower back pain a symptom of the flu,lower back pain symptoms,,,,,40,12,0.00,0.03,83000000,Informational,"Video, People Also Ask, Related Searches, Discussions And Forums, AI Overview, Site Links","0.18,1.00,1.00,0.27,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18",20,,
us,lower back pain early pregnancy symptoms,lower back pain symptoms,,,,,40,28,0.00,0.00,357000000,Informational,"Site Links, Video, Image, People Also Ask, Related Searches, Discussions And Forums, AI Overview","0.03,0.03,0.03,0.03,0.03,0.03,0.00,0.03,0.03,0.03,0.00,0.03",20,,
us,lower back pain herniated disk symptoms passaic county,lower back pain symptoms,,,,,40,0,0.00,0.00,,,,1.00,,,
us,lower back pain red flag symptoms,lower back pain symptoms,,,,,40,38,0.00,0.01,8130000,Informational,"Image Pack, Site Links, Video, Featured Snippet, Image, People Also Ask, Related Searches","0.18,0.18,0.18,1.00,1.00,0.18,0.18,0.18,0.18,0.18,0.18,1.00",20,,
us,red flag low back pain symptoms,lower back pain symptoms,,,,,40,29,0.00,0.01,35800000,Informational,"Image, People Also Ask, Related Searches, AI Overview, Image Pack, Site Links, Video","0.18,0.18,0.18,1.00,1.00,0.18,0.18,0.18,0.18,0.18,0.18,1.00",20,,
us,red flag symptoms for low back pain,lower back pain symptoms,,,,,40,22,0.00,0.01,78800000,Informational,"Site Links, Video, Image, Video Carousel, People Also Ask, Related Searches, AI Overview, Image Pack","0.18,0.18,0.18,1.00,1.00,0.18,0.18,0.18,0.18,0.18,0.18,1.00",20,,
us,causes symptoms of lower back pain,lower back pain symptoms,,,,,30,71,0.42,0.18,1090000000,"Informational, Commercial","Site Links, Video, Image, Video Carousel, Related Searches, Discussions And Forums, AI Overview","0.18,0.18,0.18,0.18,0.18,0.18,1.00,0.18,0.18,0.18,0.18,0.18",20,,
us,is low back pain a symptom of uti,lower back pain symptoms,,,,,30,0,1.33,0.05,,,,"0.18,0.18,0.18,0.18,0.18,0.18,1.00,0.18,0.18,0.18,0.18,0.18",,,
us,is lower back pain a period symptom,lower back pain symptoms,,,,,30,0,0.00,0.00,,,,"0.26,0.15,0.19,0.00,0.00,0.15,0.00,0.15,0.03,0.07,0.11,0.26",,,
us,is lower back pain a symptom of urinary tract infection,lower back pain symptoms,,,,,30,0,1.33,0.05,,,,"0.18,0.18,0.18,0.18,0.18,0.18,1.00,0.18,0.18,0.18,0.18,0.18",,,
us,is lower back pain a symptom of uti,lower back pain symptoms,,,,,30,0,1.33,0.05,,,,"0.18,0.18,0.18,0.18,0.18,0.18,1.00,0.18,0.18,0.18,0.18,0.18",,,
us,lower back pain causes symptoms,lower back pain symptoms,,,,,30,64,0.42,0.18,366000000,Informational,"Site Links, Video, Image, Video Carousel, Related Searches, Discussions And Forums, AI Overview, Image Pack","0.18,0.18,0.18,0.18,0.18,0.18,1.00,0.18,0.18,0.18,0.18,0.18",20,,
us,lower back pain flu symptoms,lower back pain symptoms,,,,,30,0,0.00,0.00,,,,"0.00,0.19,1.00,0.33,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
us,lower back pain prostate cancer symptoms,lower back pain symptoms,,,,,30,0,0.00,0.67,,,,"0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,1.00,0.18,0.18",,,
us,menopause lower back pain symptoms,lower back pain symptoms,,,,,30,0,0.00,0.07,,,,"0.28,0.57,1.00,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28",,,
us,severe lower back pain symptoms,lower back pain symptoms,,,,,30,0,0.00,0.00,,,,"0.00,0.00,0.00,0.04,0.09,0.00,0.04,0.09,0.42,0.42,0.33,0.19",,,
us,ascension symptoms lower back pain,lower back pain symptoms,,,,,20,0,0.00,0.33,,,,"0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11",,,
us,bad lower back pain early pregnancy symptom,lower back pain symptoms,,,,,20,0,0.00,0.33,,,,"0.11,0.11,0.11,0.11,0.11,0.11,0.00,0.00,0.11,0.00,0.11,0.11",,,
us,bladder cancer symptoms lower back pain,lower back pain symptoms,,,,,20,0,0.00,0.43,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,,
us,can lower back pain be a symptom of covid,lower back pain symptoms,,,,,20,0,0.00,0.33,,,,"1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00",,,
us,can lower back pain be a symptom of early pregnancy,lower back pain symptoms,,,,,20,0,0.00,0.10,,,,"0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66",,,
us,can lower back pain be a symptom of menopause,lower back pain symptoms,,,,,20,0,0.00,0.29,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,,
us,can lower back pain be a symptom of perimenopause,lower back pain symptoms,,,,,20,0,0.00,0.20,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,,
us,can lower back pain be a symptom of something else,lower back pain symptoms,,,,,20,0,0.00,0.33,,,,"0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.00,0.40",,,
us,causes and symptoms of lower back pain,lower back pain symptoms,,,,,20,0,0.30,0.37,,,,"0.14,0.14,0.14,0.42,0.28,0.14,1.00,0.28,0.28,0.28,0.28,0.28",,,
us,child lower back pain symptoms,lower back pain symptoms,,,,,20,0,0.00,0.00,,,,"0.00,0.11,0.22,1.00,0.22,0.00,0.00,0.33,0.33,0.11,0.00,0.00",,,
us,cold flu symptoms and lower back pain,lower back pain symptoms,,,,,20,0,0.00,0.19,,,,"0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.00,0.00,0.66,0.66",,,
us,colon cancer symptoms and lower back pain,lower back pain symptoms,,,,,20,0,3.85,0.19,,,,"0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09",,,
us,diagnose lower back pain symptoms,lower back pain symptoms,,,,,20,0,0.00,0.71,,,,"0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.00,0.66,0.66",,,
us,fatigue and lower back pain symptoms,lower back pain symptoms,,,,,20,0,0.00,0.02,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,,
us,herpes lower back pain symptoms,lower back pain symptoms,,,,,20,0,0.00,0.33,,,,"0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09",,,
us,ibs and lower back pain symptoms,lower back pain symptoms,,,,,20,0,0.00,0.07,,,,"0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66",,,
us,is low back pain a covid symptom,lower back pain symptoms,,,,,20,0,0.00,0.33,,,,"0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18",,,
us,is low back pain a symptom of covid 19,lower back pain symptoms,,,,,20,0,0.00,0.33,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,,
us,is lower back pain a premenstrual symptom,lower back pain symptoms,,,,,20,0,0.00,0.02,,,,"1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00",,,
us,is lower back pain a symptom of a heart attack,lower back pain symptoms,,,,,20,0,0.04,0.17,,,,"0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18",,,
us,is lower back pain a symptom of covid,lower back pain symptoms,,,,,20,0,0.00,0.00,,,,"0.09,0.06,0.00,0.04,0.02,0.00,0.00,0.01,0.00,0.06,0.00,0.00",,,
us,is lower back pain a symptom of covid 19,lower back pain symptoms,,,,,20,0,0.00,0.33,,,,"0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66",,,
us,is lower back pain a symptom of enlarged prostate,lower back pain symptoms,,,,,20,0,0.00,0.33,,,,"1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00",,,
us,is lower back pain a symptom of heart attack,lower back pain symptoms,,,,,20,0,0.04,0.17,,,,"0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11",,,
us,is lower back pain a symptom of herpes,lower back pain symptoms,,,,,20,0,0.00,0.33,,,,"0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50",,,
us,is lower back pain a symptom of implantation,lower back pain symptoms,,,,,20,0,0.00,0.06,,,,"0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22",,,
us,is lower back pain a symptom of kidney disease,lower back pain symptoms,,,,,20,0,0.00,0.20,,,,"0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40",,,
us,is lower back pain a symptom of kidney stones,lower back pain symptoms,,,,,20,0,0.00,0.07,,,,"0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18",,,
us,is lower back pain a symptom of menopause,lower back pain symptoms,,,,,20,0,0.09,0.28,,,,"0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09",,,
us,is lower back pain a symptom of ovarian cancer,lower back pain symptoms,,,,,20,0,0.29,0.16,,,,"0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09",,,
us,is lower back pain a symptom of ovulation,lower back pain symptoms,,,,,20,0,0.00,0.33,,,,"0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28",,,
us,is lower back pain a symptom of perimenopause,lower back pain symptoms,,,,,20,0,0.22,0.20,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,,
us,is lower back pain a symptom of pms,lower back pain symptoms,,,,,20,0,0.00,0.02,,,,"0.66,0.66,0.66,0.66,0.00,0.00,0.66,0.66,0.66,0.66,0.66,0.66",,,
us,is lower back pain a symptom of prostate cancer,lower back pain symptoms,,,,,20,0,0.79,0.22,,,,"0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66",,,
us,is lower back pain a uti symptom,lower back pain symptoms,,,,,20,0,0.00,0.03,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,,
us,is lower back pain covid symptom,lower back pain symptoms,,,,,20,0,0.00,0.33,,,,"1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,,
us,is lower back pain symptom of covid,lower back pain symptoms,,,,,20,0,0.00,0.33,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,,
us,is lower back pain symptoms of uti,lower back pain symptoms,,,,,20,0,0.00,0.11,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,,
us,kidney low back pain symptoms,lower back pain symptoms,,,,,20,0,0.12,0.18,,,,"0.18,0.18,0.18,0.18,0.00,0.00,0.00,1.00,0.18,0.18,0.18,0.18",,,
us,left lower back pain pregnancy symptom,lower back pain symptoms,,,,,20,0,0.00,0.07,,,,"0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.00,0.11",,,
us,left side and lower back pain symptoms,lower back pain symptoms,,,,,20,0,0.05,0.20,,,,"0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28",,,
us,low back pain and constipation symptoms,lower back pain symptoms,,,,,20,0,0.00,0.03,,,,"0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.00,0.28",,,
us,low back pain symptoms of early pregnancy,lower back pain symptoms,,,,,20,0,0.05,0.14,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,,
us,lower back joint pain symptoms,lower back pain symptoms,,,,,20,0,0.00,0.14,,,,"0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66",,,
us,lower back pain a covid symptom,lower back pain symptoms,,,,,20,0,0.00,0.33,,,,"1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,,
us,lower back pain a symptom of covid,lower back pain symptoms,,,,,20,0,0.00,0.33,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,,
us,lower back pain abdominal aortic aneurysm symptoms,lower back pain symptoms,,,,,20,0,0.00,0.07,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,,
us,lower back pain after car accident symptoms,lower back pain symptoms,,,,,20,0,0.00,0.00,,,,"0.21,0.14,0.14,0.14,0.00,0.21,0.00,0.21,0.28,0.14,0.07,0.14",,,
us,lower back pain an early pregnancy symptom,lower back pain symptoms,,,,,20,0,0.00,0.02,,,,"0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66",,,
us,lower back pain and abdominal pain symptoms,lower back pain symptoms,,,,,20,0,0.00,0.19,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,,
us,lower back pain and acid reflux symptoms,lower back pain symptoms,,,,,20,0,0.00,0.31,,,,"0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18",,,
us,lower back pain and blood in stool symptoms,lower back pain symptoms,,,,,20,0,0.00,0.05,,,,"0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40",,,
us,lower back pain and colon cancer symptoms,lower back pain symptoms,,,,,20,0,3.85,0.19,,,,"0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66",,,
us,lower back pain and ms symptoms,lower back pain symptoms,,,,,20,0,2.34,0.23,,,,"0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66",,,
us,lower back pain and sore throat symptoms,lower back pain symptoms,,,,,20,0,0.00,0.33,,,,"0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66",,,
us,lower back pain and stomach ache symptoms,lower back pain symptoms,,,,,20,0,0.00,0.06,,,,"0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66",,,
us,lower back pain and tiredness symptoms,lower back pain symptoms,,,,,20,0,0.00,0.02,,,,"0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66",,,
us,lower back pain and upset stomach symptoms,lower back pain symptoms,,,,,20,0,0.00,0.05,,,,"0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66",,,
us,lower back pain and vomiting symptoms,lower back pain symptoms,,,,,20,0,0.00,0.33,,,,"0.66,0.00,0.66,0.66,0.00,0.00,0.66,0.66,0.66,0.66,0.66,0.66",,,
us,lower back pain appendicitis symptoms,lower back pain symptoms,,,,,20,0,0.00,0.05,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,,
us,lower back pain blood in stool symptoms,lower back pain symptoms,,,,,20,0,0.00,0.05,,,,"0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28",,,
