Database,Keyword,Seed keyword,Page,Topic,Page type,Tags,Volume,Keyword Difficulty,CPC (USD),Competitive Density,Number of Results,Intent,SERP Features,Trend,Click potential,Content references,Competitors
us,high back pains,,,,,,14800,77,0.75,0.15,1180000000,Informational,"Site Links, Video, Featured Snippet, Image, Video Carousel, People Also Ask, Related Searches, Discussions And Forums","0.02,0.00,0.81,0.81,1.00,0.54,0.36,0.00,0.03,0.44,0.67,0.81",20,,
us,lower back cause,,,,,,18100,33,0.40,0.24,1560000000,Informational,"Site Links, Video, Image, Video Carousel, People Also Ask, Related Searches, AI Overview, Image Pack","0.02,0.00,1.00,0.66,1.00,0.44,0.36,0.00,0.03,0.36,0.54,0.66",20,,
us,muscle relaxer,,,,,,18100,65,0.63,0.92,12000000,Informational,"Knowledge Panel, Site Links, Video, Image, People Also Ask, Related Searches, AI Overview, Image Pack, Things To Know","0.44,0.44,0.44,0.54,0.67,0.81,0.54,0.54,0.67,0.44,0.44,0.54",20,,
us,neuropathic pain,,,,,,18100,77,0.00,0.00,5410000,Informational,"Things To Know, Discussions And Forums, Video, Featured Snippet, Image, People Also Ask, Related Searches","0.66,0.66,0.81,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.54",80,,
us,spondylolysis,,,,,,18100,35,0.45,0.03,399000,Informational,"Image Pack, Image, Site Links, Video, Video Carousel, People Also Ask, Related Searches, Things To Know, AI Overview","0.66,0.81,0.66,0.81,0.81,0.81,0.66,0.81,0.81,0.81,0.81,0.81",20,,
us,what is spinal stenosis,,,,,,18100,59,0.00,0.00,16200000,Informational,"Site Links, Video, Image, People Also Ask, Related Searches, AI Overview","0.54,0.66,0.54,0.54,0.54,0.66,0.66,0.66,0.66,0.66,0.54,0.66",20,,
us,muscle relaxer names,,,,,,14800,69,0.25,0.02,1320000,Informational,"Related Searches, AI Overview, Image Pack, Site Links, Video, Image","0.54,0.66,0.81,1.00,0.81,1.00,0.81,0.81,1.00,1.00,1.00,1.00",20,,
us,relief of stiff neck,,,,,,12100,57,0.74,0.88,65500000,Informational,"Video Carousel, People Also Ask, Related Searches, Discussions And Forums, AI Overview, Site Links, Video, Image","0.00,0.00,0.00,0.00,1.00,0.44,0.36,0.00,0.02,0.29,0.44,0.44",20,,
us,nerve pain medication,,,,,,12100,55,0.00,0.00,264000000,Informational,"Video, Image, People Also Ask, Related Searches, AI Overview, Image Pack, Site Links","0.66,0.54,0.81,0.66,0.44,0.66,0.54,0.66,0.44,0.66,0.36,0.36",20,,
us,piriformis syndrome symptoms,,,,,,12100,53,0.00,0.00,2280000,Informational,"Discussions And Forums, AI Overview, Image Pack, Video, Image, Video Carousel, People Also Ask, Related Searches","0.36,1.00,0.44,0.44,0.44,0.44,0.44,0.36,0.36,0.36,0.29,0.19",90,,
us,spinal fusion surgery,,,,,,12100,58,0.00,0.00,68200000,Informational,"Discussions And Forums, Image Pack, Video, Image, AI Overview, Video Carousel, People Also Ask, Related Searches, Things To Know","0.81,0.66,0.81,0.81,0.54,0.54,0.36,0.66,0.54,0.54,0.66,0.81",90,,
us,what is stenosis,,,,,,12100,73,0.00,0.00,16300000,Informational,"Video, Image, Video Carousel, People Also Ask, Related Searches, AI Overview, Site Links","0.66,0.66,0.54,0.66,0.81,0.44,0.54,0.44,0.81,0.66,0.54,0.54",20,,
us,cure for stenosis of the spine,,,,,,9900,53,1.27,0.37,410000,Informational,"Image, Adwords Bottom, People Also Ask, Related Searches, AI Overview, Site Links, Video","0.24,0.29,0.24,0.29,0.29,0.29,0.29,0.29,0.29,0.54,1.00,0.81",20,,
us,how tramadol works,,,,,,12100,85,0.00,0.01,7740000,Informational,"Image, People Also Ask, Related Searches, AI Overview, Image Pack, Site Links, Video","0.54,0.81,1.00,0.67,0.54,0.29,0.16,0.16,0.08,0.08,0.01,0.00",20,,
us,lumbar stenosis,,,,,,9900,58,0.00,0.00,16200000,Informational,"Image Pack, Video, Image, People Also Ask, Related Searches, AI Overview","0.29,1.00,0.54,1.00,0.66,0.66,0.81,0.66,0.54,0.66,0.81,0.44",75,,
us,neuropathy definition,,,,,,9900,64,0.00,0.00,26100000,Informational,"Site Links, Video, Image, Adwords Bottom, People Also Ask, Related Searches, AI Overview","0.81,0.81,0.66,0.66,0.66,0.81,0.66,0.81,0.66,0.81,0.81,0.66",20,,
us,stenosis lumbar spine symptoms,,,,,,8100,48,0.47,0.21,13300000,Informational,"Image Pack, Video, Image, People Also Ask, Related Searches, AI Overview","0.00,0.00,0.00,0.03,1.00,0.67,0.00,0.00,0.03,0.44,0.54,0.54",90,,
us,stenosis of the spine,,,,,,9900,60,0.00,0.00,16100000,Informational,"Video, People Also Ask, Related Searches, Things To Know, Image Pack, Site Links, Image, See Results About, AI Overview","0.54,0.66,0.44,0.44,0.44,0.44,0.54,0.54,0.54,0.36,0.44,0.54",20,,
us,what is the best painkiller for spinal stenosis,,,,,,8100,21,0.00,0.00,11100000,Commercial,"Site Links, Video, People Also Ask, Related Searches, Discussions And Forums, AI Overview","0.12,0.36,0.54,0.66,0.66,0.66,0.66,0.66,0.81,0.81,0.54,0.54",20,,
us,why celecoxib is banned,,,,,,9900,35,0.00,0.00,273000,Informational,"Image, People Also Ask, Related Searches, Discussions And Forums, AI Overview, Video","0.44,0.44,0.36,0.54,0.54,0.44,0.44,0.44,0.66,0.54,0.54,0.54",90,,
us,epidural injection,,,,,,8100,59,0.00,0.00,9960000,Informational,"Video, Image, People Also Ask, Related Searches, Things To Know, Knowledge Panel, Image Pack, Video Carousel, AI Overview","0.54,0.66,0.44,1.00,0.36,0.66,0.29,0.36,0.44,0.66,0.54,0.36",70,,
us,muscle relaxant,,,,,,8100,72,0.63,0.92,20800000,Informational,"People Also Ask, Things To Know, AI Overview, Site Links, Video, Image, Related Searches, Knowledge Panel, Image Pack","0.44,0.66,0.44,0.44,0.44,0.44,0.36,0.66,0.54,0.29,0.81,0.44",20,,
us,pain of a nerve,,,,,,6600,81,1.00,0.76,129000000,Informational,"AI Overview, Image Pack, Video, Image, People Also Ask, Related Searches, See Results About, Discussions And Forums","0.00,0.00,0.00,0.00,1.00,0.66,0.00,0.00,0.08,0.54,0.81,1.00",90,,
us,painkillers for nerves,,,,,,8100,50,0.99,0.97,18400000,Informational,"Site Links, Video, Image, People Also Ask, Related Searches, AI Overview","0.02,0.00,1.00,0.81,0.00,0.67,0.24,0.00,0.00,0.00,0.00,0.00",20,,
us,disc degeneration treatments,,,,,,6600,37,1.59,0.17,14600000,Informational,"Video Carousel, People Also Ask, Related Searches, AI Overview, Site Links, Video, Image","0.08,0.01,0.66,0.66,0.66,0.66,0.66,0.00,0.03,0.66,1.00,0.00",20,,
us,kyphosis definition,,,,,,6600,75,0.22,0.09,2560000,Informational,"People Also Ask, Related Searches, AI Overview, Image Pack, Site Links, Video, Image, Video Carousel","0.54,0.66,0.81,0.66,0.66,0.54,0.54,0.54,0.66,0.81,0.66,0.66",20,,
us,lumbar spinal stenosis,,,,,,6600,67,0.00,0.00,16000000,Informational,"Video Carousel, People Also Ask, Related Searches, AI Overview, Image Pack, Video, Image","0.54,0.66,0.29,0.54,0.24,0.54,0.54,0.66,0.36,0.44,0.44,0.54",90,,
us,pain in back of head at base of skull,,,,,,6600,26,0.00,0.00,49000000,Informational,"Image Pack, Video, Image, People Also Ask, Related Searches, Discussions And Forums, AI Overview","0.54,0.66,0.44,0.66,0.66,0.66,0.54,0.66,0.54,0.66,0.54,0.44",90,,
us,piriformis syndrome treatment,,,,,,6600,30,0.00,0.00,2300000,Informational,"People Also Ask, Related Searches, Things To Know, Discussions And Forums, Image Pack, AI Overview, Site Links, Video, Image, Video Carousel","0.81,0.81,0.36,0.66,0.44,0.24,0.19,0.44,0.54,0.44,0.54,0.29",20,,
us,remedies for herniated disk pain,,,,,,6600,50,2.39,0.01,787000,Informational,"Video, Image, People Also Ask, Related Searches, AI Overview, Site Links, Adwords Bottom, Video Carousel, Discussions And Forums","0.00,0.00,0.05,0.19,1.00,0.67,0.24,0.00,0.03,0.02,0.05,0.13",20,,
us,spinal stenosis treatments,,,,,,6600,53,0.00,0.00,15600000,Informational,"Site Links, Video, Image, People Also Ask, Related Searches, Discussions And Forums, AI Overview","0.66,0.81,0.66,0.81,0.81,0.81,0.81,0.81,0.81,0.66,0.29,0.16",20,,
us,spondylosis spondylolysis,,,,,,8100,11,0.00,0.00,386000,Informational,"Image Pack, Video, Image, People Also Ask, Related Searches, AI Overview","1.00,0.13,0.81,0.24,0.44,0.16,0.13,0.44,0.36,0.08,0.19,0.24",75,,
us,what is celecoxib used for,,,,,,6600,54,2.02,0.01,2390000,Informational,"Related Searches, AI Overview, Site Links, Video, People Also Ask","0.66,0.66,0.66,0.81,0.66,0.66,0.66,0.81,0.81,0.66,0.81,1.00",20,,
us,what is sciatica pain,,,,,,6600,70,0.00,0.00,20200000,Informational,"Discussions And Forums, AI Overview, Video, Image, Video Carousel, People Also Ask, Related Searches","0.66,1.00,0.66,0.81,0.81,1.00,0.81,0.66,0.81,0.66,1.00,0.81",90,,
us,best painkiller for herniated disc,,,,,,6600,36,0.00,0.00,256000,Commercial,"Video, Video Carousel, People Also Ask, Related Searches, Discussions And Forums, AI Overview, Site Links","0.81,0.81,0.66,0.81,0.66,0.81,0.81,0.66,0.81,0.81,0.54,0.54",20,,
us,left leg pain,,,,,,5400,32,0.49,0.06,1490000000,Informational,"Video Carousel, Related Searches, Things To Know, AI Overview, Image Pack, Video, Image","0.44,0.81,0.36,0.36,0.36,0.54,0.36,0.36,1.00,0.36,0.44,0.36",90,,
us,muscle relaxant drugs,,,,,,5400,66,0.70,0.89,19600000,Informational,"Video, People Also Ask, Related Searches, Things To Know, AI Overview, Image Pack, Site Links","0.44,0.44,0.54,0.54,0.54,0.54,0.54,0.44,0.44,0.44,0.36,0.36",20,,
us,muscle relaxants,,,,,,5400,73,0.63,0.92,4650000,Informational,"People Also Ask, Related Searches, Things To Know, AI Overview, Image Pack, Site Links, Video, Image","0.29,0.36,0.24,0.29,0.36,0.36,0.36,0.66,0.36,0.36,0.44,0.36",20,,
us,neck and shoulder discomfort,,,,,,5400,41,0.71,0.90,189000000,Informational,"Video, Image, Video Carousel, People Also Ask, Related Searches, Discussions And Forums, AI Overview, Image Pack","0.07,0.01,0.81,1.00,1.00,0.00,0.02,0.00,0.08,0.54,0.01,0.00",90,,
us,occipital neuralgia symptoms,,,,,,5400,51,0.00,0.00,3750000,Informational,"Related Searches, AI Overview, Image Pack, Video, Image, People Also Ask","0.66,0.81,0.66,0.66,0.66,1.00,0.54,0.54,0.54,0.54,0.54,0.66",90,,
us,otc non steroidal anti inflammatory drugs,,,,,,4400,86,1.16,0.87,377000,Informational,"Site Links, Video, Image, People Also Ask, Related Searches, Discussions And Forums, AI Overview","0.03,0.01,0.44,0.66,0.66,0.29,1.00,0.00,0.16,0.81,1.00,0.66",20,,
us,tramadol prescription drug,,,,,,5400,93,0.79,0.00,7320000,Informational,"Video, Featured Snippet, Image, People Also Ask, Related Searches","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,1.00,0.29,0.00",80,,
us,upper left back pain,,,,,,5400,37,0.97,0.03,925000000,Informational,"People Also Ask, Related Searches, Discussions And Forums, Image Pack, Video, Featured Snippet, Image","0.44,0.81,0.54,0.44,0.54,0.44,0.36,0.66,0.36,0.36,0.36,0.36",80,,
us,upper right back pain,,,,,,5400,49,0.00,0.00,1030000000,Informational,"Related Searches, Image Pack, Site Links, Video, Image, People Also Ask, Discussions And Forums, Featured Snippet, Video Carousel","0.36,1.00,0.66,0.54,0.36,0.36,0.54,0.36,0.29,0.36,0.54,0.29",20,,
us,coxib side effects,,,,,,4400,57,0.71,0.00,90900,Informational,"People Also Ask, Related Searches, AI Overview, Video, Image","0.00,0.00,0.00,0.00,1.00,0.36,0.44,0.00,0.00,0.00,0.00,0.00",90,,
us,fractured vertebrae,,,,,,4400,48,1.44,0.04,3790000,Informational,"People Also Ask, Related Searches, AI Overview, Image Pack, Video, Image, Video Carousel","0.66,0.54,0.35,0.81,0.44,0.66,0.54,0.66,0.66,0.81,0.66,0.54",75,,
us,how i cured my degenerative disc disease,,,,,,4400,16,0.00,0.00,9390000,Informational,"Video Carousel, People Also Ask, Related Searches, Discussions And Forums, AI Overview, Video, Image","0.29,0.29,0.24,0.29,0.29,0.29,0.24,0.36,0.24,0.01,0.16,0.19",90,,
us,lower leg pain,,,,,,4400,41,0.43,0.13,1260000000,Informational,"Image Pack, People Also Ask, Discussions And Forums, Video, Image, Video Carousel, Related Searches, Things To Know, AI Overview","0.35,0.35,0.44,0.44,0.44,0.44,0.44,0.66,1.00,0.54,0.35,0.35",90,,
us,muscle relaxer side effects,,,,,,4400,55,0.03,0.00,7560000,Informational,"People Also Ask, Related Searches, Discussions And Forums, AI Overview, Site Links, Video, Image","0.81,0.66,0.66,0.66,0.81,0.66,0.66,0.66,0.66,0.54,0.54,0.54",20,,
us,muscle relaxers for back pain,,,,,,4400,64,0.00,0.00,1990000,Informational,"Video, Image, People Also Ask, Related Searches, Discussions And Forums, AI Overview, Site Links","0.54,0.81,0.35,1.00,0.29,0.29,0.29,0.54,0.54,0.54,0.44,0.35",20,,
us,muscle relaxers names,,,,,,4400,58,0.27,0.02,2420000,Informational,"AI Overview, Image Pack, Site Links, Video, Image, People Also Ask, Related Searches","0.44,0.44,0.36,0.36,0.36,0.36,0.29,0.36,0.36,0.44,0.36,0.36",20,,
us,neuropathic,,,,,,4400,61,0.00,0.00,5420000,Informational,"Things To Know, AI Overview, Video, Image, People Also Ask, Related Searches","0.29,0.13,0.24,0.24,0.13,0.07,0.44,0.24,0.19,0.19,0.36,0.29",60,,
us,neuropathy pain medicines,,,,,,4400,47,1.26,0.96,25300000,Informational,"Site Links, Video, Image, People Also Ask, Related Searches, Discussions And Forums, AI Overview","0.00,0.00,0.00,0.00,1.00,0.81,0.66,0.00,0.03,0.44,0.66,0.00",20,,
us,pain reliever muscle,,,,,,4400,40,1.08,0.93,4680000,Informational,"Image, People Also Ask, Related Searches, Discussions And Forums, AI Overview, Site Links, Video","0.23,0.03,0.66,1.00,0.81,0.81,0.54,0.01,0.08,0.35,0.81,0.81",20,,
us,piriformis syndrome treatments,,,,,,5400,28,0.00,0.00,2050000,Informational,"Discussions And Forums, AI Overview, Image Pack, Video, Image, Video Carousel, People Also Ask, Related Searches","0.54,1.00,0.66,0.81,0.81,0.81,0.66,0.66,0.66,0.54,0.19,0.05",90,,
us,sciatica meaning,,,,,,4400,93,0.00,0.00,19800000,Informational,"AI Overview, Image Pack, Video, Image, Video Carousel, People Also Ask, Related Searches","0.44,0.44,0.19,0.36,0.36,0.36,0.29,0.44,0.36,0.36,1.00,0.54",75,,
us,stenosis of lumbar spine symptoms,,,,,,5400,39,0.47,0.21,3630000,Informational,"Image, Video Carousel, People Also Ask, Related Searches, AI Overview, Image Pack, Site Links, Video","1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00",20,,
us,tens unit pain treatment,,,,,,4400,52,0.68,0.14,7850000,Informational,"Video Carousel, People Also Ask, Related Searches, Discussions And Forums, AI Overview, Site Links, Video, Image","0.03,0.01,0.01,0.04,0.54,0.23,0.81,0.00,0.03,0.81,0.54,1.00",20,,
us,what causes lower back pain,,,,,,4400,54,0.00,0.00,531000000,Informational,"Discussions And Forums, AI Overview, Image Pack, Video, Image, Video Carousel, People Also Ask, Related Searches","0.36,0.36,0.36,0.66,0.36,0.36,0.44,0.36,0.36,0.36,0.36,0.36",90,,
us,what do muscle relaxers do,,,,,,4400,48,0.04,0.00,2700000,Informational,"Video, Image, People Also Ask, Related Searches, Discussions And Forums, AI Overview, Image Pack, Site Links","0.66,0.66,0.66,0.66,1.00,0.81,0.81,1.00,0.66,0.81,0.81,1.00",20,,
us,what is degenerative disc disease,,,,,,4400,38,0.00,0.00,15400000,Informational,"Site Links, Video, Image, People Also Ask, Related Searches, AI Overview","0.44,0.54,0.66,0.54,1.00,0.54,0.44,0.44,0.54,0.54,0.66,0.44",20,,
us,why do my legs hurt,,,,,,4400,37,0.21,0.07,439000000,Informational,"Site Links, Video, Image, Video Carousel, People Also Ask, Related Searches, AI Overview","1.00,0.66,0.29,0.44,0.44,0.81,0.81,0.81,0.35,0.35,0.35,0.35",20,,
us,back pain upper back causes,,,,,,3600,61,0.35,0.12,188000000,Informational,"People Also Ask, Related Searches, Site Links, Video, Featured Snippet, Image","0.24,0.03,0.81,1.00,1.00,0.43,0.66,0.01,0.04,0.43,0.81,0.66",20,,
us,best pain killer for herniated disc,,,,,,3600,36,1.39,0.66,6490000,"Informational, Commercial","Related Searches, Discussions And Forums, AI Overview, Site Links, Video, Image, Video Carousel, People Also Ask","0.28,0.03,0.81,1.00,1.00,0.43,0.66,0.01,0.05,0.43,0.81,0.66",20,,
us,cauda equina symptoms,,,,,,3600,39,0.03,0.05,4010000,Informational,"Site Links, Video, Image, People Also Ask, Related Searches, Discussions And Forums, AI Overview, Image Pack","0.66,0.66,0.53,0.53,0.66,0.66,0.53,0.66,0.81,0.66,0.66,0.66",20,,
us,chiropractic treatment of lower back pain,,,,,,3600,58,3.76,0.07,10100000,Informational,"Related Searches, Discussions And Forums, AI Overview, Site Links, Image, People Also Ask","0.13,0.01,0.00,0.00,1.00,1.00,1.00,0.00,0.13,0.29,0.54,0.44",20,,
us,common muscle relaxers,,,,,,3600,43,0.30,0.02,2250000,Informational,"Image Pack, Video, Image, People Also Ask, Related Searches, Discussions And Forums, AI Overview","0.65,0.81,0.81,0.81,0.81,0.81,0.65,0.81,1.00,0.81,0.81,0.81",90,,
us,ddd meaning,,,,,,3600,38,0.00,0.00,48300000,Informational,"Short Videos, AI Overview, Site Links, Video, Image, People Also Ask, Related Searches","0.29,0.16,0.10,0.08,0.07,0.08,0.07,0.07,0.07,0.07,0.07,0.16",20,,
us,define whiplash,,,,,,4400,64,4.27,0.01,21100000,Informational,"People Also Ask, Related Searches, AI Overview, Site Links, Video, Image","0.15,0.54,1.00,0.23,0.19,0.44,0.15,0.54,0.00,0.08,0.36,0.19",20,,
us,disc herniation medicine,,,,,,4400,58,1.22,0.37,3740000,Informational,"AI Overview, Video, Image, Video Carousel, People Also Ask, Related Searches, Discussions And Forums","0.66,0.81,0.66,1.00,0.66,0.29,0.44,0.00,0.03,0.29,0.13,0.07",90,,
us,disc herniation treatment,,,,,,3600,47,0.00,0.00,3860000,Informational,"Image, Video Carousel, People Also Ask, Related Searches, Discussions And Forums, AI Overview, Image Pack, Video","0.01,0.00,0.00,0.00,0.81,0.44,0.07,0.81,0.66,0.66,1.00,0.44",90,,
us,facet joint injection,,,,,,3600,26,0.00,0.00,8510000,Informational,"Video Carousel, Related Searches, AI Overview, Site Links, Image, People Also Ask, Things To Know, Image Pack, Video","0.43,1.00,0.43,0.43,0.43,0.54,0.43,0.54,0.43,1.00,0.54,0.43",20,,
us,herniated disc medication,,,,,,3600,50,0.00,0.00,5840000,Informational,"Video Carousel, People Also Ask, Related Searches, Discussions And Forums, AI Overview, Video, Image","0.54,0.16,0.66,0.16,0.66,0.81,0.66,0.66,0.66,0.44,0.12,0.01",90,,
us,herniated disc versus bulging,,,,,,2400,9,0.82,0.03,231000,"Informational, Commercial","Image Pack, Site Links, Video, Image, People Also Ask, Related Searches, AI Overview","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.54,0.81,1.00",20,,
us,is tramadol an nsaid,,,,,,3600,63,0.14,0.00,4060000,Informational,"Video, People Also Ask, Related Searches, AI Overview","0.66,0.53,0.66,0.66,0.81,0.81,0.66,0.81,0.81,0.81,0.81,0.66",90,,
us,muscle relaxer medication,,,,,,3600,69,0.88,0.72,2860000,Informational,"Things To Know, AI Overview, Site Links, Video, Image, People Also Ask, Related Searches","0.44,0.53,0.35,0.53,0.53,0.53,0.66,0.81,0.81,0.81,1.00,0.66",20,,
us,muscle relaxer pills,,,,,,3600,65,0.70,0.89,9550000,Informational,"AI Overview, Site Links, Video, Image, People Also Ask, Related Searches, Things To Know, Discussions And Forums","0.44,0.44,0.16,0.19,0.36,0.24,0.44,0.44,0.29,0.36,0.36,0.29",20,,
us,muscle spasm medication,,,,,,3600,60,0.96,0.86,14200000,Informational,"Site Links, Video, Image, People Also Ask, Related Searches, Discussions And Forums, AI Overview","0.81,0.81,0.81,0.81,0.81,0.43,0.43,0.54,0.81,0.81,1.00,1.00",20,,
us,oa medical abbreviation,,,,,,3600,95,0.00,0.00,36600000,Informational,"Related Searches, AI Overview, Video, Image, People Also Ask","0.43,0.54,0.81,0.66,0.54,0.54,0.43,0.43,0.36,0.66,0.54,0.43",90,,
us,pain in upper back,,,,,,3600,53,0.00,0.00,1040000000,Informational,"Image Pack, Video, Featured Snippet, Image, Related Searches, Discussions And Forums","0.36,0.36,0.29,0.36,0.66,0.36,0.29,0.36,0.36,0.29,0.29,0.29",80,,
us,painkiller and muscle relaxant combination,,,,,,3600,51,1.19,0.99,660000,Informational,"People Also Ask, Related Searches, Things To Know, Discussions And Forums, AI Overview, Image Pack, Image","0.66,0.66,0.66,0.81,0.66,0.66,0.66,0.66,0.66,0.66,0.53,0.53",90,,
us,relaxant medicine,,,,,,2900,77,0.88,0.72,19900000,Informational,"Site Links, Video, Image, People Also Ask, Related Searches, Things To Know, AI Overview","0.28,0.03,0.81,1.00,0.01,0.43,0.66,0.00,0.05,0.54,0.81,0.66",20,,
us,sciatica supportive therapy,,,,,,4400,55,0.00,0.00,2110000,Informational,"Related Searches, Things To Know, AI Overview, Site Links, Video, Image, Video Carousel, People Also Ask","0.66,0.66,0.54,0.54,0.44,0.36,0.54,0.54,0.36,0.44,0.16,0.00",20,,
us,sore nerves,,,,,,3600,54,1.00,0.76,68300000,Informational,"Video Carousel, Discussions And Forums, AI Overview, Image Pack, People Also Ask, Related Searches, See Results About, Video, Image","0.08,0.01,0.00,0.00,0.01,0.08,0.81,0.00,0.10,0.66,1.00,0.01",75,,
us,spinal ablation,,,,,,3600,41,0.00,0.00,18600000,Informational,"Image Pack, Video, Things To Know, Discussions And Forums, Site Links, Image, Video Carousel, People Also Ask, Related Searches, AI Overview","0.35,1.00,0.35,0.44,0.35,0.44,0.35,0.35,0.44,0.29,0.81,0.29",20,,
us,strongest over the counter muscle relaxer,,,,,,3600,61,0.76,1.00,11100,Informational,"Site Links, Video, Image, People Also Ask, Related Searches, Discussions And Forums, AI Overview","0.54,0.54,0.43,0.54,0.54,0.54,0.43,0.54,0.66,0.54,0.43,0.36",20,,
us,tens therapy,,,,,,3600,47,0.00,0.00,239000000,Informational,"Image, Video Carousel, People Also Ask, AI Overview, Site Links, Video, Related Searches, Things To Know, Discussions And Forums, Knowledge Panel","0.53,0.53,0.66,0.53,0.53,0.81,0.66,0.44,0.66,0.66,0.81,0.53",20,,
us,upper back discomfort causes,,,,,,3600,38,0.35,0.12,165000000,Informational,"Video, Featured Snippet, Image, People Also Ask, Related Searches, Discussions And Forums, Image Pack, Site Links","0.24,0.03,0.81,1.00,1.00,0.43,0.66,0.01,0.04,0.43,0.81,0.66",20,,
us,what is piriformis syndrome,,,,,,3600,39,0.00,0.00,2280000,Informational,"Related Searches, AI Overview, Image Pack, Video, Image, People Also Ask","0.19,1.00,0.29,0.29,0.29,0.29,0.36,0.29,0.24,0.24,0.29,0.24",90,,
us,whiplash definition,,,,,,3600,64,14.55,0.00,5510000,Informational,"Knowledge Panel, Video, Image, People Also Ask, Related Searches, Short Videos","0.66,0.81,0.81,0.81,0.81,0.81,0.66,0.53,0.53,0.53,0.53,0.53",70,,
us,why does my upper back hurt,,,,,,3600,44,0.51,0.05,441000000,Informational,"Site Links, Video, Featured Snippet, Image, People Also Ask, Related Searches","0.54,0.66,0.54,0.54,0.54,0.54,0.43,0.43,0.43,0.43,0.43,0.43",20,,
us,ankylosing spondylitis medication,,,,,,2900,56,2.68,0.15,4250000,Informational,"Related Searches, AI Overview, Image Pack, Video, Image, People Also Ask","0.29,0.35,0.35,1.00,1.00,1.00,1.00,0.44,0.44,0.44,0.18,0.18",90,,
us,anti inflammatory drugs for ankylosing spondylitis,,,,,,2900,38,0.00,0.00,4300000,Informational,"Discussions And Forums, AI Overview, Site Links, Video, Image, People Also Ask, Related Searches","0.00,0.00,0.19,1.00,0.04,0.01,0.01,0.00,0.04,0.01,0.00,0.08",20,,
us,best muscle relaxer,,,,,,2900,53,0.89,0.97,11600000,"Informational, Commercial","Featured Snippet, Image, People Also Ask, Related Searches, Discussions And Forums, Site Links, Video","0.80,0.52,0.52,0.80,0.66,0.66,0.80,0.66,0.80,0.66,0.80,1.00",20,,
us,cold therapy,,,,,,2900,73,1.33,1.00,898000000,Informational,"Site Links, Video, Image, People Also Ask, Related Searches, AI Overview, Local Pack","0.36,0.44,0.29,0.36,0.36,0.36,0.29,0.29,0.29,0.29,0.24,0.24",20,,
