Database,Keyword,Seed keyword,Page,Topic,Page type,Tags,Volume,Keyword Difficulty,CPC (USD),Competitive Density,Number of Results,Intent,SERP Features,Trend,Click potential,Content references,Competitors
us,what causes pain in the back of the knee,knee pain causes,,,,,1000,29,0.00,0.00,1040000000,Informational,"Discussions And Forums, Site Links, Video, Image, Adwords Bottom, AI Overview, Video Carousel, People Also Ask, Related Searches","0.81,0.62,0.62,1.00,0.62,0.62,0.55,0.62,0.62,0.81,1.00,0.16",20,,
us,what causes sudden knee pain without injury,knee pain causes,,,,,1000,14,0.00,0.00,49100000,Informational,"Image, Video Carousel, People Also Ask, Related Searches, Discussions And Forums, AI Overview, Image Pack, Video","0.62,0.62,0.62,0.62,0.62,0.62,0.55,0.81,0.81,0.62,0.55,0.10",90,,
us,does sciatica cause knee pain,knee pain causes,,,,,880,17,0.00,0.00,29400000,Informational,"AI Overview, Site Links, Video, Image, People Also Ask, Related Searches, Discussions And Forums","0.36,0.36,0.30,0.36,0.36,0.36,0.36,0.36,0.36,0.30,0.36,0.30",20,,
us,knee joint pain causes,knee pain causes,,,,,720,27,0.00,0.00,448000000,Informational,"Image, People Also Ask, Related Searches, Discussions And Forums, AI Overview, Site Links, Video","0.00,0.01,0.03,0.02,0.02,0.81,0.54,0.07,0.08,0.05,0.13,0.07",20,,
us,what causes pain behind knee after total knee replacement,knee pain causes,,,,,720,16,1.19,0.04,58100000,Informational,"Related Searches, Discussions And Forums, AI Overview, Site Links, Video, Image, People Also Ask","0.68,0.52,0.46,0.52,0.37,0.31,0.25,0.20,0.31,0.31,0.31,0.37",20,,
us,causes of pain behind the knee,knee pain causes,,,,,590,31,0.55,0.15,587000000,Informational,"People Also Ask, Related Searches, AI Overview, Site Links, Video, Image, Video Carousel","0.81,0.81,0.67,0.81,0.81,0.67,1.00,0.67,0.67,0.67,0.67,0.67",20,,
us,can knee pain cause hip pain,knee pain causes,,,,,480,13,0.00,0.00,386000000,Informational,"Site Links, Video, Image, Video Carousel, People Also Ask, Related Searches, Discussions And Forums, AI Overview","0.44,0.44,0.44,0.44,0.44,0.54,0.44,0.67,0.67,0.54,0.54,0.54",20,,
us,can hip pain cause knee pain,knee pain causes,,,,,390,13,0.00,0.00,363000000,Informational,"Related Searches, Discussions And Forums, AI Overview, Video, Image","0.32,0.26,0.26,0.39,0.32,0.26,0.32,0.26,0.32,0.32,0.32,0.26",90,,
us,can tight hamstrings cause knee pain,knee pain causes,,,,,390,16,0.00,0.00,7130000,Informational,"Site Links, Video, Image, People Also Ask, Related Searches, Discussions And Forums, AI Overview","0.54,0.66,0.66,1.00,0.81,0.81,0.81,0.81,0.81,0.66,0.66,0.81",20,,
us,do sciatica cause knee pain,knee pain causes,,,,,390,19,0.42,0.04,7510000,Informational,"Discussions And Forums, AI Overview, Site Links, Video, Image, People Also Ask, Related Searches","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.36,0.79,0.79,1.00",20,,
us,pain at the back of the knee causes,knee pain causes,,,,,390,50,0.55,0.15,74100000,Informational,"Adwords Bottom, Video Carousel, People Also Ask, Related Searches, AI Overview, Site Links, Video, Image","0.44,0.81,0.36,0.67,0.67,0.67,1.00,0.19,0.00,0.00,0.00,0.00",20,,
us,medial knee pain causes,knee pain causes,,,,,320,29,0.00,0.00,600000000,Informational,"Related Searches, Discussions And Forums, AI Overview, Image Pack, Site Links, Video, Image, Video Carousel","0.28,0.35,0.44,0.81,0.66,1.00,0.66,0.44,0.54,0.44,0.54,0.44",20,,
us,can flat feet cause knee pain,knee pain causes,,,,,260,25,0.00,0.00,63000000,"Informational, Commercial","Site Links, Video, Featured Snippet, Image, People Also Ask, Related Searches, Discussions And Forums","0.53,0.66,0.66,0.66,0.82,0.66,0.66,0.66,0.53,0.53,0.66,0.43",20,,
us,cause of knee pain,knee pain causes,,,,,260,40,0.00,0.00,875000000,Informational,"Discussions And Forums, AI Overview, Image Pack, Video, Image, Video Carousel, People Also Ask, Related Searches","0.02,0.02,0.01,0.03,0.02,0.07,0.08,0.10,0.07,0.10,0.08,0.10",90,,
us,leg pain back of knee causes,knee pain causes,,,,,260,38,0.00,0.00,27000000,Informational,"People Also Ask, Related Searches, AI Overview, Site Links, Video, Image, Video Carousel","0.00,0.00,0.00,0.00,0.00,1.00,0.88,1.00,0.00,0.00,0.00,0.00",20,,
us,what can cause ankle and knee pain without injury,knee pain causes,,,,,260,12,0.50,0.08,110000000,Informational,"Discussions And Forums, AI Overview, Image Pack, Site Links, Video, Image, People Also Ask, Related Searches","0.66,0.53,0.43,0.66,0.53,0.43,0.53,0.53,0.53,0.82,1.00,1.00",20,,
us,what causes pain behind knee,knee pain causes,,,,,260,0,0.58,0.18,793000000,Informational,"People Also Ask, Related Searches, AI Overview, Site Links, Video, Image, Video Carousel","0.67,0.44,0.23,0.19,0.23,0.19,0.67,0.67,0.07,0.04,0.12,0.05",,,
us,can back pain cause knee pain,knee pain causes,,,,,210,23,0.00,0.00,934000000,Informational,"Related Searches, Discussions And Forums, AI Overview, Site Links, Video, Image, People Also Ask","1.00,0.35,0.35,0.54,0.54,0.43,0.54,0.43,0.43,0.43,0.35,0.35",20,,
us,can knee pain be caused by back,knee pain causes,,,,,210,24,1.76,0.02,56600000,Informational,"Video Carousel, People Also Ask, Related Searches, Discussions And Forums, AI Overview, Site Links, Video, Image","0.43,0.29,0.35,0.22,0.29,0.66,0.66,0.29,0.29,0.54,0.54,0.54",20,,
us,can knee pain cause back pain,knee pain causes,,,,,210,22,0.00,0.00,743000000,Informational,"Discussions And Forums, AI Overview, Site Links, Video, Image, People Also Ask, Related Searches","0.53,0.53,0.53,0.43,0.81,0.81,0.81,1.00,0.81,0.06,0.65,0.43",20,,
us,can sciatic nerve cause knee pain,knee pain causes,,,,,210,4,0.00,0.00,5310000,Informational,"Related Searches, Discussions And Forums, AI Overview, Site Links, Video, Image","0.13,0.16,0.13,0.10,0.00,0.03,0.16,0.16,0.20,0.16,0.20,0.20",20,,
us,cause of swelling knee with pain,knee pain causes,,,,,210,45,0.65,0.42,82900000,Informational,"Related Searches, AI Overview, Site Links, Video, Image, Video Carousel, People Also Ask","0.43,0.28,0.65,0.15,0.34,1.00,1.00,0.43,0.34,0.81,0.65,0.81",20,,
us,does plantar fasciitis cause knee pain,knee pain causes,,,,,210,4,0.00,0.00,9950000,Informational,"AI Overview, Video, Image, People Also Ask, Related Searches, Discussions And Forums","0.19,0.23,0.54,1.00,0.03,0.07,0.15,0.19,0.15,0.12,0.05,0.12",90,,
us,knee pain locations causes,knee pain causes,,,,,210,0,0.46,0.10,234000000,Informational,"Related Searches, AI Overview, Image Pack, Site Links, Video, Image, Video Carousel","0.66,0.35,0.35,0.81,0.43,0.54,0.35,0.43,0.43,0.43,0.35,1.00",,,
us,what causes pain on inner side of knee,knee pain causes,,,,,210,0,0.31,0.23,527000000,Informational,"Site Links, Video, Image, Video Carousel, People Also Ask, Related Searches, Discussions And Forums, AI Overview","0.80,1.00,0.65,0.65,0.80,0.80,0.80,0.65,1.00,1.00,1.00,1.00",,,
us,what causes pain on inside of knee,knee pain causes,,,,,210,29,0.31,0.23,302000000,Informational,"AI Overview, Image Pack, Site Links, Video, Image, Video Carousel, People Also Ask, Related Searches","0.53,0.65,0.53,1.00,0.80,0.80,0.65,0.65,1.00,0.65,0.80,0.80",20,,
us,what could cause pain behind the knee,knee pain causes,,,,,210,11,0.32,0.21,940000000,Informational,"Video Carousel, Related Searches, Discussions And Forums, AI Overview, Image Pack, Site Links, Video, Image, People Also Ask","0.23,0.18,0.28,0.44,0.28,0.35,0.23,0.28,0.35,0.35,0.44,0.35",20,,
us,can shin splints cause knee pain,knee pain causes,,,,,170,3,0.00,0.00,4080000,Informational,"AI Overview, Image Pack, Video, Image, People Also Ask, Related Searches, Discussions And Forums","0.66,0.82,0.00,0.82,0.17,0.82,0.28,0.17,0.05,0.82,0.17,0.05",90,,
us,can tight calves cause knee pain,knee pain causes,,,,,170,8,0.00,0.00,2010000,Informational,"AI Overview, Site Links, Video, Image, Video Carousel, People Also Ask, Related Searches, Discussions And Forums","0.53,0.53,0.07,0.80,1.00,0.65,0.53,0.65,0.65,0.80,0.80,0.53",20,,
us,cause for pain behind knee,knee pain causes,,,,,170,34,0.46,0.19,884000000,Informational,"Image, Adwords Bottom, Video Carousel, People Also Ask, Related Searches, Site Links, Video, Featured Snippet","0.29,0.36,0.00,0.00,0.01,0.00,0.54,0.54,0.29,0.36,0.36,0.19",20,,
us,causes for knee pain,knee pain causes,,,,,170,39,0.00,0.00,548000000,Informational,"Related Searches, Discussions And Forums, AI Overview, Site Links, Video, Image, People Also Ask, Image Pack, Video Carousel","0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.01,0.03,0.01,0.00,0.00",20,,
us,causes for swollen painful knee,knee pain causes,,,,,170,44,0.59,0.41,7500000,Informational,"Adwords Bottom, People Also Ask, Related Searches, AI Overview, Site Links, Video, Image","0.43,0.28,0.53,0.65,0.65,0.81,1.00,0.28,0.34,0.43,0.65,0.28",20,,
us,causes of painful knee and swelling,knee pain causes,,,,,170,36,0.59,0.41,51200000,Informational,"People Also Ask, Related Searches, Discussions And Forums, AI Overview, Site Links, Video, Image, Adwords Bottom","0.43,0.28,0.65,0.15,0.00,1.00,1.00,0.43,0.34,0.81,0.65,0.81",20,,
us,knee hip pain causes,knee pain causes,,,,,170,25,0.83,0.10,30800000,Informational,"People Also Ask, Related Searches, Discussions And Forums, AI Overview, Site Links, Video, Image","0.65,0.43,0.43,0.28,0.28,1.00,1.00,0.43,0.34,0.65,0.65,0.15",20,,
us,knee pain causes without injury,knee pain causes,,,,,170,11,0.00,0.00,427000000,Informational,"Site Links, Video, Image, Adwords Bottom, Related Searches, Discussions And Forums, AI Overview","0.80,0.80,0.65,1.00,0.80,0.80,0.65,0.53,0.34,0.34,0.65,0.80",20,,
us,knee pain common causes,knee pain causes,,,,,170,0,0.00,0.00,557000000,Informational,"People Also Ask, Related Searches, Discussions And Forums, AI Overview, Image Pack, Video, Image, Video Carousel","0.53,0.10,0.00,0.07,0.66,1.00,0.28,0.53,0.66,0.82,0.35,0.00",,,
us,pain behind the knee causes,knee pain causes,,,,,170,29,0.46,0.19,535000000,Informational,"Site Links, Video, Image, Video Carousel, People Also Ask, Related Searches, AI Overview","0.66,0.42,1.00,0.42,0.66,1.00,1.00,1.00,1.00,0.66,0.80,0.23",20,,
us,what can cause a knee pain,knee pain causes,,,,,170,26,0.65,0.33,873000000,Informational,"AI Overview, Image Pack, Site Links, Video, Image, People Also Ask, Related Searches, Discussions And Forums","0.00,0.00,0.35,0.00,0.29,0.00,0.66,0.29,0.29,0.54,1.00,0.81",20,,
us,what causes pain on the outside of the knee,knee pain causes,,,,,170,27,0.28,0.19,526000000,Informational,"Image Pack, Image, People Also Ask, Related Searches, AI Overview, Site Links, Video, Video Carousel, Adwords Middle","0.19,0.23,0.19,0.23,0.19,0.23,0.19,0.29,0.23,0.23,0.23,0.29",20,,
us,what would cause pain behind the knee,knee pain causes,,,,,170,23,0.32,0.21,869000000,Informational,"People Also Ask, Related Searches, AI Overview, Image Pack, Site Links, Video, Image, Video Carousel","0.65,0.65,0.80,0.65,0.65,0.80,0.53,1.00,0.53,0.80,0.80,0.80",20,,
us,can back problems cause knee pain,knee pain causes,,,,,140,11,0.00,0.00,659000000,Informational,"Video Carousel, People Also Ask, Related Searches, Discussions And Forums, AI Overview, Site Links, Video, Image","1.00,0.17,0.17,0.23,0.23,0.23,0.35,0.35,0.28,0.23,0.10,0.28",20,,
us,can bunions cause knee pain,knee pain causes,,,,,140,4,0.00,0.00,1620000,Informational,"Site Links, Video, Image, Related Searches, Discussions And Forums, AI Overview","0.42,0.66,0.52,1.00,0.80,0.66,0.66,0.80,0.66,0.66,0.52,0.52",20,,
us,can knee pain cause calf pain,knee pain causes,,,,,140,9,0.00,0.00,120000000,Informational,"Image, People Also Ask, Related Searches, Discussions And Forums, AI Overview, Site Links, Video","0.52,0.66,0.52,0.66,0.66,0.66,0.80,0.80,1.00,0.66,0.52,0.66",20,,
us,can tight hips cause knee pain,knee pain causes,,,,,140,16,0.00,0.00,50100000,Informational,"People Also Ask, Related Searches, Discussions And Forums, AI Overview, Site Links, Video, Image, Video Carousel","0.28,0.28,0.28,0.35,0.43,0.35,0.43,0.35,0.35,0.28,0.35,0.28",20,,
us,can varicose veins cause knee pain,knee pain causes,,,,,140,4,0.00,0.00,9650000,Informational,"Video, Image, People Also Ask, Related Searches, Discussions And Forums, AI Overview","0.28,0.34,0.03,0.43,0.03,0.12,0.65,0.81,0.81,0.53,0.81,0.81",90,,
us,causes inner knee pain,knee pain causes,,,,,140,25,0.31,0.18,9030000,Informational,"Site Links, Image, Video Carousel, Image Pack, Video, People Also Ask, Related Searches, Discussions And Forums, AI Overview","0.52,0.52,0.42,0.52,0.66,0.66,0.66,0.80,0.66,0.66,0.80,1.00",20,,
us,chronic knee pain causes,knee pain causes,,,,,140,54,0.00,0.00,266000000,Informational,"Site Links, Video, Image, People Also Ask, Related Searches, Image Pack, Video Carousel, Discussions And Forums, AI Overview","0.42,0.65,0.80,0.15,0.65,0.15,1.00,0.26,0.80,0.65,0.65,0.80",20,,
us,inner knee pain causes,knee pain causes,,,,,140,15,0.00,0.00,191000000,Informational,"Discussions And Forums, Image Pack, Video, Related Searches, AI Overview, Site Links, Image, Video Carousel, People Also Ask","0.34,0.34,0.34,0.53,0.43,0.43,0.43,0.28,0.34,0.43,1.00,0.28",20,,
us,what cause knee pain,knee pain causes,,,,,140,32,0.00,0.00,837000000,Informational,"AI Overview, Site Links, Video, Image, Video Carousel, People Also Ask, Related Searches, Discussions And Forums","0.02,0.03,0.01,0.05,0.13,0.08,0.02,0.24,0.06,0.20,0.20,0.16",20,,
us,what causes knee to swell and be painful,knee pain causes,,,,,140,30,0.95,0.46,3000000,Informational,"Video Carousel, Related Searches, Discussions And Forums, AI Overview, Site Links, Video, Image, Adwords Bottom","0.66,0.52,0.33,0.52,0.66,0.42,0.66,0.66,0.66,0.42,1.00,1.00",20,,
us,what causes pain and swelling in the knee,knee pain causes,,,,,140,33,0.67,0.37,85600000,Informational,"Video, People Also Ask, Related Searches, Discussions And Forums, Image Pack, Image, Video Carousel, AI Overview, Site Links","0.42,0.34,0.42,0.53,0.65,0.53,0.53,0.53,0.65,0.53,0.80,1.00",20,,
us,what causes pain behind knees,knee pain causes,,,,,140,26,0.58,0.18,157000000,Informational,"Image, Video Carousel, Related Searches, Discussions And Forums, AI Overview, Site Links","0.28,0.21,0.28,0.34,0.34,0.53,0.28,0.28,1.00,0.81,0.81,0.53",20,,
us,what causes pain on the inside of the knee,knee pain causes,,,,,140,27,0.31,0.23,546000000,Informational,"Site Links, Video, Image, Video Carousel, People Also Ask, Related Searches, AI Overview, Image Pack","0.34,0.53,0.53,0.65,0.53,0.15,0.34,0.80,0.42,0.42,0.53,0.53",20,,
us,what causes pain years after knee replacement,knee pain causes,,,,,140,5,1.24,0.04,189000000,Informational,"Video, Image, Video Carousel, People Also Ask, Related Searches, Discussions And Forums, AI Overview, Site Links","0.43,0.34,0.34,0.43,0.34,0.43,0.34,0.53,0.43,0.28,0.21,0.43",20,,
us,can a bad hip cause knee pain,knee pain causes,,,,,110,10,0.00,0.00,402000000,Informational,"Video, Image, Video Carousel, Related Searches, Discussions And Forums, AI Overview","0.06,0.06,0.06,0.08,0.08,0.10,0.10,0.10,0.10,0.10,0.08,0.10",90,,
us,can a bad knee cause hip pain,knee pain causes,,,,,110,9,0.00,0.00,312000000,Informational,"Discussions And Forums, AI Overview, Video, Image, Video Carousel, Related Searches","0.42,0.34,0.42,0.34,0.34,0.53,0.34,0.34,0.34,0.34,0.42,0.42",90,,
us,can gout cause knee pain,knee pain causes,,,,,110,23,0.71,0.13,20500000,Informational,"Image, Related Searches, Discussions And Forums, AI Overview, Site Links, Video","0.42,0.42,0.42,0.66,0.52,0.42,0.66,0.66,0.66,0.66,0.66,0.66",20,,
us,can hip bursitis cause knee pain,knee pain causes,,,,,110,19,0.00,0.00,4880000,Informational,"Related Searches, Discussions And Forums, AI Overview, Site Links, Video, Image","0.33,0.52,0.42,0.66,0.42,0.66,0.66,0.52,0.66,0.42,0.66,0.04",20,,
us,can hip problems cause knee pain,knee pain causes,,,,,110,20,0.00,0.00,294000000,Informational,"Video, Featured Snippet, Image, People Also Ask, Related Searches","0.06,0.06,0.15,0.11,0.01,0.11,0.08,0.15,0.11,0.11,0.08,0.11",80,,
us,can lower back pain cause knee pain,knee pain causes,,,,,110,13,0.00,0.00,686000000,Informational,"Discussions And Forums, AI Overview, Site Links, Video, Image, Video Carousel, People Also Ask, Related Searches","0.66,0.33,0.42,0.52,0.52,0.42,0.66,0.80,0.80,0.66,0.66,0.52",20,,
us,can shoes cause knee pain,knee pain causes,,,,,110,19,0.00,0.00,38900000,Informational,"AI Overview, Site Links, Video, Image, People Also Ask, Related Searches, Discussions And Forums","0.52,0.64,0.64,1.00,0.82,0.00,0.11,0.82,0.82,0.82,0.64,0.29",20,,
us,can stress cause knee pain,knee pain causes,,,,,110,7,0.00,0.00,207000000,Informational,"Discussions And Forums, AI Overview, Video, Image, People Also Ask, Related Searches","0.78,0.78,0.50,0.64,0.78,1.00,0.64,0.78,1.00,0.78,0.78,0.78",90,,
us,can tight quads cause knee pain,knee pain causes,,,,,110,11,0.00,0.00,4300000,Informational,"Site Links, Video, Image, People Also Ask, Related Searches, Discussions And Forums, AI Overview","0.66,0.52,0.52,0.09,0.66,0.66,0.33,0.19,0.80,0.66,0.66,0.52",20,,
us,cause of pain behind knee,knee pain causes,,,,,110,7,0.00,0.00,804000000,Informational,"People Also Ask, Discussions And Forums, AI Overview, Related Searches, Image Pack, Site Links, Video, Image, Video Carousel","0.15,0.15,0.15,0.19,0.01,0.15,0.15,0.15,0.19,0.23,0.23,0.09",20,,
us,causes of lower back and knee pain,knee pain causes,,,,,110,24,1.41,0.08,843000000,Informational,"AI Overview, Site Links, Video, Image, Video Carousel, People Also Ask, Related Searches, Discussions And Forums","0.82,0.64,1.00,0.41,0.82,1.00,0.41,0.41,0.64,0.64,0.82,0.52",20,,
us,does gout cause knee pain,knee pain causes,,,,,110,20,0.58,0.16,23900000,Informational,"Discussions And Forums, AI Overview, Video, Image, People Also Ask, Related Searches","0.41,0.41,0.41,0.64,0.64,0.64,0.64,0.82,0.64,0.82,0.82,0.64",90,,
us,hip pain causing knee pain,knee pain causes,,,,,110,6,0.00,0.00,112000000,Informational,"Image, Video Carousel, Related Searches, Discussions And Forums, AI Overview, Video","0.23,0.17,0.23,0.23,0.17,0.28,0.35,0.35,0.53,0.43,0.35,0.28",90,,
us,lateral knee pain causes,knee pain causes,,,,,110,30,0.00,0.00,889000000,Informational,"AI Overview, Image Pack, Site Links, Video, Image, People Also Ask, Related Searches, Discussions And Forums","0.42,0.04,0.19,0.04,1.00,0.80,0.80,0.66,0.66,0.52,0.04,0.66",20,,
us,what causes inner knee pain,knee pain causes,,,,,110,16,0.00,0.00,176000000,Informational,"Image Pack, Site Links, Video, Image, Video Carousel, Related Searches, Discussions And Forums, AI Overview","0.19,0.26,0.34,0.26,0.53,0.42,0.53,0.53,0.53,0.53,0.15,0.26",20,,
us,what causes pain in your knees,knee pain causes,,,,,110,39,1.08,0.39,183000000,Informational,"Site Links, Video, Image, Video Carousel, People Also Ask, Related Searches, AI Overview, Image Pack","0.66,0.52,0.42,1.00,0.00,0.00,0.80,0.42,0.33,0.66,0.66,0.80",20,,
us,what causes swollen knees and pain,knee pain causes,,,,,110,36,0.67,0.37,22200000,Informational,"Video Carousel, People Also Ask, Related Searches, Discussions And Forums, AI Overview, Site Links, Image","0.64,0.64,0.64,0.78,0.64,0.78,0.64,0.78,0.78,0.64,0.78,1.00",20,,
us,will fluid on the knee cause pain,knee pain causes,,,,,110,44,0.92,0.03,278000000,Informational,"Related Searches, Discussions And Forums, AI Overview, Site Links, Video, Image, Video Carousel","0.42,0.52,0.42,0.19,0.42,1.00,0.80,0.80,0.33,0.66,0.80,0.80",20,,
us,can a knee brace cause more pain,knee pain causes,,,,,90,8,0.00,0.00,4720000,Informational,"Image, Video Carousel, People Also Ask, Related Searches, Discussions And Forums, AI Overview, Video","0.09,0.09,0.00,0.00,0.12,0.21,0.43,0.43,0.81,1.00,0.34,0.03",90,,
us,can sciatica cause knee pain and swelling,knee pain causes,,,,,90,0,0.00,0.00,24600000,Informational,"Discussions And Forums, AI Overview, Site Links, Video, Image, People Also Ask, Related Searches","0.80,0.66,0.09,0.80,0.66,0.09,0.80,0.80,0.14,0.09,0.00,0.33",,,
us,can sneakers cause knee pain,knee pain causes,,,,,90,6,0.37,0.04,40700000,"Informational, Commercial","Video, Image, Related Searches, Discussions And Forums, AI Overview, Site Links","0.50,0.50,0.78,1.00,0.64,0.64,0.78,0.78,0.64,0.64,0.78,0.35",20,,
us,can the wrong shoes cause knee pain,knee pain causes,,,,,90,11,0.00,0.02,12800000,Informational,"Site Links, Video, Image, People Also Ask, Related Searches, Discussions And Forums, AI Overview","0.50,0.50,0.50,0.50,0.35,0.50,0.78,0.64,1.00,0.64,0.78,0.64",20,,
us,can wrong shoes cause knee pain,knee pain causes,,,,,90,17,0.00,0.02,15100000,Informational,"People Also Ask, Related Searches, Discussions And Forums, AI Overview, Site Links, Video, Image","0.50,0.50,0.64,0.78,0.50,0.78,0.78,0.50,1.00,1.00,0.78,0.78",20,,
us,causes of knee pain and swelling,knee pain causes,,,,,90,38,0.00,0.00,82700000,Informational,"Image Pack, Site Links, Video, Image, People Also Ask, Related Searches, AI Overview","0.10,0.12,0.17,0.17,0.10,0.10,0.17,0.05,0.28,0.66,0.35,0.66",20,,
us,does flat feet cause knee pain,knee pain causes,,,,,90,21,0.00,0.00,61500000,Informational,"Featured Snippet, Image, People Also Ask, Related Searches, Discussions And Forums, Image Pack, Site Links, Video","0.14,0.14,0.18,0.22,0.22,0.18,0.22,0.22,0.04,0.22,0.22,0.04",20,,
us,does pronation cause knee pain,knee pain causes,,,,,90,16,0.00,0.01,2380000,Informational,"Image Pack, Video, Image, People Also Ask, Related Searches, Discussions And Forums, AI Overview","0.33,0.33,0.42,0.42,0.33,0.42,0.52,0.42,0.42,0.52,0.42,0.33",90,,
us,knee pain cause,knee pain causes,,,,,90,34,0.00,0.00,796000000,Informational,"AI Overview, Image Pack, Video, Image, People Also Ask, Related Searches, Discussions And Forums","0.00,0.02,0.01,0.00,0.00,0.01,0.01,0.03,0.04,0.04,0.03,0.01",90,,
us,knee pain causes in young adults,knee pain causes,,,,,90,18,0.00,0.00,520000000,Informational,"Related Searches, Discussions And Forums, AI Overview, Image Pack, Video, Image, People Also Ask","0.08,0.10,0.08,0.10,0.08,0.01,0.01,0.00,0.01,0.00,0.01,0.00",90,,
us,knee pain causes shin ankle pain,knee pain causes,,,,,90,18,0.00,0.00,1050000000,Informational,"Related Searches, Discussions And Forums, Site Links, Video, Image, People Also Ask","0.36,1.00",20,,
us,posterior knee pain causes,knee pain causes,,,,,90,40,0.00,0.00,41400000,Informational,"Image, Video Carousel, People Also Ask, Related Searches, Image Pack, Site Links, Video, Featured Snippet","0.19,0.33,0.33,0.09,0.80,1.00,0.80,0.33,0.04,0.42,0.42,0.04",20,,
us,what can cause knee pain,knee pain causes,,,,,90,29,0.00,0.00,824000000,Informational,"Video, Image, Adwords Bottom, People Also Ask, Related Searches, AI Overview, Image Pack, Site Links","0.08,0.14,0.14,0.10,0.14,0.14,0.06,0.35,0.06,0.10,0.54,0.54",20,,
us,what causes knee cap pain,knee pain causes,,,,,90,41,0.30,0.32,74600000,Informational,"Image, People Also Ask, Related Searches, Discussions And Forums, AI Overview, Site Links, Video","0.52,0.52,0.52,0.64,0.52,0.52,0.52,0.64,0.52,0.52,0.41,0.29",20,,
us,what causes pain behind the knees,knee pain causes,,,,,90,29,0.45,0.22,177000000,Informational,"Video, Image, Video Carousel, People Also Ask, Related Searches, AI Overview, Site Links","0.00,0.04,0.23,0.80,0.80,0.80,0.09,0.23,0.04,1.00,0.80,0.42",20,,
us,back pain causing knee pain,knee pain causes,,,,,70,25,0.00,0.00,473000000,Informational,"Video, Featured Snippet, Image, People Also Ask, Related Searches, Discussions And Forums, Site Links","0.23,0.33,0.23,0.42,0.33,0.42,0.33,0.66,0.33,0.14,0.09,0.19",20,,
us,can a bunion cause knee pain,knee pain causes,,,,,70,6,0.00,0.00,1810000,Informational,"Image, People Also Ask, Related Searches, Discussions And Forums, AI Overview, Site Links","0.44,0.44,0.55,0.77,0.77,1.00,1.00,1.00,0.77,0.77,0.77,1.00",20,,
