Database,Keyword,Seed keyword,Page,Topic,Page type,Tags,Volume,Keyword Difficulty,CPC (USD),Competitive Density,Number of Results,Intent,SERP Features,Trend,Click potential,Content references,Competitors
us,sciatica vs radiculopathy,sciatica vs,,,,,210,22,0.00,0.00,2360000,Commercial,"Video, Image, Related Searches, Discussions And Forums, AI Overview","0.03,0.20,0.24,0.16,0.01,0.16,0.08,0.10,0.00,0.24,0.00,0.00",90,,
us,sciatica vs hamstring,sciatica vs,,,,,170,0,0.00,0.00,5940000,Commercial,"Discussions And Forums, AI Overview, Image Pack, Site Links, Video, Image, People Also Ask, Related Searches","0.01,0.01,0.00,0.01,0.00,0.01,0.01,0.01,0.01,0.01,1.00,0.01",,,
us,test for piriformis syndrome vs sciatica,sciatica vs,,,,,170,19,0.00,0.00,1030000,"Informational, Commercial","AI Overview, Video, Image, Video Carousel, People Also Ask, Related Searches, Discussions And Forums","0.14,0.14,0.11,0.21,0.21,0.21,0.17,0.21,0.21,0.21,0.21,0.21",90,,
us,sciatic pain vs piriformis,sciatica vs,,,,,140,17,0.00,0.03,369000,Commercial,"Featured Snippet, Image, Video Carousel, People Also Ask, Related Searches, Discussions And Forums, Video","0.76,0.13,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01",80,,
us,sciatica vs lumbar radiculopathy,sciatica vs,,,,,140,17,0.00,0.00,2370000,Commercial,"Image, Video Carousel, Related Searches, Discussions And Forums, AI Overview, Site Links, Video","0.01,0.07,0.07,0.07,0.11,0.02,0.09,0.05,0.01,0.03,0.07,0.01",20,,
us,sciatica vs si joint pain,sciatica vs,,,,,140,5,0.00,0.00,6750000,Informational,"Video, Image, Video Carousel, People Also Ask, Related Searches, Discussions And Forums, AI Overview, Image Pack","0.53,0.43,0.12,0.43,0.43,0.03,0.43,0.15,0.43,0.65,0.65,0.65",90,,
us,femoral nerve pain vs sciatica,sciatica vs,,,,,110,2,0.00,0.00,1460000,"Informational, Commercial","Image, Video Carousel, People Also Ask, Related Searches, Discussions And Forums, AI Overview, Image Pack, Video","0.28,0.35,0.35,0.53,0.43,0.10,0.43,0.35,0.07,0.05,0.02,0.00",90,,
us,radiculopathy vs sciatica,sciatica vs,,,,,110,17,0.00,0.00,2430000,Commercial,"People Also Ask, Related Searches, Discussions And Forums, AI Overview, Video, Image","0.02,0.01,0.23,0.02,0.23,0.01,0.01,0.06,0.01,0.23,0.00,0.19",90,,
us,sciatic notch male vs female,sciatica vs,,,,,110,13,0.00,0.00,335000,Informational,"Image Pack, Video, Image, Video Carousel, People Also Ask, Related Searches, AI Overview","0.28,0.17,0.28,0.43,0.35,0.28,0.17,0.28,0.12,0.23,0.35,0.35",90,,
us,cauda equina syndrome vs sciatica,sciatica vs,,,,,90,7,0.00,0.00,786000,"Informational, Commercial","Image, People Also Ask, Related Searches, Discussions And Forums, AI Overview, Image Pack, Video","0.35,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,1.00,0.35,0.35",90,,
us,localized back pain vs radiating pain sciatica,sciatica vs,,,,,90,0,0.00,0.00,159000,Commercial,"Video, Image, People Also Ask, Related Searches, AI Overview","0.21,1.00,1.00,0.78,0.50,0.21",,,
us,sciatic nerve vs l5 radiculopathy,sciatica vs,,,,,90,4,0.00,0.02,476000,Commercial,"Video, Image, Related Searches, AI Overview","0.80,1.00,0.66,0.52,0.19,0.33,0.33,0.33,0.33,0.23,0.42,0.14",90,,
us,sciatica vs neuropathy,sciatica vs,,,,,90,0,0.00,0.00,15300000,Commercial,"Video Carousel, People Also Ask, Related Searches, Discussions And Forums, AI Overview, Video, Image","0.50,0.35,0.50,0.64,0.50,0.50,0.64,1.00,1.00,0.78,0.64,0.78",,,
us,spinal stenosis vs sciatica,sciatica vs,,,,,90,8,0.00,0.00,13800000,"Informational, Commercial","AI Overview, Image Pack, Site Links, Video, Image, People Also Ask, Related Searches, Discussions And Forums","0.66,0.66,0.66,0.66,0.52,0.19,0.04,0.23,0.42,0.33,0.42,0.52",20,,
us,bursitis vs sciatica,sciatica vs,,,,,70,6,0.00,0.00,4440000,"Informational, Commercial","Image, People Also Ask, Related Searches, Discussions And Forums, AI Overview, Image Pack, Site Links, Video","0.05,0.52,0.52,0.52,0.05,0.29,0.11,0.29,0.52,0.52,0.64,0.29",20,,
us,cauda equina vs sciatica,sciatica vs,,,,,70,4,0.00,0.00,1090000,"Informational, Commercial","Image Pack, Video, Image, People Also Ask, Related Searches, Discussions And Forums, AI Overview","0.45,0.63,0.81,0.81,0.81,0.63,0.45,0.63,0.63,0.27,0.27,0.36",90,,
us,greater sciatic notch male vs female,sciatica vs,,,,,70,25,0.00,0.33,214000,Informational,"AI Overview, Image Pack, Video, Image, Video Carousel, People Also Ask, Related Searches","0.07,0.07,0.53,0.42,0.53,0.42,0.07,0.07,0.07,0.42,0.42,0.07",90,,
us,greater vs lesser sciatic notch,sciatica vs,,,,,70,16,0.00,0.33,53100,"Informational, Commercial","Image Pack, Video, Image, People Also Ask, Related Searches, AI Overview","0.07,0.07,0.07,0.34,0.15,0.07,0.53,0.07,0.07,0.15,1.00,0.07",90,,
us,hip pain vs sciatica,sciatica vs,,,,,70,14,0.00,0.00,22400000,Informational,"Related Searches, Discussions And Forums, AI Overview, Image Pack, Site Links, Video, Image","0.26,0.03,0.42,0.11,0.19,0.03,0.03,0.34,0.34,0.26,0.11,0.26",20,,
us,hip pain vs sciatica pain,sciatica vs,,,,,70,14,0.00,0.00,29000000,"Informational, Commercial","Discussions And Forums, AI Overview, Image Pack, Site Links, Video, Image, People Also Ask, Related Searches","0.66,0.66,0.52,0.80,0.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00",20,,
us,meralgia paresthetica vs sciatica,sciatica vs,,,,,70,10,0.00,0.00,75400,Informational,"Image Pack, Site Links, Video, Related Searches, AI Overview, Image, Video Carousel, People Also Ask, Discussions And Forums","0.21,0.21,0.21,0.21,0.21,0.21,0.28,0.28,0.21,0.28,0.15,0.15",20,,
us,neuropathy vs sciatica,sciatica vs,,,,,70,0,0.00,0.00,15600000,"Informational, Commercial","Image Pack, Video, Image, Video Carousel, People Also Ask, Related Searches, Discussions And Forums, AI Overview","0.77,0.77,0.77,0.55,0.55,1.00,0.77,0.77,0.77,0.55,1.00,1.00",,,
us,purple vs casper for sciatica 2025,sciatica vs,,,,,70,19,0.00,0.00,13200,"Informational, Commercial","Video Carousel, People Also Ask, Related Searches, AI Overview, Site Links, Video","0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.02,0.02,0.02,0.00",20,,
us,sacroiliitis vs sciatica,sciatica vs,,,,,70,0,0.00,0.00,211000,"Informational, Commercial","Image, People Also Ask, Related Searches, Discussions And Forums, AI Overview, Image Pack, Video","1.00,1.00,0.63,0.81,0.81,0.63,0.45,0.45,0.63,0.63,0.81,0.63",,,
us,sciatic vs hip pain,sciatica vs,,,,,70,0,0.76,0.07,5240000,"Informational, Commercial","Site Links, Video, Image, Video Carousel, People Also Ask, Related Searches, Discussions And Forums, AI Overview","1.00,0.77,0.33,0.55,0.55,0.55,0.55,0.55,1.00,0.77,1.00,1.00",,,
us,sciatica vs cauda equina,sciatica vs,,,,,70,4,0.00,0.00,155000,Commercial,"Site Links, Video, Image, Discussions And Forums, Image Pack, Video Carousel, People Also Ask, Related Searches, AI Overview","0.19,0.34,0.34,0.42,0.34,0.34,0.34,0.34,0.26,0.15,0.11,0.11",20,,
us,si joint vs sciatica,sciatica vs,,,,,70,10,0.00,0.00,8770000,Informational,"Image Pack, Video, Image, People Also Ask, Related Searches, AI Overview","0.64,0.64,0.52,0.05,0.64,0.00,0.00,0.64,0.11,1.00,0.82,0.05",90,,
us,dry needling vs acupuncture for sciatica,sciatica vs,,,,,50,0,0.00,0.00,1100000,"Informational, Commercial","Video Carousel, People Also Ask, Related Searches, Discussions And Forums, AI Overview, Video, Image","0.23,0.19,0.14,0.23,0.23,0.23,0.23,0.33,0.23,0.19,0.23,0.23",,,
us,femoral nerve vs sciatic nerve,sciatica vs,,,,,50,0,0.00,0.00,4720000,Informational,"People Also Ask, Related Searches, AI Overview, Image Pack, Site Links, Video, Image, Video Carousel","0.80,0.52,0.80,0.80,0.04,0.04,0.04,0.09,0.04,0.04,0.00,0.04",,,
us,hamstring vs sciatica,sciatica vs,,,,,50,0,0.00,0.00,5720000,"Informational, Commercial","Site Links, Video, Image, People Also Ask, Related Searches, Discussions And Forums, AI Overview","0.23,0.33,0.19,0.23,0.23,0.23,0.33,0.33,0.33,0.19,0.23,0.19",,,
us,hip bursitis vs sciatica,sciatica vs,,,,,50,4,0.00,0.00,3710000,Commercial,"Image, People Also Ask, Related Searches, Discussions And Forums, AI Overview, Video","0.09,0.45,0.45,0.45,0.45,0.45,0.63,0.45,0.63,0.36,0.63,0.18",90,,
us,it band vs sciatica,sciatica vs,,,,,50,0,0.00,0.00,10700000,"Informational, Commercial","Discussions And Forums, AI Overview, Image Pack, Video, Image, People Also Ask, Related Searches","0.45,0.63,0.81,1.00,0.18,0.00,0.18,0.00,0.63,0.18,0.00,0.81",,,
us,pinched nerve vs sciatica,sciatica vs,,,,,50,4,0.00,0.00,7500000,Informational,"Related Searches, Discussions And Forums, AI Overview, Image Pack, Video, Image, Video Carousel, People Also Ask","0.11,0.01,0.14,0.11,0.00,0.14,0.00,0.01,0.01,0.01,0.02,0.11",90,,
us,sciatic nerve vs femoral nerve,sciatica vs,,,,,50,30,0.00,0.00,4580000,Informational,"Video, Image, Video Carousel, People Also Ask, Related Searches, Discussions And Forums, AI Overview, Image Pack","1.00,0.66,0.52,1.00,0.04,0.04,0.04,0.00,0.00,0.00,0.04,0.04",90,,
us,sciatic vs femoral nerve,sciatica vs,,,,,50,22,0.00,0.00,4300000,Informational,"Video, Image, People Also Ask, Related Searches, Discussions And Forums, AI Overview, Image Pack, Site Links","1.00,0.64,0.82,1.00,0.05,0.05,0.05,0.11,0.00,0.00,0.00,0.00",20,,
us,sciatica vs bursitis,sciatica vs,,,,,50,3,0.00,0.00,4540000,Commercial,"Image, Related Searches, Discussions And Forums, AI Overview, Video","0.04,0.23,0.33,0.33,0.14,0.23,0.23,0.19,0.23,0.23,0.23,0.19",90,,
us,sciatica vs femoral nerve,sciatica vs,,,,,50,31,0.00,0.00,223000,Informational,"Site Links, Video, Image, Video Carousel, Related Searches, Discussions And Forums, AI Overview","0.15,0.10,0.07,0.07,0.12,0.00,0.00,0.01,0.00,0.00,0.00,0.00",20,,
us,sciatica vs hip pain,sciatica vs,,,,,50,8,0.00,0.00,20400000,Informational,"Site Links, Video, Image, Related Searches, Discussions And Forums, AI Overview","0.05,0.05,0.29,0.52,0.64,0.82,0.23,0.05,0.00,0.05,0.05,0.05",20,,
us,sciatica vs pinched nerve,sciatica vs,,,,,50,13,0.00,0.00,6680000,Informational,"Image, Video Carousel, People Also Ask, Related Searches, Discussions And Forums, Image Pack, Video, Featured Snippet","1.00,1.00,0.78,0.07,0.00,0.00,0.07,0.14,0.07,0.00,0.21,0.78",80,,
us,fibromyalgia vs sciatica,sciatica vs,,,,,40,21,1.92,0.02,5070000,"Informational, Commercial","Site Links, Video, Image, People Also Ask, Related Searches, Discussions And Forums, AI Overview, Image Pack","0.64,0.64,0.00,0.00,0.64,0.00,1.00,0.64,0.00,0.00,0.00,0.00",20,,
us,greater vs lesser sciatic foramen,sciatica vs,,,,,40,0,0.00,0.33,,,,"0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.52,0.09,1.00",,,
us,piriformis syndrome vs sciatica test,sciatica vs,,,,,40,11,0.00,0.00,845000,Commercial,"Video Carousel, Related Searches, Discussions And Forums, AI Overview, Image Pack, Video, Image","0.42,0.42,0.57,0.42,0.71,0.57,0.71,0.57,0.71,0.71,0.71,0.57",90,,
us,robaxin vs flexeril for sciatica,sciatica vs,,,,,40,13,0.00,0.00,3090,"Informational, Commercial","Discussions And Forums, AI Overview, Site Links, Video, Image, People Also Ask, Related Searches","0.09,0.00,0.09,0.00,0.81,0.45,0.63,0.63,0.09,0.63,0.09,0.63",20,,
us,sacroiliac joint vs sciatica,sciatica vs,,,,,40,6,0.00,0.00,13100000,Informational,"Image Pack, Video, Image, Video Carousel, People Also Ask, Related Searches, AI Overview","0.41,0.52,0.52,0.41,0.00,0.05,0.05,0.11,0.05,0.11,0.29,0.00",90,,
us,sacroiliac vs sciatica,sciatica vs,,,,,40,9,0.00,0.33,2250000,"Informational, Commercial","Related Searches, Discussions And Forums, AI Overview, Image Pack, Video, Image, Video Carousel, People Also Ask","0.00,0.00,0.00,0.00,0.00,0.18,0.18,1.00,1.00,0.27,1.00,0.18",90,,
us,sciatica vs arthritis,sciatica vs,,,,,40,0,0.00,0.00,,,,"1.00,0.09,0.00,0.04,0.04,0.00,0.00,0.19,0.14,0.14,0.14,0.14",,,
us,sciatica vs blood clot,sciatica vs,,,,,40,10,0.00,0.00,823000,"Informational, Commercial","AI Overview, Site Links, Video, Image, Related Searches, Discussions And Forums","1.00,0.66,0.33,0.00,0.04,0.00,0.00,0.04,0.00,0.00,0.00,0.00",20,,
us,sciatica vs piriformis syndrome test,sciatica vs,,,,,40,0,0.00,0.00,,,,"0.22,0.33,0.33,0.33,0.33,0.44,0.11,1.00,0.55,0.55,0.33,0.33",,,
us,sciatica vs sacroiliac pain,sciatica vs,,,,,40,9,0.00,0.00,18400000,Informational,"Discussions And Forums, AI Overview, Image Pack, Video, Image, Video Carousel, People Also Ask, Related Searches","0.09,0.33,0.33,0.33,0.42,0.04,0.00,0.00,0.00,0.09,0.19,0.04",90,,
us,sciatica vs spinal stenosis,sciatica vs,,,,,40,9,0.00,0.00,12300000,"Informational, Commercial","Video, Image, Video Carousel, People Also Ask, Related Searches, Discussions And Forums, AI Overview, Image Pack","0.29,0.29,0.41,0.29,0.23,0.00,0.17,0.17,0.17,0.11,0.41,0.52",90,,
us,slipped disc vs sciatica,sciatica vs,,,,,40,0,0.00,0.00,4680000,Commercial,"People Also Ask, Related Searches, Discussions And Forums, AI Overview, Site Links, Video, Image, Video Carousel","0.71,0.71,0.42,0.14,0.57,0.57,0.14,1.00,0.71,0.57,0.71,0.71",,,
us,dvt vs sciatica,sciatica vs,,,,,30,0,0.00,0.00,,,,"1.00,0.45,0.36,0.00,0.63,0.00,0.00,0.63,0.00,0.00,0.18,0.09",,,
us,femoral vs sciatic nerve,sciatica vs,,,,,30,0,0.00,0.00,,,,"0.64,0.29,0.41,0.64,0.23,0.05,0.00,0.00,0.00,0.00,0.05,0.05",,,
us,gluteal tendinopathy vs sciatica,sciatica vs,,,,,30,0,0.00,0.33,,,,"0.42,0.71,0.57,1.00,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28",,,
us,herniated disk vs sciatica,sciatica vs,,,,,30,0,0.00,0.00,,,,"0.42,0.57,0.42,0.28,0.00,0.00,0.00,0.42,0.57,0.71,0.57,0.57",,,
us,lower back pain vs sciatica,sciatica vs,,,,,30,0,0.00,0.00,,,,"0.09,0.18,0.27,0.18,0.27,0.45,0.09,0.36,0.45,0.27,0.36,0.36",,,
us,obturator foramen vs lesser sciatic foramen,sciatica vs,,,,,30,0,0.00,0.33,,,,"0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,1.00,0.18,0.18",,,
us,piriformis vs sciatica pain,sciatica vs,,,,,30,0,0.00,0.09,,,,"0.40,0.40,0.40,0.80,1.00,1.00,0.40,0.40,0.40,0.40,0.60,0.60",,,
us,piriformis vs sciatica test,sciatica vs,,,,,30,0,0.00,0.00,,,,"0.28,0.28,0.28,0.14,0.14,0.42,0.42,0.42,0.71,0.71,0.57,0.57",,,
us,pudendal nerve vs sciatic nerve,sciatica vs,,,,,30,0,0.00,0.33,,,,"0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,1.00,0.18",,,
us,sacroiliac joint pain vs sciatica,sciatica vs,,,,,30,0,0.00,0.00,,,,"0.19,0.07,0.03,0.26,0.07,0.07,0.03,0.03,0.07,0.19,0.19,0.00",,,
us,sciatic vs femoral nerve pain,sciatica vs,,,,,30,0,0.00,0.00,,,,"0.18,0.18,0.18,1.00,1.00,0.18,0.09,0.09,0.00,0.00,0.00,0.00",,,
us,sciatic vs pudendal pain,sciatica vs,,,,,30,0,0.00,0.00,,,,"0.25,1.00,1.00,1.00",,,
us,sciatica vs back pain,sciatica vs,,,,,30,0,0.00,0.00,,,,"0.40,0.20,0.40,0.20,0.60,0.00,0.00,0.80,0.80,0.80,1.00,1.00",,,
us,sciatica vs herniated disc symptoms,sciatica vs,,,,,30,0,0.00,0.00,,,,"0.80,1.00,0.60,0.00,0.00,0.40,0.40,0.80,0.60,1.00,0.80,0.80",,,
us,sciatica vs lower back pain,sciatica vs,,,,,30,0,0.00,0.00,,,,"0.00,0.25,0.25,0.75,0.75,0.75,0.50,0.75,1.00,0.75,1.00,1.00",,,
us,sciatica vs slipped disc,sciatica vs,,,,,30,0,0.00,0.00,,,,"0.05,0.07,0.05,0.12,0.00,0.00,0.02,0.07,0.07,0.07,0.10,0.10",,,
us,si pain vs sciatica,sciatica vs,,,,,30,0,0.00,0.00,,,,"0.80,0.80,1.00,0.20,1.00,0.00,0.00,0.40,0.40,0.60,0.60,0.80",,,
us,tibial nerve vs sciatic nerve,sciatica vs,,,,,30,0,0.00,0.33,,,,"0.18,0.18,0.18,1.00,0.18,0.63,0.18,0.18,0.18,0.18,0.18,0.18",,,
us,ankylosing spondylitis vs sciatica,sciatica vs,,,,,20,0,0.00,0.33,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,,
us,arachnoiditis vs sciatica,sciatica vs,,,,,20,0,0.00,0.33,,,,"0.11,0.15,0.11,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07",,,
us,arthritis vs sciatica,sciatica vs,,,,,20,0,0.00,0.00,,,,"0.75,0.75,0.75,0.75,0.00,0.00,0.25,0.50,1.00,1.00,0.75,0.75",,,
us,avascular necrosis vs sciatica,sciatica vs,,,,,20,0,0.00,0.33,,,,"0.28,0.28,0.00,0.00,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28",,,
us,back pain vs sciatica,sciatica vs,,,,,20,0,0.00,0.00,,,,"0.00,0.00,0.18,0.09,0.09,0.18,0.09,0.18,0.18,0.18,0.18,0.27",,,
us,baclofen vs flexeril for sciatica,sciatica vs,,,,,20,0,0.00,0.00,,,,"0.00,0.50,0.00,0.00,0.75,0.75,1.00,0.00",,,
us,bulging disc vs sciatica,sciatica vs,,,,,20,0,0.00,0.00,,,,"0.60,0.60,0.40,0.40,0.20,0.00,0.40,0.40,0.60,0.60,0.60,0.40",,,
us,bursitis vs sciatica pain,sciatica vs,,,,,20,0,0.00,0.33,,,,"1.00,0.50,0.50,0.50,1.00,0.50,0.50,0.50,0.50,0.50,0.75,0.50",,,
us,chiropractor vs massage for sciatica,sciatica vs,,,,,20,0,0.00,0.00,,,,"0.00,0.00,0.50,0.50,0.50,0.25,0.50,0.75,1.00,1.00,0.75,1.00",,,
us,claudication vs sciatica,sciatica vs,,,,,20,0,0.00,0.33,,,,"0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66",,,
us,deep gluteal syndrome vs sciatica,sciatica vs,,,,,20,0,0.00,0.33,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,,
us,degenerative disc disease vs sciatica,sciatica vs,,,,,20,0,0.00,0.33,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,,
us,diabetic neuropathy vs sciatica,sciatica vs,,,,,20,0,0.00,0.00,,,,"0.66,0.33,0.33,0.33,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.33",,,
us,disc bulge vs sciatica,sciatica vs,,,,,20,0,0.00,0.06,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,,
us,dvt vs sciatica pain,sciatica vs,,,,,20,0,0.00,0.03,,,,"0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07",,,
us,gabapentin vs lyrica for sciatica,sciatica vs,,,,,20,0,0.00,0.33,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,,
us,gout vs sciatica,sciatica vs,,,,,20,0,0.00,0.03,,,,"0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,,
us,greater sciatic foramen vs obturator foramen,sciatica vs,,,,,20,0,0.00,0.33,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,,
us,greater sciatic notch female vs male,sciatica vs,,,,,20,0,0.00,0.33,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,,
us,greater sciatic notch male vs. female,sciatica vs,,,,,20,0,0.00,0.33,,,,"0.18,0.18,0.63,0.63,0.00,0.00,0.00,0.00,0.00,0.00,0.63,0.18",,,
