Database,Keyword,Seed keyword,Page,Topic,Page type,Tags,Volume,Keyword Difficulty,CPC (USD),Competitive Density,Number of Results,Intent,SERP Features,Trend,Click potential,Content references,Competitors
us,what are the symptoms of neuropathy,neuropathy symptoms,,,,,1000,49,0.00,0.00,25200000,Informational,"Image, Adwords Top, Adwords Bottom, Video Carousel, Related Searches, Discussions And Forums, AI Overview, Video","0.46,0.46,0.46,0.37,0.52,0.68,0.68,0.68,0.68,0.68,0.52,0.52",90,,
us,autonomic neuropathy symptoms,neuropathy symptoms,,,,,880,70,0.00,0.00,12000000,Informational,"Image Pack, Site Links, Video, Image, People Also Ask, Related Searches, AI Overview","0.55,0.55,0.55,0.76,0.67,0.55,0.55,0.67,0.67,0.67,0.67,0.55",20,,
us,alcohol neuropathy symptoms,neuropathy symptoms,,,,,720,48,0.00,0.00,259000000,Informational,"Featured Snippet, People Also Ask","0.59,0.59,0.59,0.88,1.00,0.88,0.72,0.72,0.72,0.72,0.59,0.59",80,,
us,foot neuropathy symptoms,neuropathy symptoms,,,,,590,46,0.00,0.00,27500000,Informational,"Video, Adwords Bottom, People Also Ask, Related Searches, Image Pack, Image, Video Carousel, Discussions And Forums, AI Overview","0.00,0.00,0.00,0.00,0.13,0.13,0.16,0.03,0.13,0.13,0.10,0.08",90,,
us,symptom of neuropathy,neuropathy symptoms,,,,,590,77,0.00,0.00,25300000,Informational,"People Also Ask, Related Searches, Discussions And Forums, AI Overview, Image, Video Carousel","0.88,0.48,0.48,0.48,0.88,1.00,0.59,0.59,0.88,0.72,0.59,0.26",90,,
us,symptoms of peripheral neuropathy in feet,neuropathy symptoms,,,,,590,55,0.00,0.00,22300000,Informational,"Video, Image, Video Carousel, People Also Ask, Related Searches, Discussions And Forums, AI Overview, Image Pack","1.00,0.76,0.76,0.76,0.76,0.76,0.67,0.02,0.00,0.00,0.00,0.00",90,,
us,fiber neuropathy symptoms,neuropathy symptoms,,,,,480,21,0.62,0.06,15100000,Informational,"Related Searches, Discussions And Forums, AI Overview, Image Pack, Video, Image, People Also Ask","0.52,0.16,0.11,0.46,0.46,0.25,0.11,0.31,0.11,0.16,0.11,0.05",90,,
us,symptoms of neuropathy in feet,neuropathy symptoms,,,,,480,29,0.00,0.00,34900000,Informational,"Discussions And Forums, Image Pack, Video, Image, Adwords Bottom, People Also Ask, Related Searches, AI Overview, Video Carousel","0.01,0.00,0.00,0.00,0.00,0.05,0.13,0.18,0.24,0.18,0.16,0.10",90,,
us,symptoms of peripheral neuropathy,neuropathy symptoms,,,,,480,62,0.00,0.00,44800000,Informational,"AI Overview, Image Pack, Video, Image, Adwords Bottom, People Also Ask, Related Searches, Discussions And Forums","0.01,0.00,0.04,0.04,0.05,0.05,0.03,0.03,0.01,0.02,0.00,0.04",90,,
us,what are the 5 main symptoms of diabetic neuropathy,neuropathy symptoms,,,,,480,54,0.00,0.00,34500000,Informational,"Image Pack, Site Links, Video, Image, People Also Ask, Related Searches, AI Overview","0.59,0.72,0.59,0.59,0.59,0.59,0.72,0.72,0.48,0.01,0.21,0.04",20,,
us,neuropathy autonomic symptoms,neuropathy symptoms,,,,,390,65,0.85,0.03,11500000,Informational,"AI Overview, Site Links, Video, Image, People Also Ask, Related Searches","0.54,0.66,0.54,0.66,0.66,0.54,0.54,0.54,0.66,0.81,1.00,0.15",20,,
us,optic neuropathy symptoms,neuropathy symptoms,,,,,320,60,0.00,0.00,10600000,Informational,"Site Links, Video, Image, People Also Ask, Related Searches, Discussions And Forums, AI Overview","0.66,0.54,0.81,1.00,1.00,1.00,0.43,0.81,0.66,0.54,0.54,0.43",20,,
us,what are symptoms of neuropathy,neuropathy symptoms,,,,,320,42,0.00,0.00,30600000,Informational,"Discussions And Forums, AI Overview, Site Links, Image, Adwords Bottom, Video Carousel, Related Searches","0.00,0.00,0.00,0.16,0.00,0.20,0.00,0.20,0.24,0.36,0.24,0.81",20,,
us,neuropathy hand symptoms,neuropathy symptoms,,,,,260,39,0.63,0.14,28100000,Informational,"Video Carousel, Related Searches, Discussions And Forums, AI Overview, Image Pack, Site Links, Video, Image","0.66,0.23,0.35,0.11,0.23,1.00,0.81,0.28,0.23,0.66,0.81,0.11",20,,
us,peripheral neuropathy in legs symptoms,neuropathy symptoms,,,,,260,53,0.67,0.20,21400000,Informational,"Video, Image, Video Carousel, People Also Ask, Related Searches, Discussions And Forums, AI Overview, Image Pack","0.09,0.06,0.09,0.19,0.12,0.12,0.09,0.44,0.81,0.66,0.81,1.00",90,,
us,diabetic peripheral neuropathy symptoms,neuropathy symptoms,,,,,210,71,0.00,0.00,20000000,Informational,"People Also Ask, Related Searches, AI Overview, Image Pack, Site Links, Video, Image","0.00,0.01,0.02,0.79,0.00,0.00,0.02,0.02,0.02,0.01,0.00,0.00",20,,
us,multifocal motor neuropathy symptoms,neuropathy symptoms,,,,,210,43,0.00,0.00,1150000,Informational,"Image Pack, Site Links, Video, Featured Snippet, Image, People Also Ask, Related Searches","0.43,0.43,0.43,0.43,0.43,0.54,0.43,0.35,0.35,0.43,0.29,0.22",20,,
us,neuropathy symptoms in feet,neuropathy symptoms,,,,,210,32,0.00,0.00,26000000,Informational,"Related Searches, Discussions And Forums, AI Overview, Image Pack, Video, Image, People Also Ask","0.02,0.01,0.01,0.01,0.01,0.04,0.24,0.24,0.07,0.20,0.03,0.04",90,,
us,vitamin b12 neuropathy symptoms,neuropathy symptoms,,,,,210,63,0.16,0.16,11500000,Informational,"Site Links, Image, People Also Ask, Related Searches, Discussions And Forums, AI Overview","0.53,0.53,0.65,0.80,0.80,0.80,0.80,1.00,1.00,0.80,0.65,0.65",20,,
us,peripheral neuropathy early symptoms,neuropathy symptoms,,,,,170,0,0.00,0.00,27900000,Informational,"Video, Image, Video Carousel, Related Searches, Discussions And Forums, AI Overview, Image Pack, Site Links","0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
us,peroneal neuropathy symptoms,neuropathy symptoms,,,,,170,0,0.00,0.00,1640000,Informational,"Video, Image, Related Searches, Discussions And Forums, AI Overview","0.03,0.04,0.36,1.00,0.15,0.12,0.19,0.05,0.04,0.03,0.05,0.10",,,
us,symptoms for neuropathy,neuropathy symptoms,,,,,170,49,0.00,0.00,35400000,Informational,"Site Links, Video, Image, Video Carousel, Related Searches, Discussions And Forums, AI Overview","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",20,,
us,peripheral neuropathy leg symptoms,neuropathy symptoms,,,,,140,44,0.67,0.20,23100000,Informational,"Image Pack, Video, Image, Video Carousel, People Also Ask, Related Searches, Discussions And Forums, AI Overview","0.35,0.54,0.18,0.29,0.43,0.35,1.00,0.00,0.00,0.00,0.00,0.00",90,,
us,sign and symptoms of neuropathy,neuropathy symptoms,,,,,140,40,0.36,0.21,31100000,Informational,"AI Overview, Image Pack, Image, Adwords Bottom, Video Carousel, People Also Ask, Related Searches","0.80,1.00,1.00,1.00,1.00,0.80,1.00,0.33,0.19,0.42,0.33,0.23",90,,
us,symptoms of neuropathy feet,neuropathy symptoms,,,,,140,34,0.32,0.26,29000000,Informational,"Related Searches, Discussions And Forums, AI Overview, Image Pack, Site Links, Video, Image","0.36,0.19,0.12,0.15,0.06,1.00,0.29,0.00,0.00,0.00,0.00,0.00",20,,
us,beginning symptoms of neuropathy,neuropathy symptoms,,,,,110,29,0.49,0.18,27600000,Informational,"People Also Ask, Related Searches, Discussions And Forums, Image Pack, Video, Featured Snippet, Image","1.00,0.78,0.78,1.00,0.78,0.78,1.00,1.00,0.78,1.00,1.00,0.78",80,,
us,diabetic neuropathy symptoms in feet,neuropathy symptoms,,,,,110,57,0.00,0.00,14300000,Informational,"Site Links, Video, Image, Video Carousel, People Also Ask, Related Searches, AI Overview, Image Pack","0.21,0.14,0.07,0.26,0.26,0.05,0.04,0.07,0.07,0.04,0.01,0.01",20,,
us,gastrointestinal autonomic neuropathy symptoms,neuropathy symptoms,,,,,110,0,0.00,0.00,4440000,Informational,"People Also Ask, Related Searches, Discussions And Forums, AI Overview, Image Pack, Site Links, Video, Image","0.35,0.29,0.35,0.22,0.22,0.22,0.22,0.14,0.18,0.10,0.10,0.04",,,
us,peripheral neuropathy symptoms in legs and feet,neuropathy symptoms,,,,,110,59,0.53,0.31,938000,Informational,"Discussions And Forums, AI Overview, Image, Video Carousel, People Also Ask, Related Searches","0.23,0.23,0.28,0.07,0.17,0.35,0.43,0.23,0.23,0.35,0.43,1.00",90,,
us,pre diabetic neuropathy symptoms,neuropathy symptoms,,,,,110,37,0.00,0.00,12900000,Informational,"AI Overview, Image Pack, Site Links, Video, Image, People Also Ask, Related Searches, Discussions And Forums","0.06,0.23,0.23,0.23,0.23,0.23,0.23,0.28,0.28,0.15,0.00,0.03",20,,
us,spinal neuropathy symptoms,neuropathy symptoms,,,,,110,41,0.00,0.00,26300000,Informational,"Image, Related Searches, Discussions And Forums, AI Overview, Image Pack, Site Links, Video","1.00,0.80,0.66,0.80,1.00,1.00,0.66,0.09,0.23,0.04,0.00,0.00",20,,
us,symptom of diabetic neuropathy,neuropathy symptoms,,,,,110,62,0.00,0.00,17200000,Informational,"Site Links, Video, Image, Video Carousel, People Also Ask, Related Searches, AI Overview","1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",20,,
us,symptoms diabetic neuropathy feet,neuropathy symptoms,,,,,110,51,0.86,0.16,1580000,Informational,"Discussions And Forums, AI Overview, Site Links, Video, Image, Video Carousel, Related Searches","0.78,0.64,0.64,0.64,0.78,0.78,1.00,1.00,0.78,0.64,1.00,0.78",20,,
us,symptoms of alcoholic neuropathy,neuropathy symptoms,,,,,110,47,0.00,0.00,241000000,Informational,Featured Snippet,"0.12,0.12,0.19,0.15,0.06,0.23,0.09,0.15,0.12,0.12,0.09,0.09",80,,
us,symptoms of peripheral neuropathy in feet and legs,neuropathy symptoms,,,,,110,52,0.53,0.31,20000000,Informational,"Featured Snippet, Image, Adwords Bottom, People Also Ask, Related Searches, Discussions And Forums, Site Links, Video","0.23,0.23,0.28,0.07,0.17,0.35,0.43,0.23,0.17,0.35,0.43,1.00",20,,
us,symptoms of small fiber neuropathy in legs,neuropathy symptoms,,,,,110,30,0.00,0.00,2650000,Informational,"People Also Ask, Related Searches, Discussions And Forums, AI Overview, Video, Image, Video Carousel","0.01,0.00,0.00,0.00,0.00,0.01,0.02,0.01,0.13,0.10,0.10,0.10",90,,
us,treatment of peripheral neuropathy symptoms,neuropathy symptoms,,,,,110,51,1.26,0.56,21300000,Informational,"Discussions And Forums, AI Overview, Site Links, Video, Image, People Also Ask, Related Searches","0.78,0.50,0.78,0.78,1.00,0.78,1.00,0.64,1.00,0.78,1.00,0.78",20,,
us,ischemic optic neuropathy symptoms,neuropathy symptoms,,,,,90,43,0.00,0.00,2630000,Informational,"Discussions And Forums, AI Overview, Site Links, Video, Image, People Also Ask, Related Searches","0.01,0.05,0.04,0.07,0.07,0.03,0.05,0.03,0.07,0.04,0.03,0.04",20,,
us,large fiber neuropathy symptoms,neuropathy symptoms,,,,,90,66,0.00,0.02,9330000,Informational,"Image Pack, Video, Image, People Also Ask, Related Searches, Discussions And Forums, AI Overview","0.23,0.23,0.23,0.23,0.17,0.23,0.28,0.28,0.23,0.28,0.23,0.28",90,,
us,neuropathy in hands symptoms,neuropathy symptoms,,,,,90,41,0.00,0.00,35600000,Informational,"Discussions And Forums, AI Overview, Video, Image, Video Carousel, People Also Ask, Image Pack, Site Links, Related Searches","0.53,0.28,0.07,0.35,0.02,0.05,0.02,0.53,0.02,0.53,0.43,0.05",20,,
us,neuropathy symptoms feet legs,neuropathy symptoms,,,,,90,57,0.53,0.31,3800000,Informational,"AI Overview, Video, Image, Video Carousel, People Also Ask, Related Searches, Discussions And Forums","0.34,0.34,0.26,0.34,0.34,0.42,0.26,0.42,0.34,0.34,0.42,0.65",90,,
us,rheumatoid arthritis neuropathy symptoms,neuropathy symptoms,,,,,90,34,1.53,0.25,20100000,Informational,"Related Searches, Discussions And Forums, AI Overview, Site Links, Video, Image, People Also Ask","0.64,0.50,0.50,0.50,0.50,0.64,0.78,0.78,0.50,0.78,0.50,0.64",20,,
us,symptoms of diabetic neuropathy foot pain,neuropathy symptoms,,,,,90,0,0.86,0.16,4760000,"Informational, Commercial","AI Overview, Site Links, Video, Image, Video Carousel, Related Searches, Discussions And Forums","1.00,1.00,1.00,1.00,1.00,0.63,1.00,0.81,0.63,1.00,0.45,0.36",,,
us,symptoms of toxic neuropathy,neuropathy symptoms,,,,,90,41,0.00,0.00,22200000,Informational,"Discussions And Forums, AI Overview, Video, Image, People Also Ask, Related Searches","0.23,0.18,0.11,0.11,0.11,0.15,0.11,0.18,0.23,0.18,0.15,0.11",90,,
us,trigeminal neuropathy symptoms,neuropathy symptoms,,,,,90,56,0.00,0.00,4930000,Informational,"AI Overview, Image Pack, Video, Image, Video Carousel, People Also Ask, Related Searches, Discussions And Forums","0.29,0.52,0.52,0.00,0.00,0.41,1.00,0.82,1.00,1.00,0.05,0.17",90,,
us,what are diabetic neuropathy symptoms,neuropathy symptoms,,,,,90,57,0.89,0.26,13200000,Informational,"Video Carousel, Related Searches, Discussions And Forums, AI Overview, Site Links, Image","0.41,0.52,0.41,0.52,0.52,0.82,0.64,0.52,0.52,0.52,0.82,0.23",20,,
us,drug-induced neuropathy symptoms,neuropathy symptoms,,,,,70,32,0.00,0.00,26500000,Informational,"Discussions And Forums, AI Overview, Site Links, Video, Image, People Also Ask, Related Searches","0.52,0.52,0.42,0.52,0.00,0.00,0.42,0.33,0.33,0.42,0.42,0.33",20,,
us,knee neuropathy symptoms,neuropathy symptoms,,,,,70,16,0.00,0.00,39300000,Informational,"Image, People Also Ask, Related Searches, Discussions And Forums, AI Overview, Image Pack, Site Links, Video","0.14,0.14,0.14,0.22,0.18,0.02,0.14,0.10,0.14,0.18,0.14,0.06",20,,
us,lyme disease neuropathy symptoms,neuropathy symptoms,,,,,70,40,0.00,0.00,1740000,Informational,"Site Links, Video, Image, Adwords Bottom, Related Searches, AI Overview","0.29,0.29,0.00,0.00,0.52,0.64,0.64,0.82,0.82,0.64,0.41,0.29",20,,
us,motor neuropathy symptoms,neuropathy symptoms,,,,,70,59,0.00,0.00,20800000,Informational,"Image Pack, Video, Image, People Also Ask, Related Searches, AI Overview","0.10,0.18,0.14,0.22,0.18,0.14,0.18,0.14,0.14,0.10,0.14,0.14",90,,
us,neuropathy from chemotherapy symptoms,neuropathy symptoms,,,,,70,0,0.68,0.11,2680000,Informational,"Video, Image, Video Carousel, People Also Ask, Related Searches, Discussions And Forums, AI Overview, Site Links","0.45,0.45,0.45,0.27,0.81,0.81,1.00,0.81,0.81,0.63,0.81,0.63",,,
us,peripheral neuropathy causes symptoms,neuropathy symptoms,,,,,70,64,0.31,0.19,24900000,Informational,"People Also Ask, Related Searches, Discussions And Forums, AI Overview, Video, Image","0.50,0.50,0.35,0.50,0.50,0.50,1.00,0.50,0.50,0.50,0.50,0.35",90,,
us,peripheral neuropathy symptoms and causes,neuropathy symptoms,,,,,70,77,0.53,0.20,28600000,Informational,"Video, Image, Video Carousel, Related Searches, Discussions And Forums, AI Overview, Image Pack, Site Links","0.64,0.50,0.50,0.35,0.50,0.50,1.00,0.64,0.50,0.50,0.50,0.64",20,,
us,peripheral neuropathy symptoms and signs,neuropathy symptoms,,,,,70,32,0.36,0.21,15200000,Informational,"AI Overview, Image Pack, Video, Image, People Also Ask, Related Searches, Discussions And Forums","0.00,0.00,0.00,0.04,0.04,0.00,0.00,0.66,0.33,0.66,0.80,1.00",90,,
us,peripheral neuropathy symptoms in feet,neuropathy symptoms,,,,,70,46,0.00,0.00,21400000,Informational,"Video, Image, Related Searches, AI Overview, Site Links","0.00,0.00,0.01,0.01,0.00,0.02,0.00,0.02,0.00,0.00,0.00,0.00",20,,
us,symptom of autonomic neuropathy,neuropathy symptoms,,,,,70,65,0.65,0.03,2500000,Informational,"Things To Know, AI Overview, Image Pack, Site Links, Video, Image, People Also Ask, Related Searches","0.05,0.07,0.07,0.03,0.07,0.07,0.07,0.05,0.07,0.07,0.07,0.07",20,,
us,symptom of neuropathy in feet,neuropathy symptoms,,,,,70,47,0.29,0.31,24000000,Informational,"AI Overview, Image Pack, Video, Image, Adwords Bottom, Video Carousel, People Also Ask, Related Searches","0.12,0.12,0.12,0.15,0.12,0.12,0.15,0.15,1.00,0.00,0.00,0.00",90,,
us,which is a symptom of autonomic neuropathy,neuropathy symptoms,,,,,70,62,0.00,0.00,6800000,Informational,"Site Links, Video, Image, People Also Ask, Related Searches, AI Overview","0.01,0.06,0.08,0.05,0.04,0.03,0.04,0.02,0.01,0.05,0.06,0.03",20,,
us,amyloidosis neuropathy symptoms,neuropathy symptoms,,,,,50,18,0.00,0.00,1880000,Informational,"Site Links, Video, Image, Adwords Bottom, Related Searches, AI Overview","0.14,0.28,0.21,0.28,0.28,1.00,0.50,0.64,0.35,0.07,0.00,0.00",20,,
us,ankle neuropathy symptoms,neuropathy symptoms,,,,,50,24,0.00,0.00,26400000,Informational,"Discussions And Forums, AI Overview, Video, Image, Video Carousel, People Also Ask, Related Searches","0.42,0.23,0.23,0.33,0.42,0.33,0.19,0.23,0.19,0.14,0.19,0.14",90,,
us,auditory neuropathy symptoms,neuropathy symptoms,,,,,50,32,0.00,0.00,3090000,Informational,"Video, Image, People Also Ask, Related Searches, Discussions And Forums, AI Overview, Site Links","0.23,0.23,0.23,0.14,0.04,0.04,0.04,0.23,0.00,0.04,0.09,0.00",20,,
us,diabetic proximal neuropathy symptoms,neuropathy symptoms,,,,,50,28,4.48,0.06,270000,Informational,"Site Links, Image, Video Carousel, People Also Ask, Related Searches, AI Overview","0.63,0.45,0.45,0.27,0.63,0.63,0.63,0.63,0.45,0.36,0.63,0.63",20,,
us,large fibre neuropathy symptoms,neuropathy symptoms,,,,,50,66,0.00,0.04,1760000,Informational,"Image Pack, Video, Image, People Also Ask, Related Searches, Discussions And Forums, AI Overview","0.23,0.23,0.23,0.33,0.04,0.33,0.33,0.33,0.23,0.09,0.09,0.09",90,,
us,lupus neuropathy symptoms,neuropathy symptoms,,,,,50,26,0.00,0.00,11100000,Informational,"Image, People Also Ask, Related Searches, Discussions And Forums, AI Overview, Site Links, Video","0.11,0.11,0.11,0.15,0.11,0.08,0.11,0.08,0.05,0.05,0.06,0.06",20,,
us,neuropathy sign and symptoms,neuropathy symptoms,,,,,50,49,0.50,0.13,33300000,Informational,"Related Searches, Discussions And Forums, AI Overview, Video, Image, People Also Ask","0.55,0.55,0.77,0.33,0.77,0.77,0.77,0.44,0.55,0.77,1.00,0.77",90,,
us,neuropathy signs and symptoms,neuropathy symptoms,,,,,50,44,0.00,0.00,26600000,Informational,"Video, Image, Related Searches, Discussions And Forums, AI Overview, Image Pack, Site Links","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.10,0.03,0.00,0.00",20,,
us,neuropathy symptoms in hands,neuropathy symptoms,,,,,50,38,0.00,0.00,33600000,Informational,"Related Searches, Discussions And Forums, AI Overview, Image Pack, Site Links, Video, Image, Adwords Bottom, People Also Ask","0.41,0.23,0.05,0.05,0.64,0.00,0.00,0.82,0.41,0.00,0.64,0.05",20,,
us,non-arteritic anterior ischemic optic neuropathy symptoms,neuropathy symptoms,,,,,50,32,0.00,0.00,105000,Informational,"Related Searches, Discussions And Forums, AI Overview, Site Links, Video, Image, People Also Ask","0.33,0.09,0.14,0.33,0.19,0.14,0.42,0.04,0.42,0.09,0.09,0.14",20,,
us,post vaccine neuropathy symptoms,neuropathy symptoms,,,,,50,27,2.01,0.05,6310000,Informational,"Site Links, People Also Ask, Related Searches, AI Overview","0.18,0.18,0.36,0.36,0.18,0.18,0.18,0.36,0.27,1.00,1.00,1.00",20,,
us,sciatic neuropathy symptoms,neuropathy symptoms,,,,,50,50,0.00,0.00,3920000,Informational,"Related Searches, Discussions And Forums, AI Overview, Site Links, Video, Image, Video Carousel","0.04,0.04,0.03,0.03,0.03,0.02,0.03,0.03,0.01,0.01,0.01,0.03",20,,
us,sjögren's neuropathy symptoms,neuropathy symptoms,,,,,50,16,0.00,0.00,1750000,Informational,"Adwords Bottom, Discussions And Forums, AI Overview, Image Pack, People Also Ask, Related Searches, Adwords Middle, Video, Image","0.52,0.52,0.52,0.66,0.33,0.00,0.00,0.00,0.00,0.00,0.19,0.19",90,,
us,symptoms of alcohol neuropathy,neuropathy symptoms,,,,,50,43,0.08,0.10,273000000,Informational,"Featured Snippet, People Also Ask","0.71,0.57,0.42,1.00,0.57,0.71,0.71,0.71,0.71,1.00,0.71,0.71",80,,
us,what is neuropathy symptoms,neuropathy symptoms,,,,,50,45,0.00,0.00,38000000,Informational,"Related Searches, AI Overview, Video, Image, Video Carousel, People Also Ask","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.06,0.16,0.16",90,,
us,anterior ischemic optic neuropathy symptoms,neuropathy symptoms,,,,,40,38,0.00,0.00,1280000,Informational,"People Also Ask, Related Searches, Discussions And Forums, AI Overview, Site Links, Video, Image","0.29,0.29,0.29,0.17,0.29,0.29,0.41,0.29,0.29,0.17,0.11,0.11",20,,
us,caffeine neuropathy symptoms,neuropathy symptoms,,,,,40,12,0.00,0.00,2600000,Informational,"Image, People Also Ask, Related Searches, AI Overview, Site Links, Video","0.00,0.09,0.09,0.18,0.45,0.45,0.63,0.45,0.45,0.45,0.63,0.36",20,,
us,cidp neuropathy symptoms,neuropathy symptoms,,,,,40,23,0.00,0.00,805000,Informational,"Video Carousel, Related Searches, AI Overview, Site Links, Video, Image","0.00,0.01,0.01,0.01,0.01,0.03,0.04,0.02,0.03,0.03,0.04,0.04",20,,
us,cranial neuropathy symptoms,neuropathy symptoms,,,,,40,38,0.00,0.00,8020000,Informational,"AI Overview, Image Pack, Video, Image, Related Searches, Discussions And Forums","0.04,0.04,0.04,0.00,0.00,0.19,0.00,0.52,0.42,0.23,0.00,0.00",90,,
us,diabetic neuropathy legs symptoms,neuropathy symptoms,,,,,40,59,1.08,0.22,610000,Informational,"People Also Ask, Related Searches, Discussions And Forums, AI Overview, Image Pack, Site Links, Video, Image, Video Carousel","0.03,0.09,0.03,0.03,0.03,0.03,0.03,1.00,0.06,0.03,0.06,0.06",20,,
us,idiopathic neuropathy symptoms,neuropathy symptoms,,,,,40,50,0.00,0.00,12300000,Informational,"Site Links, Video, Image, People Also Ask, Related Searches, Discussions And Forums, AI Overview","0.00,0.01,0.00,0.00,0.01,0.01,0.00,0.00,0.01,0.01,0.01,0.01",20,,
us,inflammatory neuropathy symptoms,neuropathy symptoms,,,,,40,61,0.00,0.00,42400000,Informational,"People Also Ask, Related Searches, AI Overview, Image Pack, Video, Image","0.00,0.18,0.09,0.36,0.45,0.45,0.45,0.45,0.63,0.45,0.45,0.18",90,,
us,mgus neuropathy symptoms,neuropathy symptoms,,,,,40,21,0.00,0.00,64800,"Informational, Commercial","Video, Featured Snippet, Image, People Also Ask, Related Searches, Discussions And Forums, Site Links","0.71,0.57,0.00,0.71,0.71,0.71,0.71,0.57,0.57,0.57,0.28,0.57",20,,
us,morton's neuropathy symptoms,neuropathy symptoms,,,,,40,27,0.00,0.00,1400000,Informational,"People Also Ask, Related Searches, Discussions And Forums, AI Overview, Image Pack, Image, Video Carousel","0.41,0.11,0.41,0.11,0.11,1.00,0.23,0.11,0.11,0.41,0.11,0.00",90,,
us,neuropathy feet symptoms,neuropathy symptoms,,,,,40,38,0.00,0.00,28400000,Informational,"Site Links, Video, Image, Related Searches, Discussions And Forums, AI Overview, Image Pack","0.00,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.07,0.00,0.00",20,,
us,neuropathy symptoms in feet and legs,neuropathy symptoms,,,,,40,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.15,0.03,0.09,0.34,1.00",,,
us,neuropathy symptoms in legs,neuropathy symptoms,,,,,40,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.06,0.03,0.03,0.03,0.34,0.03,0.81",,,
us,optic neuropathies symptoms,neuropathy symptoms,,,,,40,0,0.66,0.04,,,,"0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,1.00",,,
us,peripheral neuropathy symptom,neuropathy symptoms,,,,,40,72,0.00,0.00,29600000,Informational,"Video, Image, Video Carousel, Related Searches, AI Overview, Image Pack, Site Links","0.00,0.00,0.29,0.23,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00",20,,
