Database,Keyword,Seed keyword,Page,Topic,Page type,Tags,Volume,Keyword Difficulty,CPC (USD),Competitive Density,Number of Results,Intent,SERP Features,Trend,Click potential,Content references,Competitors
us,what causes pain years after knee replacement,knee pain causes,,,,,140,5,1.24,0.04,189000000,Informational,"Related Searches, Discussions And Forums, AI Overview, Site Links, Video, Image, Video Carousel, People Also Ask","0.43,0.34,0.34,0.43,0.34,0.43,0.34,0.53,0.43,0.28,0.21,0.43",20,,
us,can a bad hip cause knee pain,knee pain causes,,,,,110,10,0.00,0.00,402000000,Informational,"Related Searches, Discussions And Forums, AI Overview, Video, Image, Video Carousel","0.06,0.06,0.06,0.08,0.08,0.10,0.10,0.10,0.10,0.10,0.08,0.10",90,,
us,can a bad knee cause hip pain,knee pain causes,,,,,110,9,0.00,0.00,312000000,Informational,"Discussions And Forums, AI Overview, Video, Image, Video Carousel, Related Searches","0.42,0.34,0.42,0.34,0.34,0.53,0.34,0.34,0.34,0.34,0.42,0.42",90,,
us,can gout cause knee pain,knee pain causes,,,,,110,23,0.71,0.13,20500000,Informational,"Site Links, Video, Image, Related Searches, Discussions And Forums, AI Overview","0.42,0.42,0.42,0.66,0.52,0.42,0.66,0.66,0.66,0.66,0.66,0.66",20,,
us,can hip bursitis cause knee pain,knee pain causes,,,,,110,19,0.00,0.00,4880000,Informational,"Image, Related Searches, Discussions And Forums, AI Overview, Site Links, Video","0.33,0.52,0.42,0.66,0.42,0.66,0.66,0.52,0.66,0.42,0.66,0.04",20,,
us,can hip problems cause knee pain,knee pain causes,,,,,110,20,0.00,0.00,294000000,Informational,"People Also Ask, Related Searches, Video, Featured Snippet, Image","0.06,0.06,0.15,0.11,0.01,0.11,0.08,0.15,0.11,0.11,0.08,0.11",80,,
us,can lower back pain cause knee pain,knee pain causes,,,,,110,13,0.00,0.00,686000000,Informational,"AI Overview, Site Links, Video, Image, Video Carousel, People Also Ask, Related Searches, Discussions And Forums","0.66,0.33,0.42,0.52,0.52,0.42,0.66,0.80,0.80,0.66,0.66,0.52",20,,
us,can shoes cause knee pain,knee pain causes,,,,,110,19,0.00,0.00,38900000,Informational,"Image, People Also Ask, Related Searches, Discussions And Forums, AI Overview, Site Links, Video","0.52,0.64,0.64,1.00,0.82,0.00,0.11,0.82,0.82,0.82,0.64,0.29",20,,
us,can stress cause knee pain,knee pain causes,,,,,110,7,0.00,0.00,207000000,Informational,"Discussions And Forums, AI Overview, Video, Image, People Also Ask, Related Searches","0.78,0.78,0.50,0.64,0.78,1.00,0.64,0.78,1.00,0.78,0.78,0.78",90,,
us,can tight quads cause knee pain,knee pain causes,,,,,110,11,0.00,0.00,4300000,Informational,"AI Overview, Site Links, Video, Image, People Also Ask, Related Searches, Discussions And Forums","0.66,0.52,0.52,0.09,0.66,0.66,0.33,0.19,0.80,0.66,0.66,0.52",20,,
us,does gout cause knee pain,knee pain causes,,,,,110,20,0.58,0.16,23900000,Informational,"People Also Ask, Related Searches, Discussions And Forums, AI Overview, Video, Image","0.41,0.41,0.41,0.64,0.64,0.64,0.64,0.82,0.64,0.82,0.82,0.64",90,,
us,what causes inner knee pain,knee pain causes,,,,,110,16,0.00,0.00,176000000,Informational,"Video Carousel, Related Searches, Discussions And Forums, AI Overview, Image Pack, Site Links, Video, Image","0.19,0.26,0.34,0.26,0.53,0.42,0.53,0.53,0.53,0.53,0.15,0.26",20,,
us,what causes pain in your knees,knee pain causes,,,,,110,39,1.08,0.39,183000000,Informational,"People Also Ask, Related Searches, AI Overview, Image Pack, Site Links, Video, Image, Video Carousel","0.66,0.52,0.42,1.00,0.00,0.00,0.80,0.42,0.33,0.66,0.66,0.80",20,,
us,what causes swollen knees and pain,knee pain causes,,,,,110,36,0.67,0.37,22200000,Informational,"Image, Video Carousel, People Also Ask, Related Searches, Discussions And Forums, AI Overview, Site Links","0.64,0.64,0.64,0.78,0.64,0.78,0.64,0.78,0.78,0.64,0.78,1.00",20,,
us,will fluid on the knee cause pain,knee pain causes,,,,,110,44,0.92,0.03,278000000,Informational,"Site Links, Video, Image, Video Carousel, Related Searches, Discussions And Forums, AI Overview","0.42,0.52,0.42,0.19,0.42,1.00,0.80,0.80,0.33,0.66,0.80,0.80",20,,
us,can a knee brace cause more pain,knee pain causes,,,,,90,8,0.00,0.00,4720000,Informational,"Image, Video Carousel, People Also Ask, Related Searches, Discussions And Forums, AI Overview, Video","0.09,0.09,0.00,0.00,0.12,0.21,0.43,0.43,0.81,1.00,0.34,0.03",90,,
us,can sciatica cause knee pain and swelling,knee pain causes,,,,,90,0,0.00,0.00,24600000,Informational,"Discussions And Forums, AI Overview, Site Links, Video, Image, People Also Ask, Related Searches","0.80,0.66,0.09,0.80,0.66,0.09,0.80,0.80,0.14,0.09,0.00,0.33",,,
us,can sneakers cause knee pain,knee pain causes,,,,,90,6,0.37,0.04,40700000,"Informational, Commercial","AI Overview, Site Links, Video, Image, Related Searches, Discussions And Forums","0.50,0.50,0.78,1.00,0.64,0.64,0.78,0.78,0.64,0.64,0.78,0.35",20,,
us,can the wrong shoes cause knee pain,knee pain causes,,,,,90,11,0.00,0.02,12800000,Informational,"Video, Image, People Also Ask, Related Searches, Discussions And Forums, AI Overview, Site Links","0.50,0.50,0.50,0.50,0.35,0.50,0.78,0.64,1.00,0.64,0.78,0.64",20,,
us,can wrong shoes cause knee pain,knee pain causes,,,,,90,17,0.00,0.02,15100000,Informational,"AI Overview, Site Links, Video, Image, People Also Ask, Related Searches, Discussions And Forums","0.50,0.50,0.64,0.78,0.50,0.78,0.78,0.50,1.00,1.00,0.78,0.78",20,,
us,does flat feet cause knee pain,knee pain causes,,,,,90,21,0.00,0.00,61500000,Informational,"Image Pack, Site Links, Video, Featured Snippet, Image, People Also Ask, Related Searches, Discussions And Forums","0.14,0.14,0.18,0.22,0.22,0.18,0.22,0.22,0.04,0.22,0.22,0.04",20,,
us,does pronation cause knee pain,knee pain causes,,,,,90,16,0.00,0.01,2380000,Informational,"Related Searches, Discussions And Forums, AI Overview, Image Pack, Video, Image, People Also Ask","0.33,0.33,0.42,0.42,0.33,0.42,0.52,0.42,0.42,0.52,0.42,0.33",90,,
us,what can cause knee pain,knee pain causes,,,,,90,29,0.00,0.00,824000000,Informational,"Video, Image, Adwords Bottom, People Also Ask, Related Searches, AI Overview, Image Pack, Site Links","0.08,0.14,0.14,0.10,0.14,0.14,0.06,0.35,0.06,0.10,0.54,0.54",20,,
us,what causes knee cap pain,knee pain causes,,,,,90,41,0.30,0.32,74600000,Informational,"Site Links, Video, Image, People Also Ask, Related Searches, Discussions And Forums, AI Overview","0.52,0.52,0.52,0.64,0.52,0.52,0.52,0.64,0.52,0.52,0.41,0.29",20,,
us,what causes pain behind the knees,knee pain causes,,,,,90,29,0.45,0.22,177000000,Informational,"Related Searches, AI Overview, Site Links, Video, Image, Video Carousel, People Also Ask","0.00,0.04,0.23,0.80,0.80,0.80,0.09,0.23,0.04,1.00,0.80,0.42",20,,
us,can a bunion cause knee pain,knee pain causes,,,,,70,6,0.00,0.00,1810000,Informational,"People Also Ask, Related Searches, Discussions And Forums, AI Overview, Site Links, Image","0.44,0.44,0.55,0.77,0.77,1.00,1.00,1.00,0.77,0.77,0.77,1.00",20,,
us,can a tight it band cause knee pain,knee pain causes,,,,,70,15,0.00,0.00,16600000,Informational,"Video Carousel, People Also Ask, Related Searches, Discussions And Forums, Image Pack, Video, Featured Snippet, Image","0.23,0.04,0.04,0.42,0.52,0.42,0.33,0.33,0.42,0.33,0.42,0.33",80,,
us,can compression socks cause knee pain,knee pain causes,,,,,70,11,0.00,0.00,4360000,Informational,"People Also Ask, Related Searches, AI Overview, Site Links, Video, Image","0.33,0.23,0.33,0.42,0.33,0.19,0.23,0.33,0.19,0.19,0.66,1.00",20,,
us,can dehydration cause knee pain,knee pain causes,,,,,70,11,0.00,0.00,24000000,Informational,"Image, Related Searches, Discussions And Forums, AI Overview","0.00,0.52,0.29,0.05,0.00,0.00,0.11,1.00,0.82,0.64,0.82,0.17",90,,
us,can flat shoes cause knee pain,knee pain causes,,,,,70,5,0.00,0.02,12800000,Informational,"Video, Image, People Also Ask, Related Searches, Discussions And Forums, AI Overview, Site Links","0.35,0.50,0.50,0.35,0.64,0.50,0.50,0.50,0.64,0.50,0.35,0.28",20,,
us,can hamstring cause knee pain,knee pain causes,,,,,70,13,0.00,0.00,15000000,Informational,"Discussions And Forums, AI Overview, Site Links, Video, Image, Related Searches","0.21,0.28,0.21,0.12,0.15,0.21,0.21,0.28,0.12,0.09,0.21,0.21",20,,
us,can knee pain cause foot pain,knee pain causes,,,,,70,1,0.00,0.00,66900000,Informational,"Related Searches, Discussions And Forums, AI Overview, Video, Image, People Also Ask","0.04,0.66,0.04,0.14,0.66,0.33,0.66,0.14,0.14,0.42,0.66,0.04",90,,
us,can spinal stenosis cause knee pain,knee pain causes,,,,,70,9,0.00,0.00,13100000,Informational,"Image, People Also Ask, Related Searches, Discussions And Forums, AI Overview, Video","0.45,0.45,0.45,0.63,0.63,0.63,0.63,0.63,0.81,0.63,0.63,0.63",90,,
us,can tight hip flexors cause knee pain,knee pain causes,,,,,70,17,0.00,0.00,36700000,Informational,"Site Links, Video, Image, Related Searches, Discussions And Forums, AI Overview","0.81,0.63,0.63,0.81,0.81,0.81,0.81,0.81,0.09,0.63,0.63,0.63",20,,
us,what can cause pain behind the knee,knee pain causes,,,,,70,33,0.00,0.00,772000000,Informational,"Image, Video Carousel, People Also Ask, Related Searches, Discussions And Forums, Site Links, Video, Featured Snippet","0.09,0.14,0.14,0.14,0.14,0.23,0.33,0.52,0.52,0.42,0.52,0.52",20,,
us,what can cause sharp knee pain without injury,knee pain causes,,,,,70,6,0.31,0.08,94300000,Informational,"Related Searches, Discussions And Forums, AI Overview, Image Pack, Site Links, Video, Image","0.28,0.14,0.14,0.21,0.14,0.28,0.50,0.78,1.00,1.00,1.00,1.00",20,,
us,what causes knee swelling and pain,knee pain causes,,,,,70,36,0.67,0.37,85500000,Informational,"Site Links, Video, Image, People Also Ask, Discussions And Forums, AI Overview, Image Pack, Video Carousel, Related Searches","0.45,0.63,0.81,0.63,0.63,0.63,0.45,0.81,0.63,0.63,0.81,1.00",20,,
us,what causes pain at side of knee,knee pain causes,,,,,70,41,0.28,0.19,847000000,Informational,"Site Links, Video, Image, Video Carousel, People Also Ask, Related Searches, Discussions And Forums, AI Overview","0.19,0.26,0.26,0.34,0.26,0.26,0.19,0.34,0.34,0.26,0.19,0.19",20,,
us,what causes pain at the back of knee,knee pain causes,,,,,70,40,0.00,0.00,759000000,Informational,"Site Links, Video, Image, Video Carousel, Related Searches, Discussions And Forums, AI Overview","0.42,0.80,1.00,0.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",20,,
us,what causes pain in the knee when bending,knee pain causes,,,,,70,23,0.59,0.31,314000000,Informational,"Image, People Also Ask, Adwords Middle, Site Links, Video, Adwords Bottom, Video Carousel, Related Searches, Discussions And Forums","0.50,0.50,0.50,0.50,0.35,1.00,0.64,0.50,0.50,0.78,0.50,0.64",20,,
us,what causes pain inside the knee,knee pain causes,,,,,70,36,0.00,0.00,478000000,Informational,"Site Links, Video, People Also Ask, Related Searches, Discussions And Forums, Image Pack, Image, Video Carousel, AI Overview","0.05,0.11,0.29,0.00,1.00,0.64,0.29,0.41,0.41,0.52,0.41,0.00",20,,
us,what causes pain on side of knee,knee pain causes,,,,,70,36,0.28,0.19,897000000,Informational,"Site Links, Video Carousel, AI Overview, Image Pack, Video, Image, People Also Ask, Related Searches, Discussions And Forums","0.29,0.41,0.41,0.41,0.41,0.29,0.29,0.29,0.52,0.29,0.41,0.52",20,,
us,what causes pain on the inner knee,knee pain causes,,,,,70,23,0.29,0.29,760000000,Informational,"Video Carousel, AI Overview, Image Pack, Site Links, Video, Image, Adwords Bottom, People Also Ask, Related Searches, Discussions And Forums","0.18,0.18,1.00,1.00,1.00,0.18,0.18,1.00,1.00,0.18,1.00,0.81",20,,
us,what causes pain on the inner side of the knee,knee pain causes,,,,,70,31,0.31,0.23,554000000,Informational,"Video Carousel, Discussions And Forums, Adwords Middle, Image Pack, Video, Image, People Also Ask, Related Searches, AI Overview, Site Links, Adwords Bottom","0.05,0.10,0.07,0.05,0.07,0.07,0.04,0.07,0.10,0.12,0.10,0.15",20,,
us,what causes severe pain in the knee,knee pain causes,,,,,70,59,0.74,0.51,813000000,Informational,"Discussions And Forums, AI Overview, Image Pack, Site Links, Video, Image, Related Searches","0.63,0.63,0.45,0.45,1.00,0.63,0.45,0.63,0.81,0.63,1.00,0.81",20,,
us,what causes sharp pain in the knee,knee pain causes,,,,,70,42,0.52,0.33,99100000,Informational,"Discussions And Forums, AI Overview, Site Links, Video, Image, Related Searches","0.77,0.55,0.77,0.77,0.77,0.77,0.77,0.77,1.00,0.77,0.77,1.00",20,,
us,what causes thigh and knee pain after hip replacement,knee pain causes,,,,,70,0,0.00,0.00,25400000,Informational,"Site Links, Video, Image, People Also Ask, Related Searches, Discussions And Forums, AI Overview","0.18,0.14,0.08,0.08,0.14,0.29,0.14,0.22,0.04,0.14,0.02,0.06",,,
us,what is causing knee pain,knee pain causes,,,,,70,35,0.00,0.00,476000000,Informational,"Image Pack, Video, Image, Video Carousel, Related Searches, Discussions And Forums, AI Overview","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02",90,,
us,can a hamstring injury cause knee pain,knee pain causes,,,,,50,18,0.00,0.00,14000000,Informational,"Site Links, Video, Image, People Also Ask, Related Searches, Discussions And Forums, AI Overview","0.52,0.52,0.52,0.52,0.41,0.00,0.17,0.29,0.05,0.23,0.11,0.23",20,,
us,can a knee injury cause hip pain,knee pain causes,,,,,50,11,0.00,0.00,203000000,Informational,"AI Overview, Site Links, Video, Image, People Also Ask, Related Searches, Discussions And Forums","0.10,0.14,0.14,0.04,0.08,0.14,0.10,0.10,0.10,0.10,0.08,0.08",20,,
us,can a pinched nerve cause knee pain,knee pain causes,,,,,50,17,0.00,0.00,11300000,Informational,"Image, Video Carousel, People Also Ask, Related Searches, Discussions And Forums, AI Overview, Site Links, Video","0.44,0.55,0.55,0.55,0.44,0.55,0.55,0.55,0.44,0.44,0.44,0.55",20,,
us,can a pulled hamstring cause knee pain,knee pain causes,,,,,50,18,0.00,0.00,2490000,Informational,"Site Links, Video, Image, Related Searches, Discussions And Forums, AI Overview","0.50,0.35,0.00,0.07,0.00,0.07,0.50,0.64,0.64,0.50,0.50,0.35",20,,
us,can a tight hamstring cause knee pain,knee pain causes,,,,,50,17,0.00,0.00,11000000,"Informational, Commercial","Site Links, Video, Featured Snippet, Image, People Also Ask, Related Searches","0.28,0.50,0.35,0.35,0.00,0.50,0.00,0.64,0.28,0.35,0.35,0.50",20,,
us,can back issues cause knee pain,knee pain causes,,,,,50,19,0.00,0.00,832000000,Informational,"Image, People Also Ask, Related Searches, Site Links, Video, Featured Snippet","0.77,0.44,0.44,0.44,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.44",20,,
us,can bad shoes cause knee pain,knee pain causes,,,,,50,16,0.00,0.00,26800000,Informational,"Site Links, Video, Image, People Also Ask, Related Searches, Discussions And Forums, AI Overview","0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.04,0.05,0.04,0.03,0.00",20,,
us,can driving cause knee pain,knee pain causes,,,,,50,4,0.00,0.00,68700000,Informational,"AI Overview, Site Links, Video, Image, Related Searches, Discussions And Forums","0.15,0.15,0.11,0.26,0.26,0.26,0.15,0.26,0.19,0.11,0.15,0.19",20,,
us,can hip arthritis cause knee pain,knee pain causes,,,,,50,13,0.00,0.00,92100000,Informational,"Discussions And Forums, AI Overview, Video, Image, Video Carousel, Related Searches","0.11,0.34,0.03,0.00,0.07,0.00,0.19,0.42,0.03,0.42,0.26,0.00",90,,
us,can hip issues cause knee pain,knee pain causes,,,,,50,20,0.00,0.00,256000000,Informational,"AI Overview, Site Links, Video, Image, People Also Ask, Related Searches, Discussions And Forums","0.33,0.44,0.11,0.55,0.55,0.77,0.77,0.55,0.55,0.55,0.55,0.11",20,,
