website,emails,phones,linkedin,twitter,facebook,youtube,instagram,github,snapchat,tiktok,pinterest
http://www.huntsvillepainmanagement.com/,[],"[""2568851605"",""2568851905"",""2565391000""]",https://www.linkedin.com/in/james-thacker-m-d-1833a918,https://twitter.com/Hville_Doppler,https://www.facebook.com/huntsvillepainmanagement,,,,,,
https://www.southeasthealth.org/pain-management,"[""sehinmed@southeasthealth.org"",""medicineshop@southeasthealth.org"",""elgrimes@southeasthealth.org"",""medstaffsvcs@southeasthealth.org"",""mycharthelpdesk@southeasthealth.org"",""employeehealthstaff@southeasthealth.org"",""orgdev@southeasthealth.org"",""gme@southeasthealth.org"",""nobody@southeasthealth.org"",""sbpurvis@southeasthealth.org"",""specialtypharmacy@southeasthealth.org"",""lmtyree@southeasthealth.org"",""lhholloman@southeasthealth.org"",""fcheisner@samc.org"",""sehealthfoundation@southeasthealth.org"",""johigby@samc.org""]","[""3347938111"",""3347938705"",""20160602"",""3347938009"",""3347938753"",""88891858018"",""3347123329"",""3347938008"",""3347939595"",""7315414170""]",https://www.linkedin.com/company/southeast-health,https://twitter.com/SEHealthMedia,https://www.facebook.com/SoutheastHealthDothan,https://www.youtube.com/user/semohospital,https://www.instagram.com/southeast_health,,,,
http://www.alpainclinics.com/,"[""britt@alpainclinics.com""]","[""2055085300"",""8558809267""]",https://www.linkedin.com/in/luc-frenette-md-366a8772,https://twitter.com/ALPreferred,https://www.facebook.com/preferredpainal,,,,,,
https://auburnpainspecialists.com/,[],"[""3345012005""]",https://www.linkedin.com/in/eric-robinson-11b35032,,https://www.facebook.com/p/Auburn-Pain-Specialists-100068467578397,,https://www.instagram.com/auburntrainingperformance_plus,,,,
http://www.alabamaspineandpain.com/,[],"[""2567122422"",""2567122377""]",https://www.linkedin.com/in/brooke-mclaughlin-57899411a,https://twitter.com/bamapain,https://www.facebook.com/alabamaspineandpain,,https://www.instagram.com/bama_pain,,,,
https://www.southernpain.com/,"[""info@southernpain.com"",""example@example.com""]","[""2059959967"",""2059950635"",""352381913""]",https://www.linkedin.com/company/southern-pain-specialists,https://twitter.com/painsouthern,https://www.facebook.com/southernpainandspine,,https://www.instagram.com/southernpainandspine,,,https://www.tiktok.com/@southernpainandspine,
https://www.vulcanpainmanagement.com/,[],"[""2058925561"",""2052587246"",""20589255615130"",""8883806501""]",https://www.linkedin.com/in/painrecovery,,https://www.facebook.com/VulcanPainManagementAndRecovery,,,,,,
https://www.thedoleysclinichoover.com/,"[""dataprivacy@revlocal.com""]","[""2053604119"",""2059823596"",""8773991545""]",,https://twitter.com/sullydoesitall,https://www.facebook.com/DoleysClinic,,,,,,
https://live-hgwf-east-alabama-health.pantheonsite.io/location/pain-clinic-east-alabama-medical-center,[],[],,,https://www.facebook.com/EAHnow,,,,,https://www.tiktok.com/@eastalabamahealth,
https://cullman.drrickytubbs.com/?page_id=58,"[""jstewart@gardendalepain.com""]","[""2567374100"",""2567374101""]",,,https://www.facebook.com/CullmanRegionalMedicalCenter,,,,,,
https://valleypainclinic.net/,[],"[""2563019994"",""2563015545""]",https://www.linkedin.com/company/valley-pain-clinic-llc,https://twitter.com/valleydewuk,https://www.facebook.com/valleypainclinicDecatur,,https://www.instagram.com/valleypainspecialists,,,,
https://www.reliefspineandpaincenter.com/,"[""contact@reliefspineandpaincenter.com""]","[""2566467246"",""2563045333""]",,,https://www.facebook.com/reliefspineandpain,,,,,,
http://aaapcmd.com/,[],"[""2053386655"",""2053383211"",""2053386658"",""9018710019"",""9017470038"",""18003681019"",""8005377697""]",https://www.linkedin.com/company/alabama-anesthesiology-pain-consultants,https://twitter.com/truthmstters,https://www.facebook.com/AAAPain,,https://www.instagram.com/ameracadpainmed,,,,
http://www.southernwellnessmed.com/,"[""southernwellness@outlook.com""]","[""2056244325""]",https://www.linkedin.com/company/southernwellnessllc,https://twitter.com/southernctwell,https://www.facebook.com/southernwellnessllc,,https://www.instagram.com/southernwellnessllc,,,https://www.tiktok.com/@southernwellness,
https://www.maddoxpainmanagement.com/,"[""help@maddoxpainmanagement.com"",""237-7002help@maddoxpainmanagement.com1309""]","[""2562377002""]",https://www.linkedin.com/in/gil-maddox-319a0291,,https://www.facebook.com/MaddoxPainManagement,,,,,,
http://www.tnvalleypain.com/,[],"[""2562657246"",""2562183565"",""2562657927"",""2562657920"",""2562183547"",""2562657259"",""2562657455""]",https://www.linkedin.com/company/tennessee-valley-pain-consultants,https://twitter.com/tnvalleyweather,https://www.facebook.com/TennesseeValleyPainConsultants,,https://www.instagram.com/tennesseevalleypeds,,,,
https://westalabamaspineandpain.com/,[],"[""2053338554"",""2057527696"",""2057591511""]",https://www.linkedin.com/in/angie-clark-4a2abb143,,https://www.facebook.com/westelakenband,,,,,,
http://www.integrative-pain.com/,[],"[""2568038800"",""2568038801""]",https://www.linkedin.com/company/american-academy-of-pain-management,https://twitter.com/aacipm,https://www.facebook.com/integrativepaintreatmentcenter,,https://www.instagram.com/thepainreliefdoctor,,,https://www.tiktok.com/@integrated.pain.nc,
https://premierpainandspine.org/,"[""hello@premiermedgroup.net""]","[""2562034844"",""2564595218""]",https://www.linkedin.com/company/ppschicago,,https://www.facebook.com/Premier.Pain.Spine,,,,,,
https://www.southsidepainspecialists.com/?utm_source=GMBlisting&utm_medium=organic,"[""llewis@southsidepain.com"",""mlowery@southsidepain.com""]","[""2053323155"",""8666448086"",""2059003927"",""2058810127""]",https://www.linkedin.com/company/southside-pain-specialists-pc,https://twitter.com/paindocs4you,https://www.facebook.com/SouthsidePainSpecialists,,https://www.instagram.com/mainstay_medical,,,https://www.tiktok.com/@painandspinephysicianstx,
https://center4pain.com/dr-ryan-almeida/,"[""info@clearwaypain.com""]","[""3342887808"",""3342888089"",""8555277246"",""8338101165""]",https://www.linkedin.com/company/center-for-pain-of-montgomery,https://twitter.com/center4pain,https://www.facebook.com/Center4Pain,,https://www.instagram.com/thecenterforpain,,,,
https://tnvalleypain.com/our-physicians/ronald-collins-md/,[],"[""2562657246"",""2562183565"",""2562657927"",""2562657920"",""2562183547"",""2562657259"",""2562657455""]",https://www.linkedin.com/company/tennessee-valley-pain-consultants,,https://www.facebook.com/TennesseeValleyPainConsultants,,,,,https://www.tiktok.com/@tennesseeperformance,
https://tnvalleypain.com/our-physicians/roddie-gantt-md/,[],"[""2562657246"",""2562183565"",""2562657927"",""2562657920"",""2562183547"",""2562657259"",""2562657455""]",https://www.linkedin.com/company/tennessee-valley-pain-consultants,,https://www.facebook.com/TennesseeValleyPainConsultants,,,,,https://www.tiktok.com/@tennesseeperformance,
https://birminghampain.com/,"[""lgibson@birminghampain.com""]","[""2059391911"",""2053137246""]",https://www.linkedin.com/company/birmingham-pain-center-inc,https://twitter.com/yatesosteopathy,https://www.facebook.com/p/The-Birmingham-Pain-Center-100076211683333,,https://www.instagram.com/painandinjuryclinicbirmingham,,,https://www.tiktok.com/@gasstreetchurch,
http://alpainrehab.com/,[],"[""2564647855"",""8553018314"",""2566601315""]",,https://twitter.com/apainrehab,,,,,,,
http://alpainrehab.com/,[],"[""2564647855"",""2566601315"",""8553018314""]",,https://twitter.com/ALPreferred,,,,,,,
https://clearwaypain.com/locations/andalusia/,"[""info@clearwaypain.com"",""npc@clearwaypain.com"",""contactus@relievus.com"",""info@clearway.com"",""status@healthmark-group.com"",""customer.service@healthstream.com"",""credentialing@healthstream.com"",""jmcmeans@relievus.com""]","[""8662295063"",""8889852727"",""8336462061"",""3342394498"",""8339052461"",""8564039746"",""8562887662"",""8006594035"",""3019874027"",""8445602466"",""4438538614""]",https://www.linkedin.com/company/clearwaypain,https://twitter.com/clearwaypain,https://www.facebook.com/clearwaypain,,https://www.instagram.com/clearway_pain_solutions,,,https://www.tiktok.com/@user9441144273425,
https://tnvalleypain.com/our-physicians/thomas-j-kraus-d-o/,[],"[""2562657246"",""2562183565"",""2562657927"",""2562657920"",""2562183547"",""2562657259"",""2562657455""]",https://www.linkedin.com/company/tennessee-valley-pain-consultants,https://twitter.com/TVAnews,https://www.facebook.com/TennesseeValleyPainConsultants,,,,,https://www.tiktok.com/@tennesseeperformance,
https://center4pain.com/,"[""info@clearwaypain.com""]","[""3342887808"",""3342888089"",""8555277246"",""8338101165""]",https://www.linkedin.com/company/center-for-pain-of-montgomery,https://twitter.com/center4pain,https://www.facebook.com/Center4Pain,https://www.youtube.com/channel/UC1qMv7E7KZJlwBeuoL2ralQ,https://www.instagram.com/thecenterforpain,,,,
http://www.orthosportsassociates.com/,"[""bsweatt@orthosportsmail.com"",""masteranalytics6@gmail.com"",""pr@palmharborortho.com""]","[""2058383090"",""2058383043"",""2059390418"",""2059390447""]",https://www.linkedin.com/company/orthosportsassociates,https://twitter.com/orthosports5,https://www.facebook.com/OrthosportsAssociates,,https://www.instagram.com/orthosportsassociates,,,https://www.tiktok.com/@orthopedicspecialists,
http://www.phenixcitypain.com/,[],"[""33421446161810""]",https://www.linkedin.com/company/phenix-city-pain-management,,,,,,,,
http://www.drjamesberettapc.com/,[],"[""2056855357""]",https://www.linkedin.com/in/lana-lynn-a1a0a5143,,https://www.facebook.com/138543856241083,,,,,,
http://www.center4pain.com/,"[""info@clearwaypain.com""]","[""3342887808"",""3342888089"",""8555277246"",""8338101165""]",https://www.linkedin.com/company/center-for-pain-of-montgomery,https://twitter.com/center4pain,https://www.facebook.com/Center4Pain,,https://www.instagram.com/thecenterforpain,,,,
https://sportsmedalabama.com/team/victor-chin-md/?utm_source=GMBSocialClimb&utm_medium=VictorChin%2CMD,"[""referrals@sportsmedlink.com"",""medicalrecords@sportsmedlink.com""]","[""2568815151"",""2568803939"",""2567040878"",""2562309607"",""2567042398""]",https://www.linkedin.com/company/sportsmed-orthopaedic-surgery-and-spine-center,https://twitter.com/SportsMEDOrtho,https://www.facebook.com/SportsMEDAlabama,,https://www.instagram.com/sportsmedorthopaedics,,,,
http://www.aaapcmd.com/,[],"[""2053386655"",""2053383211"",""2053386658"",""9018710019"",""9017470038"",""18003681019"",""8005377697""]",https://www.linkedin.com/company/alabama-anesthesiology-pain-consultants,https://twitter.com/truthmstters,https://www.facebook.com/AAAPain,,,,,,
http://www.center4pain.com/,"[""contactus@center4pain.com"",""info@clearwaypain.com""]","[""3342887808"",""3342888089"",""8555277246"",""8338101165""]",https://www.linkedin.com/company/center-for-pain-of-montgomery,https://twitter.com/center4pain,https://www.facebook.com/Center4Pain,,https://www.instagram.com/thecenterforpain,,,,
http://clearwaypain.com/,"[""info@clearwaypain.com"",""npc@clearwaypain.com"",""contactus@relievus.com"",""info@clearway.com"",""status@healthmark-group.com"",""customer.service@healthstream.com"",""credentialing@healthstream.com"",""jmcmeans@relievus.com""]","[""8662295063"",""8889852727"",""8336462061"",""3342394498"",""8339052461"",""8564039746"",""8562887662"",""8006594035"",""3019874027"",""8445602466"",""4438538614""]",https://www.linkedin.com/company/clearwaypain,https://twitter.com/clearwaypain,https://www.facebook.com/clearwaypain,,https://www.instagram.com/clearway_pain_solutions,,,https://www.tiktok.com/@lolo_fm21,
http://www.center4pain.com/,"[""info@clearwaypain.com""]","[""3342887808"",""3342888089"",""8555277246"",""8338101165""]",https://www.linkedin.com/company/center-for-pain-of-montgomery,https://twitter.com/center4pain,https://www.facebook.com/Center4Pain,https://www.youtube.com/channel/UC1qMv7E7KZJlwBeuoL2ralQ,https://www.instagram.com/centerforpain,,,,
http://drrickytubbs.com/,"[""jstewart@gardendalepain.com"",""stuartsalias@msn.com"",""drtubbzz@gardendalepain.com""]","[""2056088199"",""2056088195"",""2567374100""]",https://www.linkedin.com/company/gardendale-pain-and-wellness-llc,https://twitter.com/3cbPerformance,https://www.facebook.com/richard.t.smith.96,,https://www.instagram.com/gardendalepain,,,,
https://www.orthoalabama.com/doctors/srinivas-mallempati-md?utm_source=google&utm_medium=organic&utm_campaign=gmbwebsite,"[""jobpostings@aossma.com"",""orthoalabamaspineandsports@gmail.com""]","[""2052287600"",""2056390990"",""2052287622"",""2052287645""]",https://www.linkedin.com/company/orthoalabama-spine-sports,https://twitter.com/orthoalabama,https://www.facebook.com/OrthoAlabamaSpineSports,,https://www.instagram.com/orthoalabamaspinesports,,,https://www.tiktok.com/@gibsonorthodontics,
http://www.visittoc.com/,"[""janet.page@visittoc.com"",""jeff.keith@visittoc.com"",""martha.dunham@visittoc.com"",""heather.thomas@visittoc.com"",""wcdept@visittoc.com"",""sumadanagopal@gmail.com"",""opinfinity@gmail.com""]","[""2565392728"",""2565392666"",""2562332332"",""2562101380"",""2564001520"",""2565718445"",""2567041210"",""2567041224""]",https://www.linkedin.com/company/toc-the-orthopaedic-center,https://twitter.com/TocCenter,https://www.facebook.com/VisitTOC,,https://www.instagram.com/theorthopaediccenter,,,,
http://www.center4pain.com/,"[""info@clearwaypain.com""]","[""3342887808"",""3342888089"",""8555277246"",""8338101165""]",https://www.linkedin.com/company/center-for-pain-of-montgomery,https://twitter.com/center4pain,https://www.facebook.com/Center4Pain,,https://www.instagram.com/thecenterforpain,,,,
https://www.mmcenters.com/?utm_source=gmb&utm_medium=organic,"[""shirley.holland@mmcenters.com"",""rose.myers@mmcenters.com"",""peggy.hudson@mmcenters.com"",""vanessa.williams@mmcenters.com"",""sleepacademy@mmcenters.com"",""claudette.demuth@mmcenters.com"",""patientportal@mmcenters.com"",""kami.mitchell@mmcenters.com"",""healthyher@mmcenters.com"",""sue.lorenz@mmcenters.com"",""info@mmcenters.com"",""kaye.dean@mmcenters.com"",""andrea.oliver@mmcenters.com"",""daisy.awards@mmcenters.com"",""jessica.mcclendon@mmcenters.com"",""mcclendon@mmcenters.com"",""foundation@mmcenters.com"",""peggy.hudson@mmceneters.com"",""noreply@patients.pgsurveying.com"",""status@healthmark-group.com""]","[""2568403244"",""2568403504"",""2565718000"",""2565938310"",""2563021360"",""2566606800"",""2565718050"",""2568403552"",""2568946570""]",https://www.linkedin.com/company/mmcenters,https://twitter.com/mm_centers,https://www.facebook.com/mmcenters,,https://www.instagram.com/marshallmedicalcenters,,,,
https://www.legacypainandspine.com/,[],"[""2562311231""]",https://www.linkedin.com/in/joshua-meyer-598952354,https://twitter.com/legacypain,https://www.facebook.com/LegacyPainandSpine,,https://www.instagram.com/thepaindoctors,,,,
https://athenslimestonehospital.com/physician-clinics/athens-limestone-pain-center,"[""complaint@jcaho.org"",""wecarealh@alhnet.org"",""helpdeskticket@alhnet.org"",""medwestclinic@alhnet.org"",""valleyinternalmed@alhnet.org"",""webpage@alhnet.org"",""felicial@alhnet.org"",""capshawfamilycare@alhnet.org"",""volunteers@alhnet.org"",""limestonepulmonologyassociates@alhnet.org"",""wcfamilymedicine@alhnet.org"",""alnephrologyassociates@alhnet.org"",""daisynomination@alhnet.org"",""rogersvillefamilycare@alhnet.org"",""webmaster@hhsys.org"",""bretm@alhnet.org"",""pepboard@sbpep.org""]","[""2562339292"",""2562169724"",""2567717378"",""2562626190"",""2562626199"",""2562626380"",""2562626384"",""2562339455"",""2562626704"",""2562339338"",""2562339536"",""2562169658"",""2562169659"",""2562169729"",""2567299477"",""2562169776"",""2562169777"",""2562302610"",""2562321414"",""2562339528"",""2562622100""]",https://www.linkedin.com/company/athens-limestone-hospital,https://twitter.com/hospitalathens,https://www.facebook.com/ALHDevelopment,https://www.youtube.com/channel/UCwE0ZxOLBzSffnVyKD14F2w,https://www.instagram.com/athenslimestonehospital,,,,
http://www.center4pain.com/,"[""info@clearwaypain.com""]","[""3342887808"",""3342888089"",""8555277246"",""8338101165""]",https://www.linkedin.com/company/center-for-pain-of-montgomery,https://twitter.com/center4pain,https://www.facebook.com/Center4Pain,https://www.youtube.com/channel/UC1qMv7E7KZJlwBeuoL2ralQ,https://www.instagram.com/centerforpain,,,,
https://www.legacypainandspine.com/staff,[],"[""2562311231""]",https://www.linkedin.com/in/joshua-meyer-598952354,https://twitter.com/legacypain,https://www.facebook.com/LegacyPainandSpine/photos,,https://www.instagram.com/thepaindoctors,,,,
http://www.curispainandwellness.com/,"[""admin@curispainandwellness.com""]","[""2564892870"",""2564892878"",""35763256""]",https://www.linkedin.com/in/mackenzie-gregg-366698173,,https://www.facebook.com/regan.braswell,,,,,,
http://www.mobilephysicalmedicine.com/,[],"[""2514508044"",""2514395012""]",https://www.linkedin.com/in/labrina-holmes-33259623a,https://twitter.com/mobilephysician,https://www.facebook.com/mobilephysicalmedicine,https://www.youtube.com/channel/UCceCfw-wEMcXvsZGDBFgWNA,https://www.instagram.com/mobilepmwpc,,,,
https://www.phenixcitypain.com/,[],"[""33421446161810""]",https://www.linkedin.com/company/phenix-city-pain-management,,,,,,,,
http://www.cpmpm.net/,"[""lrodgers@cpmpm.net""]","[""3342608988334260""]",https://www.linkedin.com/company/cpm-holdings-inc,https://twitter.com/cpmamericas,,,https://www.instagram.com/one_cpm,,,,
http://www.aaapcmd.com/,[],"[""2053386655"",""2053383211"",""2053386658"",""9018710019"",""9017470038"",""18003681019"",""8005377697""]",https://www.linkedin.com/company/alabama-anesthesiology-pain-consultants,https://twitter.com/truthmstters,https://www.facebook.com/AAAPain,,,,,,
https://www.flowersmedicalgroup.com/our-locations/dothan-neurospinepain-1975?utm_source=gmb&utm_medium=homepage&utm_campaign=biz-listings,[],"[""3349447006"",""3347932120"",""3346158490"",""3343050194"",""3347935074"",""3343050076"",""3343050108"",""3343050315"",""3343050319"",""3346997900"",""3346997901"",""3347936460"",""3349447041"",""3349447058"",""3349447073"",""3343050192"",""3343052195""]",https://www.linkedin.com/company/flowersmedicalgroup,,https://www.facebook.com/flowersmd,https://www.youtube.com/channel/UCBt0wN4l5BIOzXWrNBzL36g,https://www.instagram.com/flowersmedicalgroup,,,https://www.tiktok.com/@flowermedicine,
https://www.infirmaryhealth.org/pain-management,"[""payroll@infirmaryhealth.org"",""emily.blan@infirmaryhealth.org"",""stefanie.willis@infirmaryhealth.org"",""compliance@infirmaryhealth.org"",""ryan.summerford@infirmaryhealth.org"",""shauna.labo@infirmaryhealth.org"",""phyllis.tate@infirmaryhealth.org"",""ana.peters@infirmaryhealth.org"",""ashley.lowe@infirmaryhealth.org"",""mobile.imresidency@infirmaryhealth.org"",""thomasfoundation@infirmaryhealth.org"",""maggie.poole@infirmaryhealth.org"",""madelyn.coats@infirmaryhealth.org"",""roi@infirmaryhealth.org"",""melita.willkie@infirmaryhealth.org"",""martha.davidson@infirmaryhealth.org"",""elizabeth.oglesby@infirmaryhealth.org"",""ivy.singley@infirmaryhealth.org"",""ashley.cooper@infirmaryhealth.org"",""nathan.payne@infirmaryhealth.org"",""foundationevents@infirmaryhealth.org"",""libby.headley@infirmaryhealth.org"",""patricia.i.johnson@infirmaryhealth.org"",""employeehealth@infirmaryhealth.org"",""reed@infirmaryhealth.org"",""imresidency@infirmaryhealth.org"",""auxiliary.office@infirmaryhealth.org"",""ashley.lowe@infirmaryfoundation.org"",""jeana.barnes@infirmaryhealth.org"",""theinfirmaryfcu@infirmaryhealth.org"",""eldercarelocator@n4a.org"",""customerservice@uptodate.com"",""mcdowell@infirmaryhealth.org"",""everson@infirmaryhealth.org"",""taylor.gardner@infirmaryhealth.org"",""kathy.baugh@infirmaryhealth.org""]","[""2514351200"",""2514352400"",""2519282375"",""2514353541"",""2514335557"",""2514335558"",""2514352273"",""2514356357"",""2514713544"",""2516330573"",""2516337367"",""1013361823"",""1063049054"",""1831142264"",""2514765050"",""2516077696"",""2516079797"",""2519901740"",""2514354577"",""2514356468"",""2514357410"",""2514357431""]",https://www.linkedin.com/company/infirmaryhealth,https://twitter.com/InfirmaryHealth,https://www.facebook.com/MobileInfirmary,https://www.youtube.com/c/InfirmaryHealth,https://www.instagram.com/infirmaryhealth,,,https://www.tiktok.com/@infirmaryhealth,
https://dynamicpainandwellness.com/,"[""referrals@dynamicpainandwellness.com""]","[""8502266801""]",,https://twitter.com/dynamicpaindr,https://www.facebook.com/206987370021021,,https://www.instagram.com/dynamic_ptandwellness,,,https://www.tiktok.com/@tammyhamonfnp,
http://www.center4pain.com/,"[""info@clearwaypain.com""]","[""3342887808"",""3342888089"",""8555277246"",""8338101165""]",https://www.linkedin.com/company/center-for-pain-of-montgomery,https://twitter.com/center4pain,https://www.facebook.com/Center4Pain,https://www.youtube.com/channel/UC1qMv7E7KZJlwBeuoL2ralQ,https://www.instagram.com/centerforpain,,,,
https://valleypainclinic.net/ahmad-shikhtholth-md/,"[""info@valleypainclinic.net""]","[""2563019994"",""2563015545""]",https://www.linkedin.com/company/valley-pain-clinic-llc,https://twitter.com/valleydewuk,https://www.facebook.com/valleypainclinicDecatur,,https://www.instagram.com/valleypainspecialists,,,,
http://birminghampain.com/,"[""lgibson@birminghampain.com""]","[""2059391911"",""2053137246""]",https://www.linkedin.com/company/birmingham-pain-center-inc,https://twitter.com/yatesosteopathy,https://www.facebook.com/p/The-Birmingham-Pain-Center-100076211683333,,https://www.instagram.com/painandinjuryclinicbirmingham,,,https://www.tiktok.com/@gasstreetchurch,
https://www.southsidepainspecialists.com/,"[""llewis@southsidepain.com"",""mlowery@southsidepain.com""]","[""2053323155"",""8666448086"",""2059003927"",""2058810127""]",https://www.linkedin.com/company/southside-pain-specialists-pc,https://twitter.com/paindocs4you,https://www.facebook.com/SouthsidePainSpecialists,,https://www.instagram.com/mainstay_medical,,,https://www.tiktok.com/@painandspinephysicianstx,
http://www.aaapcmd.com/directory/,[],"[""2053386655"",""2053383211"",""2053386658"",""9018710019"",""9017470038"",""18003681019"",""8005377697""]",https://www.linkedin.com/company/alabama-anesthesiology-pain-consultants,https://twitter.com/truthmstters,https://www.facebook.com/AAAPain,,https://www.instagram.com/ameracadpainmed,,,,
http://www.alpainrehab.com/,[],"[""2564647855"",""2566601315"",""8553018314""]",,https://twitter.com/ALPreferred,,,,,,https://www.tiktok.com/@apainrehab,
http://dr-odeane-h-connor-md.jany.io/,[],"[""2565469558""]",,,,,,,,,
http://www.cahabapain.com/,"[""info@cahabapain.com"",""apply@cahabapain.com""]","[""2052089001"",""2052080031""]",https://www.linkedin.com/company/cahaba-pain-and-spine-care-llc,,https://www.facebook.com/cahabapain,https://www.youtube.com/channel/UCfyyZ8ItrR3qAO0-FTW7CKg,https://www.instagram.com/cahabapain,,,,
https://www.baldwinboneandjoint.com/?utm_source=GMBSocialClimb&utm_medium=ElliottPennington%2CMD,"[""hwright@baldwinboneandjoint.com"",""rhartman@baldwinboneandjoint.com"",""jrichardson@baldwinboneandjoint.com"",""shelby@rapahope.org"",""advertising@gulfcoastmedia.com"",""securemessagingsupport@1st-dragon.com""]","[""2516252663"",""2516253178"",""2516253198"",""8139623829""]",https://www.linkedin.com/company/baldwin-bone-joint,https://twitter.com/baldwinbone,https://www.facebook.com/baldwinboneandjointpc,https://www.youtube.com/channel/UCAzMJ3o9tUYWqqX5k0iJR0w,https://www.instagram.com/baldwinboneandjoint,,,https://www.tiktok.com/@belonginbaldwin,
https://www.treatingpain.com/find-a-doctor/matthew-q-barfield-do/,"[""team@treatingpain.com"",""compliance@treatingpain.com"",""sjadoo@treatingpain.com"",""slevine@treatingpain.com"",""jmangarelli@treatingpain.com"",""dogden@treatingpain.com"",""lectures@treatingpain.com"",""ddavis@treatingpain.com"",""mandy@mantrameetings.com"",""rosenthal.davida@gmail.com"",""jmcclellan@treatingpain.com"",""rsvp@talloaksal.com"",""edooley@talloaksal.com"",""status@healthmark-group.com"",""meeting.hk@mims.com"",""rrogers@nopaindr.com"",""painedu@inflexxion.com"",""maggieleungyl@cuhk.edu.hk"",""trista.mantra@gmail.com"",""asipp@asipp.org""]","[""7037384331"",""3016200012"",""18447771470"",""7037384375"",""3526297011"",""5403454230"",""328194072888080"",""7037384371"",""7033485060""]",,https://twitter.com/treatingpain,https://www.facebook.com/TreatingPain,,https://www.instagram.com/painandwellnesscentre,,,,
http://www.gulfortho.com/,"[""info@ex.comgulfortho.com"",""info@gulfortho.com""]","[""2514352663"",""8582441811"",""8662734039""]",https://www.linkedin.com/company/gulf-orthopaedics,,https://www.facebook.com/golf,https://www.youtube.com/channel/UClljAz6ZKy0XeViKsohdjqA,https://www.instagram.com/gulfortho,,,,
https://www.center4pain.com/,"[""info@clearwaypain.com""]","[""3342887808"",""3342888089"",""8555277246"",""8338101165""]",https://www.linkedin.com/company/center-for-pain-of-montgomery,https://twitter.com/center4pain,https://www.facebook.com/Center4Pain,https://www.youtube.com/channel/UC1qMv7E7KZJlwBeuoL2ralQ,https://www.instagram.com/thecenterforpain,,,,
http://www.unitedspinepain.com/,[],"[""323013902""]",https://www.linkedin.com/company/united-spine-and-pain,,https://www.facebook.com/UnitedSpinePain,https://www.youtube.com/user/UnitedSpinalTV,https://www.instagram.com/unitedspinepain,,,,
